Time,MPOS(0),DPOS(0),DRIVE_FE(0)
2.43,158.722,158.722,-9.53674e-07
2.431,158.722,158.722,-4.29153e-06
2.432,158.722,158.722,-2.38419e-06
2.433,158.722,158.722,9.53674e-07
2.434,158.72201,158.722,-8.58307e-06
2.435,158.722,158.722,1.43051e-06
2.436,158.72201,158.722,-5.24521e-06
2.437,158.72201,158.722,-6.19888e-06
2.438,158.72201,158.722,-6.67572e-06
2.439,158.722,158.722,-1.90735e-06
2.44,158.72199,158.722,1.09673e-05
2.441,158.72201,158.722,-8.58307e-06
2.442,158.72199,158.722,9.53674e-06
2.443,158.722,158.722,0.0
2.444,158.72201,158.722,-6.67572e-06
2.445,158.722,158.722,2.38419e-06
2.446,158.72201,158.722,-6.67572e-06
2.447,158.72201,158.722,-6.67572e-06
2.448,158.72201,158.722,-1.23978e-05
2.449,158.72201,158.722,-6.19888e-06
2.45,158.72201,158.722,-8.58307e-06
2.451,158.722,158.722,2.86102e-06
2.452,158.722,158.722,4.76837e-07
2.453,158.722,158.722,-9.53674e-07
2.454,158.722,158.722,4.76837e-07
2.455,158.72201,158.722,-5.24521e-06
2.456,158.72201,158.722,-3.8147e-06
2.457,158.722,158.722,-7.62939e-06
2.458,158.72199,158.722,9.05991e-06
2.459,158.722,158.722,0.0
2.46,158.722,158.722,-2.38419e-06
2.461,158.722,158.722,2.86102e-06
2.462,158.722,158.722,-1.43051e-06
2.463,158.72199,158.722,9.53674e-06
2.464,158.722,158.722,2.86102e-06
2.465,158.722,158.722,-1.43051e-06
2.466,158.722,158.722,-4.76837e-07
2.467,158.722,158.722,9.53674e-07
2.468,158.722,158.722,-9.53674e-07
2.469,158.722,158.722,2.86102e-06
2.47,158.72201,158.722,-7.62939e-06
2.471,158.72199,158.722,1.09673e-05
2.472,158.72201,158.722,-1.04904e-05
2.473,158.722,158.722,4.76837e-07
2.474,158.722,158.722,4.76837e-06
2.475,158.72201,158.722,-6.19888e-06
2.476,158.722,158.722,4.76837e-07
2.477,158.72199,158.722,1.62125e-05
2.478,158.72201,158.722,-8.10623e-06
2.479,158.72199,158.722,3.8147e-06
2.48,158.722,158.722,-4.76837e-07
2.481,158.722,158.722,-9.53674e-07
2.482,158.72199,158.722,4.76837e-06
2.483,158.722,158.722,2.86102e-06
2.484,158.72199,158.722,2.86102e-06
2.485,158.722,158.722,2.86102e-06
2.486,158.72201,158.722,-5.72205e-06
2.487,158.722,158.722,4.76837e-07
2.488,158.722,158.722,3.33786e-06
2.489,158.722,158.722,-4.76837e-07
2.49,158.72201,158.722,-7.62939e-06
2.491,158.722,158.722,-4.29153e-06
2.492,158.722,158.722,4.76837e-07
2.493,158.72199,158.722,6.19888e-06
2.494,158.722,158.722,2.38419e-06
2.495,158.72199,158.722,5.24521e-06
2.496,158.722,158.722,4.29153e-06
2.497,158.72199,158.722,7.15256e-06
2.498,158.722,158.722,4.76837e-07
2.499,158.722,158.722,-9.53674e-07
2.5,158.722,158.722,3.33786e-06
2.501,158.72199,158.722,9.53674e-06
2.502,158.722,158.722,-4.29153e-06
2.503,158.722,158.722,2.86102e-06
2.504,158.722,158.722,0.0
2.505,158.722,158.722,-6.67572e-06
2.506,158.722,158.722,2.86102e-06
2.507,158.722,158.722,4.76837e-07
2.508,158.722,158.722,-1.90735e-06
2.509,158.72201,158.722,-6.67572e-06
2.51,158.72201,158.722,-8.58307e-06
2.511,158.72201,158.722,-1.00136e-05
2.512,158.72201,158.722,-5.72205e-06
2.513,158.722,158.722,0.0
2.514,158.72201,158.722,-9.53674e-06
2.515,158.72199,158.722,7.62939e-06
2.516,158.72198,158.722,1.57356e-05
2.517,158.72199,158.722,1.19209e-05
2.518,158.722,158.722,-1.90735e-06
2.519,158.722,158.722,4.76837e-07
2.52,158.72201,158.722,-5.72205e-06
2.521,158.72199,158.722,5.24521e-06
2.522,158.72199,158.722,1.14441e-05
2.523,158.722,158.722,-1.90735e-06
2.524,158.722,158.722,-1.43051e-06
2.525,158.722,158.722,2.86102e-06
2.526,158.72201,158.722,-5.24521e-06
2.527,158.722,158.722,-1.43051e-06
2.528,158.72201,158.722,-9.05991e-06
2.529,158.72201,158.722,-7.15256e-06
2.53,158.72201,158.722,-7.15256e-06
2.531,158.72202,158.722,-1.4782e-05
2.532,158.722,158.722,-4.29153e-06
2.533,158.72201,158.722,-3.33786e-06
2.534,158.722,158.722,1.43051e-06
2.535,158.72201,158.722,-8.10623e-06
2.536,158.722,158.722,0.0
2.537,158.722,158.722,3.33786e-06
2.538,158.722,158.722,9.53674e-07
2.539,158.72199,158.722,7.62939e-06
2.54,158.72202,158.722,-1.66893e-05
2.541,158.722,158.722,9.53674e-07
2.542,158.72201,158.722,-5.72205e-06
2.543,158.722,158.722,-5.24521e-06
2.544,158.722,158.722,-2.38419e-06
2.545,158.722,158.722,-5.24521e-06
2.546,158.722,158.722,5.24521e-06
2.547,158.72201,158.722,-1.00136e-05
2.548,158.72201,158.722,-9.05991e-06
2.549,158.72201,158.722,-8.58307e-06
2.55,158.722,158.722,-3.8147e-06
2.551,158.722,158.722,0.0
2.552,158.72201,158.722,-1.33514e-05
2.553,158.722,158.722,-1.43051e-06
2.554,158.72202,158.722,-1.43051e-05
2.555,158.722,158.722,1.43051e-06
2.556,158.72199,158.722,3.33786e-06
2.557,158.722,158.722,3.8147e-06
2.558,158.72201,158.722,-9.05991e-06
2.559,158.722,158.722,5.72205e-06
2.56,158.72201,158.722,-1.04904e-05
2.561,158.72201,158.722,-1.19209e-05
2.562,158.72199,158.722,8.10623e-06
2.563,158.722,158.722,-2.38419e-06
2.564,158.722,158.722,3.33786e-06
2.565,158.72199,158.722,7.62939e-06
2.566,158.722,158.722,1.90735e-06
2.567,158.722,158.722,9.53674e-07
2.568,158.72201,158.722,-6.67572e-06
2.569,158.722,158.722,-3.33786e-06
2.57,158.722,158.722,-3.8147e-06
2.571,158.72201,158.722,-1.38283e-05
2.572,158.722,158.722,-2.86102e-06
2.573,158.72201,158.722,-6.67572e-06
2.574,158.72201,158.722,-1.00136e-05
2.575,158.72201,158.722,-8.10623e-06
2.576,158.72202,158.722,-1.85966e-05
2.577,158.72201,158.722,-1.62125e-05
2.578,158.72201,158.722,-6.19888e-06
2.579,158.72201,158.722,-5.24521e-06
2.58,158.72201,158.722,-1.23978e-05
2.581,158.722,158.722,-1.90735e-06
2.582,158.722,158.722,9.53674e-07
2.583,158.722,158.722,4.76837e-07
2.584,158.72199,158.722,3.8147e-06
2.585,158.72201,158.722,-6.67572e-06
2.586,158.722,158.722,2.86102e-06
2.587,158.72201,158.722,-5.24521e-06
2.588,158.722,158.722,9.53674e-07
2.589,158.72201,158.722,-8.58307e-06
2.59,158.722,158.722,6.19888e-06
2.591,158.722,158.722,-3.33786e-06
2.592,158.722,158.722,9.53674e-07
2.593,158.722,158.722,2.86102e-06
2.594,158.72201,158.722,-1.04904e-05
2.595,158.722,158.722,-4.76837e-07
2.596,158.722,158.722,4.76837e-07
2.597,158.722,158.722,0.0
2.598,158.722,158.722,2.86102e-06
2.599,158.722,158.722,-4.29153e-06
2.6,158.722,158.722,9.53674e-07
2.601,158.722,158.722,-2.86102e-06
2.602,158.722,158.722,-1.90735e-06
2.603,158.72201,158.722,-6.19888e-06
2.604,158.72202,158.722,-1.81198e-05
2.605,158.72201,158.722,-9.05991e-06
2.606,158.722,158.722,-2.38419e-06
2.607,158.722,158.722,-1.43051e-06
2.608,158.722,158.722,9.53674e-07
2.609,158.72201,158.722,-1.19209e-05
2.61,158.72201,158.722,-8.58307e-06
2.611,158.72201,158.722,-7.62939e-06
2.612,158.72201,158.722,-7.62939e-06
2.613,158.72201,158.722,-1.04904e-05
2.614,158.72201,158.722,-9.05991e-06
2.615,158.722,158.722,9.53674e-07
2.616,158.722,158.722,-1.43051e-06
2.617,158.722,158.722,-4.76837e-07
2.618,158.72201,158.722,-6.19888e-06
2.619,158.72201,158.722,-4.29153e-06
2.62,158.72201,158.722,-1.04904e-05
2.621,158.722,158.722,-9.53674e-07
2.622,158.72199,158.722,5.24521e-06
2.623,158.72199,158.722,8.10623e-06
2.624,158.722,158.722,9.53674e-07
2.625,158.722,158.722,3.8147e-06
2.626,158.72201,158.722,-3.8147e-06
2.627,158.72201,158.722,-1.52588e-05
2.628,158.72201,158.722,-6.67572e-06
2.629,158.72202,158.722,-2.57492e-05
2.63,158.72201,158.722,-1.00136e-05
2.631,158.722,158.722,-5.72205e-06
2.632,158.722,158.722,-2.86102e-06
2.633,158.722,158.722,-2.86102e-06
2.634,158.72202,158.722,-1.7643e-05
2.635,158.72199,158.722,7.15256e-06
2.636,158.722,158.722,0.0
2.637,158.722,158.722,2.38419e-06
2.638,158.722,158.722,-4.29153e-06
2.639,158.722,158.722,-4.29153e-06
2.64,158.722,158.722,0.0
2.641,158.72201,158.722,-8.10623e-06
2.642,158.72199,158.722,1.14441e-05
2.643,158.72199,158.722,6.19888e-06
2.644,158.72199,158.722,6.19888e-06
2.645,158.722,158.722,-1.43051e-06
2.646,158.72199,158.722,6.67572e-06
2.647,158.72199,158.722,8.58307e-06
2.648,158.72199,158.722,4.76837e-06
2.649,158.722,158.722,4.29153e-06
2.65,158.722,158.722,-2.38419e-06
2.651,158.722,158.722,3.33786e-06
2.652,158.72199,158.722,6.19888e-06
2.653,158.722,158.722,1.43051e-06
2.654,158.722,158.722,9.53674e-07
2.655,158.722,158.722,-2.38419e-06
2.656,158.722,158.722,-4.76837e-07
2.657,158.722,158.722,-5.24521e-06
2.658,158.72201,158.722,-8.58307e-06
2.659,158.722,158.722,-2.86102e-06
2.66,158.72201,158.722,-1.14441e-05
2.661,158.722,158.722,-9.53674e-07
2.662,158.72201,158.722,-6.19888e-06
2.663,158.722,158.722,-9.53674e-07
2.664,158.72199,158.722,5.24521e-06
2.665,158.722,158.722,-1.43051e-06
2.666,158.72199,158.722,1.33514e-05
2.667,158.722,158.722,-3.8147e-06
2.668,158.72199,158.722,1.04904e-05
2.669,158.722,158.722,2.86102e-06
2.67,158.72201,158.722,-8.58307e-06
2.671,158.722,158.722,2.86102e-06
2.672,158.722,158.722,-4.76837e-07
2.673,158.722,158.722,-1.43051e-06
2.674,158.722,158.722,-5.24521e-06
2.675,158.722,158.722,1.43051e-06
2.676,158.722,158.722,-1.90735e-06
2.677,158.722,158.722,3.33786e-06
2.678,158.72201,158.722,-9.53674e-06
2.679,158.722,158.722,-3.8147e-06
2.68,158.72202,158.722,-1.66893e-05
2.681,158.722,158.722,-2.38419e-06
2.682,158.72201,158.722,-8.10623e-06
2.683,158.722,158.722,-2.38419e-06
2.684,158.72201,158.722,-9.53674e-06
2.685,158.722,158.722,3.33786e-06
2.686,158.72201,158.722,-1.43051e-05
2.687,158.72201,158.722,-9.53674e-06
2.688,158.72201,158.722,-5.72205e-06
2.689,158.722,158.722,-9.53674e-07
2.69,158.722,158.722,-4.76837e-07
2.691,158.72201,158.722,-1.4782e-05
2.692,158.722,158.722,1.90735e-06
2.693,158.72201,158.722,-1.90735e-05
2.694,158.722,158.722,2.38419e-06
2.695,158.722,158.722,0.0
2.696,158.722,158.722,-9.53674e-07
2.697,158.722,158.722,-1.43051e-06
2.698,158.72199,158.722,7.62939e-06
2.699,158.722,158.722,-9.53674e-07
2.7,158.72201,158.722,-1.00136e-05
2.701,158.722,158.722,-4.29153e-06
2.702,158.72199,158.722,9.53674e-06
2.703,158.72201,158.722,-3.33786e-06
2.704,158.72199,158.722,7.15256e-06
2.705,158.722,158.722,-9.53674e-07
2.706,158.722,158.722,0.0
2.707,158.722,158.722,-4.76837e-07
2.708,158.72201,158.722,-6.19888e-06
2.709,158.722,158.722,-6.19888e-06
2.71,158.722,158.722,3.8147e-06
2.711,158.722,158.722,-2.86102e-06
2.712,158.722,158.722,6.67572e-06
2.713,158.72199,158.722,3.8147e-06
2.714,158.722,158.722,-2.38419e-06
2.715,158.722,158.722,3.8147e-06
2.716,158.722,158.722,-1.43051e-06
2.717,158.722,158.722,1.43051e-06
2.718,158.722,158.722,-1.43051e-06
2.719,158.72201,158.722,-7.62939e-06
2.72,158.722,158.722,2.86102e-06
2.721,158.722,158.722,2.86102e-06
2.722,158.72201,158.722,-1.04904e-05
2.723,158.722,158.722,0.0
2.724,158.722,158.722,-9.53674e-07
2.725,158.722,158.722,-9.53674e-07
2.726,158.722,158.722,1.90735e-06
2.727,158.722,158.722,3.8147e-06
2.728,158.72201,158.722,-7.15256e-06
2.729,158.72201,158.722,-8.58307e-06
2.73,158.722,158.722,-3.33786e-06
2.731,158.72201,158.722,-9.05991e-06
2.732,158.72199,158.722,1.09673e-05
2.733,158.722,158.722,5.24521e-06
2.734,158.722,158.722,2.86102e-06
2.735,158.72199,158.722,1.09673e-05
2.736,158.72199,158.722,7.62939e-06
2.737,158.722,158.722,-1.90735e-06
2.738,158.72199,158.722,5.24521e-06
2.739,158.722,158.722,-1.43051e-06
2.74,158.722,158.722,5.24521e-06
2.741,158.722,158.722,-9.53674e-07
2.742,158.722,158.722,3.33786e-06
2.743,158.72202,158.722,-1.57356e-05
2.744,158.72199,158.722,7.62939e-06
2.745,158.72201,158.722,-5.24521e-06
2.746,158.722,158.722,2.86102e-06
2.747,158.722,158.722,2.38419e-06
2.748,158.72199,158.722,1.04904e-05
2.749,158.72199,158.722,4.76837e-06
2.75,158.722,158.722,5.24521e-06
2.751,158.72199,158.722,8.10623e-06
2.752,158.72199,158.722,5.24521e-06
2.753,158.722,158.722,1.43051e-06
2.754,158.72201,158.722,-5.24521e-06
2.755,158.722,158.722,0.0
2.756,158.722,158.722,3.33786e-06
2.757,158.72199,158.722,5.72205e-06
2.758,158.722,158.722,4.29153e-06
2.759,158.72201,158.722,-1.23978e-05
2.76,158.722,158.722,4.76837e-07
2.761,158.722,158.722,-6.19888e-06
2.762,158.722,158.722,7.15256e-06
2.763,158.722,158.722,-1.90735e-06
2.764,158.72201,158.722,-7.15256e-06
2.765,158.72199,158.722,7.15256e-06
2.766,158.72201,158.722,-8.10623e-06
2.767,158.72201,158.722,-5.72205e-06
2.768,158.722,158.722,1.43051e-06
2.769,158.722,158.722,-4.29153e-06
2.77,158.722,158.722,0.0
2.771,158.722,158.722,-3.8147e-06
2.772,158.72201,158.722,-1.28746e-05
2.773,158.72199,158.722,1.09673e-05
2.774,158.72199,158.722,1.09673e-05
2.775,158.72199,158.722,6.19888e-06
2.776,158.72199,158.722,1.14441e-05
2.777,158.72198,158.722,1.90735e-05
2.778,158.722,158.722,4.76837e-06
2.779,158.722,158.722,3.33786e-06
2.78,158.722,158.722,4.76837e-06
2.781,158.72199,158.722,5.24521e-06
2.782,158.72199,158.722,8.10623e-06
2.783,158.722,158.722,3.33786e-06
2.784,158.72199,158.722,4.76837e-06
2.785,158.722,158.722,-2.86102e-06
2.786,158.722,158.722,7.62939e-06
2.787,158.722,158.722,-1.90735e-06
2.788,158.722,158.722,-2.38419e-06
2.789,158.72199,158.722,7.62939e-06
2.79,158.722,158.722,-1.90735e-06
2.791,158.722,158.722,1.90735e-06
2.792,158.722,158.722,-2.38419e-06
2.793,158.72201,158.722,-2.38419e-06
2.794,158.722,158.722,0.0
2.795,158.722,158.722,0.0
2.796,158.722,158.722,-5.24521e-06
2.797,158.722,158.722,4.76837e-07
2.798,158.72201,158.722,-3.33786e-06
2.799,158.72201,158.722,-6.67572e-06
2.8,158.722,158.722,-1.43051e-06
2.801,158.72201,158.722,-1.33514e-05
2.802,158.722,158.722,4.29153e-06
2.803,158.722,158.722,-1.43051e-06
2.804,158.722,158.722,-6.19888e-06
2.805,158.722,158.722,2.38419e-06
2.806,158.72201,158.722,-1.33514e-05
2.807,158.722,158.722,-1.43051e-06
2.808,158.72201,158.722,-3.8147e-06
2.809,158.722,158.722,-4.29153e-06
2.81,158.722,158.722,3.33786e-06
2.811,158.722,158.722,1.90735e-06
2.812,158.722,158.722,-4.76837e-07
2.813,158.722,158.722,3.8147e-06
2.814,158.722,158.722,-9.53674e-07
2.815,158.722,158.722,-5.72205e-06
2.816,158.722,158.722,4.76837e-07
2.817,158.722,158.722,0.0
2.818,158.722,158.722,-3.8147e-06
2.819,158.722,158.722,6.19888e-06
2.82,158.722,158.722,3.33786e-06
2.821,158.72201,158.722,-4.29153e-06
2.822,158.722,158.722,-1.43051e-06
2.823,158.722,158.722,9.53674e-07
2.824,158.722,158.722,5.24521e-06
2.825,158.72201,158.722,-6.19888e-06
2.826,158.72199,158.722,1.33514e-05
2.827,158.722,158.722,-9.53674e-07
2.828,158.722,158.722,9.53674e-07
2.829,158.72201,158.722,-7.15256e-06
2.83,158.722,158.722,3.8147e-06
2.831,158.722,158.722,1.43051e-06
2.832,158.722,158.722,0.0
2.833,158.722,158.722,-4.76837e-07
2.834,158.72201,158.722,-4.29153e-06
2.835,158.722,158.722,1.90735e-06
2.836,158.722,158.722,-9.53674e-07
2.837,158.722,158.722,0.0
2.838,158.722,158.722,5.24521e-06
2.839,158.722,158.722,2.38419e-06
2.84,158.722,158.722,1.90735e-06
2.841,158.72199,158.722,6.19888e-06
2.842,158.722,158.722,-9.53674e-07
2.843,158.722,158.722,-3.33786e-06
2.844,158.72199,158.722,5.72205e-06
2.845,158.722,158.722,2.86102e-06
2.846,158.722,158.722,4.76837e-07
2.847,158.72199,158.722,1.38283e-05
2.848,158.72199,158.722,1.43051e-06
2.849,158.72199,158.722,1.7643e-05
2.85,158.722,158.722,-4.76837e-07
2.851,158.72199,158.722,1.04904e-05
2.852,158.72199,158.722,1.23978e-05
2.853,158.72199,158.722,9.53674e-06
2.854,158.72198,158.722,1.90735e-05
2.855,158.72199,158.722,1.00136e-05
2.856,158.72199,158.722,9.05991e-06
2.857,158.722,158.722,2.86102e-06
2.858,158.722,158.722,-1.90735e-06
2.859,158.72199,158.722,5.24521e-06
2.86,158.722,158.722,2.86102e-06
2.861,158.72199,158.722,4.76837e-06
2.862,158.72199,158.722,9.53674e-06
2.863,158.72199,158.722,9.53674e-06
2.864,158.72199,158.722,7.15256e-06
2.865,158.722,158.722,-3.8147e-06
2.866,158.722,158.722,-1.90735e-06
2.867,158.722,158.722,1.90735e-06
2.868,158.72201,158.722,-4.29153e-06
2.869,158.72199,158.722,3.8147e-06
2.87,158.722,158.722,-9.53674e-07
2.871,158.72201,158.722,-1.09673e-05
2.872,158.722,158.722,-6.67572e-06
2.873,158.722,158.722,-3.8147e-06
2.874,158.722,158.722,-1.43051e-06
2.875,158.72201,158.722,-1.09673e-05
2.876,158.722,158.722,-4.76837e-06
2.877,158.722,158.722,-1.90735e-06
2.878,158.722,158.722,-1.90735e-06
2.879,158.722,158.722,1.43051e-06
2.88,158.722,158.722,-2.38419e-06
2.881,158.722,158.722,4.29153e-06
2.882,158.72201,158.722,-8.10623e-06
2.883,158.72199,158.722,1.43051e-05
2.884,158.722,158.722,-9.53674e-07
2.885,158.72199,158.722,1.14441e-05
2.886,158.72199,158.722,8.58307e-06
2.887,158.722,158.722,-1.90735e-06
2.888,158.722,158.722,1.43051e-06
2.889,158.72199,158.722,9.53674e-06
2.89,158.722,158.722,-4.29153e-06
2.891,158.722,158.722,9.53674e-07
2.892,158.722,158.722,2.38419e-06
2.893,158.72199,158.722,5.24521e-06
2.894,158.722,158.722,-9.53674e-07
2.895,158.72199,158.722,1.28746e-05
2.896,158.722,158.722,-1.43051e-06
2.897,158.722,158.722,-1.43051e-06
2.898,158.722,158.722,-2.38419e-06
2.899,158.72199,158.722,6.19888e-06
2.9,158.722,158.722,5.72205e-06
2.901,158.72199,158.722,4.29153e-06
2.902,158.72201,158.722,-3.33786e-06
2.903,158.722,158.722,4.76837e-07
2.904,158.72201,158.722,-5.24521e-06
2.905,158.722,158.722,-3.8147e-06
2.906,158.722,158.722,1.90735e-06
2.907,158.722,158.722,2.86102e-06
2.908,158.72199,158.722,9.05991e-06
2.909,158.72201,158.722,-7.62939e-06
2.91,158.722,158.722,-3.8147e-06
2.911,158.72201,158.722,-5.24521e-06
2.912,158.72201,158.722,-8.58307e-06
2.913,158.722,158.722,3.33786e-06
2.914,158.72201,158.722,-5.72205e-06
2.915,158.72201,158.722,-7.62939e-06
2.916,158.722,158.722,2.38419e-06
2.917,158.722,158.722,-1.43051e-06
2.918,158.72199,158.722,5.24521e-06
2.919,158.722,158.722,1.90735e-06
2.92,158.722,158.722,-9.53674e-07
2.921,158.722,158.722,0.0
2.922,158.722,158.722,-5.24521e-06
2.923,158.72201,158.722,-4.76837e-06
2.924,158.72201,158.722,-8.58307e-06
2.925,158.72201,158.722,-6.19888e-06
2.926,158.722,158.722,-5.72205e-06
2.927,158.722,158.722,-2.86102e-06
2.928,158.722,158.722,-2.86102e-06
2.929,158.72201,158.722,-6.19888e-06
2.93,158.72201,158.722,-8.58307e-06
2.931,158.722,158.722,9.53674e-07
2.932,158.72201,158.722,-5.72205e-06
2.933,158.72201,158.722,-8.58307e-06
2.934,158.72201,158.722,-6.19888e-06
2.935,158.722,158.722,0.0
2.936,158.722,158.722,-2.86102e-06
2.937,158.722,158.722,-4.76837e-07
2.938,158.722,158.722,-4.76837e-06
2.939,158.722,158.722,2.38419e-06
2.94,158.722,158.722,4.76837e-07
2.941,158.72201,158.722,-1.23978e-05
2.942,158.72199,158.722,2.86102e-06
2.943,158.722,158.722,4.29153e-06
2.944,158.722,158.722,-1.43051e-06
2.945,158.72201,158.722,-4.76837e-06
2.946,158.722,158.722,-4.29153e-06
2.947,158.722,158.722,-4.76837e-07
2.948,158.722,158.722,-6.67572e-06
2.949,158.722,158.722,3.33786e-06
2.95,158.722,158.722,9.53674e-07
2.951,158.722,158.722,4.29153e-06
2.952,158.72199,158.722,7.62939e-06
2.953,158.722,158.722,-1.43051e-06
2.954,158.722,158.722,-9.53674e-07
2.955,158.722,158.722,-1.90735e-06
2.956,158.72201,158.722,-7.15256e-06
2.957,158.72201,158.722,-1.00136e-05
2.958,158.72201,158.722,-5.24521e-06
2.959,158.72201,158.722,-1.14441e-05
2.96,158.722,158.722,-1.90735e-06
2.961,158.722,158.722,0.0
2.962,158.722,158.722,-5.24521e-06
2.963,158.722,158.722,-4.76837e-06
2.964,158.72201,158.722,-1.00136e-05
2.965,158.72201,158.722,-9.05991e-06
2.966,158.72201,158.722,-1.38283e-05
2.967,158.722,158.722,-3.33786e-06
2.968,158.722,158.722,-9.53674e-07
2.969,158.722,158.722,-2.86102e-06
2.97,158.72199,158.722,4.76837e-06
2.971,158.72199,158.722,8.58307e-06
2.972,158.722,158.722,2.38419e-06
2.973,158.72199,158.722,8.10623e-06
2.974,158.72201,158.722,-5.24521e-06
2.975,158.72199,158.722,9.05991e-06
2.976,158.72201,158.722,-5.24521e-06
2.977,158.722,158.722,4.76837e-07
2.978,158.722,158.722,2.86102e-06
2.979,158.722,158.722,9.53674e-07
2.98,158.72199,158.722,5.24521e-06
2.981,158.722,158.722,1.90735e-06
2.982,158.72199,158.722,1.52588e-05
2.983,158.72199,158.722,7.15256e-06
2.984,158.722,158.722,4.29153e-06
2.985,158.722,158.722,5.24521e-06
3.0,158.72199,158.722,4.76837e-06
3.001,158.72201,158.722,-4.76837e-06
3.002,158.722,158.722,-4.76837e-07
3.003,158.72201,158.722,-7.62939e-06
3.004,158.72201,158.722,-7.62939e-06
3.005,158.72199,158.722,1.04904e-05
3.006,158.72201,158.722,-6.19888e-06
3.007,158.722,158.722,3.8147e-06
3.008,158.72201,158.722,-1.28746e-05
3.009,158.72199,158.722,6.19888e-06
3.01,158.72199,158.722,5.72205e-06
3.011,158.72199,158.722,7.62939e-06
3.012,158.722,158.722,3.8147e-06
3.013,158.722,158.722,-3.8147e-06
3.014,158.72201,158.722,-5.72205e-06
3.015,158.722,158.722,-3.8147e-06
3.016,158.722,158.722,0.0
3.017,158.72201,158.722,-7.15256e-06
3.018,158.72199,158.722,6.19888e-06
3.019,158.722,158.722,-2.86102e-06
3.02,158.722,158.722,-1.90735e-06
3.021,158.722,158.722,3.8147e-06
3.022,158.72202,158.722,-1.38283e-05
3.023,158.72202,158.722,-1.85966e-05
3.024,158.72201,158.722,-1.23978e-05
3.025,158.722,158.722,-4.29153e-06
3.026,158.722,158.722,-1.43051e-06
3.027,158.72201,158.722,-6.67572e-06
3.028,158.72201,158.722,-6.67572e-06
3.029,158.72201,158.722,-7.15256e-06
3.03,158.722,158.722,-2.38419e-06
3.031,158.722,158.722,5.72205e-06
3.032,158.722,158.722,0.0
3.033,158.72201,158.722,-6.67572e-06
3.034,158.722,158.722,4.76837e-06
3.035,158.72199,158.722,6.19888e-06
3.036,158.72199,158.722,1.19209e-05
3.037,158.72199,158.722,7.15256e-06
3.038,158.72199,158.722,3.8147e-06
3.039,158.722,158.722,4.76837e-06
3.04,158.722,158.722,-4.76837e-06
3.041,158.722,158.722,1.90735e-06
3.042,158.722,158.722,1.90735e-06
3.043,158.722,158.722,2.86102e-06
3.044,158.722,158.722,4.76837e-07
3.045,158.72199,158.722,9.05991e-06
3.046,158.72199,158.722,1.04904e-05
3.047,158.722,158.722,6.67572e-06
3.048,158.722,158.722,-5.24521e-06
3.049,158.72201,158.722,-3.33786e-06
3.05,158.722,158.722,-7.62939e-06
3.051,158.722,158.722,-4.76837e-07
3.052,158.72199,158.722,7.62939e-06
3.053,158.722,158.722,-2.86102e-06
3.054,158.722,158.722,3.33786e-06
3.055,158.72199,158.722,6.67572e-06
3.056,158.72201,158.722,-9.05991e-06
3.057,158.722,158.722,3.8147e-06
3.058,158.72199,158.722,2.38419e-06
3.059,158.722,158.722,-1.43051e-06
3.06,158.722,158.722,0.0
3.061,158.722,158.722,1.90735e-06
3.062,158.72201,158.722,-6.19888e-06
3.063,158.722,158.722,-4.29153e-06
3.064,158.722,158.722,5.24521e-06
3.065,158.72199,158.722,7.15256e-06
3.066,158.722,158.722,4.29153e-06
3.067,158.722,158.722,3.33786e-06
3.068,158.722,158.722,2.38419e-06
3.069,158.722,158.722,3.8147e-06
3.07,158.72199,158.722,1.00136e-05
3.071,158.72201,158.722,-6.67572e-06
3.072,158.72199,158.722,2.86102e-06
3.073,158.722,158.722,5.24521e-06
3.074,158.72202,158.722,-1.85966e-05
3.075,158.72201,158.722,-1.00136e-05
3.076,158.722,158.722,-2.86102e-06
3.077,158.72201,158.722,-1.00136e-05
3.078,158.72202,158.722,-1.43051e-05
3.079,158.72199,158.722,3.8147e-06
3.08,158.722,158.722,6.67572e-06
3.081,158.722,158.722,-2.38419e-06
3.082,158.722,158.722,2.38419e-06
3.083,158.72199,158.722,9.53674e-06
3.084,158.72199,158.722,6.67572e-06
3.085,158.72199,158.722,7.62939e-06
3.086,158.722,158.722,0.0
3.087,158.722,158.722,2.38419e-06
3.088,158.722,158.722,4.76837e-07
3.089,158.72201,158.722,-1.09673e-05
3.09,158.72201,158.722,-7.15256e-06
3.091,158.72201,158.722,-3.33786e-06
3.092,158.722,158.722,-4.76837e-06
3.093,158.72201,158.722,-8.10623e-06
3.094,158.722,158.722,7.15256e-06
3.095,158.72201,158.722,-9.05991e-06
3.096,158.722,158.722,-5.72205e-06
3.097,158.722,158.722,-4.29153e-06
3.098,158.722,158.722,-3.8147e-06
3.099,158.72201,158.722,-1.33514e-05
3.1,158.722,158.722,3.33786e-06
3.101,158.72201,158.722,-1.23978e-05
3.102,158.72199,158.722,5.72205e-06
3.103,158.72201,158.722,-9.05991e-06
3.104,158.722,158.722,3.8147e-06
3.105,158.72199,158.722,6.67572e-06
3.106,158.722,158.722,1.90735e-06
3.107,158.722,158.722,3.8147e-06
3.108,158.722,158.722,1.90735e-06
3.109,158.722,158.722,3.33786e-06
3.11,158.722,158.722,-4.29153e-06
3.111,158.72201,158.722,-7.15256e-06
3.112,158.722,158.722,5.24521e-06
3.113,158.722,158.722,-1.43051e-06
3.114,158.72201,158.722,-7.15256e-06
