Time,DPOS(0),MPOS(0),MSPEED(0),DRIVE_FE(0)
0.602,83.96865,83.96865,-0.00048,0.0
0.603,83.96865,83.96865,0.0,0.0
0.604,83.96865,83.96865,-0.00048,0.0
0.605,83.96865,83.96865,0.00048,0.0
0.606,83.96865,83.96865,-0.00048,0.0
0.607,83.96865,83.96865,0.0,0.0
0.608,83.96865,83.96865,0.00095,0.0
0.609,83.96865,83.96865,-0.00095,0.0
0.61,83.96865,83.96865,0.00048,0.0
0.611,83.96865,83.96865,0.0,0.0
0.612,83.96865,83.96865,-0.00048,0.0
0.613,83.96865,83.96865,0.00095,0.0
0.614,83.96865,83.96865,0.00048,0.0
0.615,83.96865,83.96865,-0.00048,0.0
0.616,83.96865,83.96865,0.0,0.0
0.617,83.96865,83.96865,-0.00048,0.0
0.618,83.96865,83.96865,0.0,0.0
0.619,83.96865,83.96865,0.0,0.0
0.62,83.96865,83.96865,0.00095,0.0
0.621,83.96865,83.96865,-0.00048,0.0
0.622,83.96865,83.96865,0.0,0.0
0.623,83.96865,83.96865,-0.00048,0.0
0.624,83.96865,83.96865,0.0,0.0
0.625,83.96865,83.96865,0.00048,0.0
0.626,83.96865,83.96865,-0.00095,0.0
0.627,83.96865,83.96865,0.00048,0.0
0.628,83.96865,83.96865,0.0,0.0
0.629,83.96865,83.96865,0.00048,0.0
0.63,83.96865,83.96865,-0.00048,0.0
0.631,83.96865,83.96865,0.00048,0.0
0.632,83.96865,83.96865,0.0,0.0
0.633,83.96865,83.96865,-0.00048,0.0
0.634,83.96865,83.96865,0.0,0.0
0.635,83.96865,83.96865,0.0,0.0
0.636,83.96865,83.96865,0.00048,0.0
0.637,83.96865,83.96865,0.0,0.0
0.638,83.96865,83.96865,-0.00048,0.0
0.639,83.96865,83.96865,-0.00048,0.0
0.64,83.96865,83.96865,0.00095,0.0
0.641,83.96865,83.96865,-0.00048,0.0
0.642,83.96865,83.96865,0.00095,0.0
0.643,83.96865,83.96865,-0.00095,0.0
0.644,83.96865,83.96865,0.00048,0.0
0.645,83.96865,83.96865,0.0,0.0
0.646,83.96865,83.96865,0.0,0.0
0.647,83.96865,83.96865,0.0,0.0
0.648,83.96865,83.96865,0.0,0.0
0.649,83.96865,83.96865,0.0,0.0
0.65,83.96865,83.96865,0.00048,0.0
0.651,83.96865,83.96865,-0.00095,0.0
0.652,83.96865,83.96865,0.0,0.0
0.653,83.96865,83.96865,0.00048,0.0
0.654,83.96865,83.96865,-0.00048,0.0
0.655,83.96865,83.96865,0.0,0.0
0.656,83.96865,83.96865,0.00048,0.0
0.657,83.96865,83.96865,0.00048,0.0
0.658,83.96865,83.96865,0.0,0.0
0.659,83.96865,83.96865,0.0,0.0
0.66,83.96865,83.96865,-0.00095,0.0
0.661,83.96865,83.96865,0.0,0.0
0.662,83.96865,83.96865,0.00048,0.0
0.663,83.96865,83.96865,-0.00048,0.0
0.664,83.96865,83.96865,0.00048,0.0
0.665,83.96865,83.96865,0.0,0.0
0.666,83.96865,83.96865,-0.00095,0.0
0.667,83.96865,83.96865,0.00048,0.0
0.668,83.96865,83.96865,0.0,0.0
0.669,83.96865,83.96865,-0.00048,0.0
0.67,83.96865,83.96865,0.0,0.0
0.671,83.96865,83.96865,0.00048,0.0
0.672,83.96865,83.96865,0.0,0.0
0.673,83.96865,83.96865,0.0,0.0
0.674,83.96865,83.96865,0.0,0.0
0.675,83.96865,83.96865,0.00048,0.0
0.676,83.96865,83.96865,0.0,0.0
0.677,83.96865,83.96865,-0.00048,0.0
0.678,83.96865,83.96865,0.00048,0.0
0.679,83.96865,83.96865,0.0,0.0
0.68,83.96865,83.96865,0.0,0.0
0.681,83.96865,83.96865,0.0,0.0
0.682,83.96865,83.96865,0.0,0.0
0.683,83.96865,83.96865,0.0,0.0
0.684,83.96865,83.96865,0.00048,0.0
0.685,83.96865,83.96865,-0.00048,0.0
0.686,83.96865,83.96865,-0.00048,0.0
0.687,83.96865,83.96865,0.00048,0.0
0.688,83.96865,83.96865,-0.00048,0.0
0.689,83.96865,83.96865,0.00095,0.0
0.69,83.96865,83.96865,0.0,0.0
0.691,83.96865,83.96865,-0.00048,0.0
0.692,83.96865,83.96865,0.0,0.0
0.693,83.96865,83.96865,0.00048,0.0
0.694,83.96865,83.96865,-0.00048,0.0
0.695,83.96865,83.96865,0.0,0.0
0.696,83.96865,83.96865,-0.00048,0.0
0.697,83.96865,83.96865,0.00095,0.0
0.698,83.96865,83.96865,-0.00095,0.0
0.699,83.96865,83.96865,0.00048,0.0
0.7,83.96865,83.96865,0.00048,0.0
0.701,83.96865,83.96865,-0.00048,0.0
0.702,83.96865,83.96865,-0.00048,0.0
0.703,83.96865,83.96865,0.0,0.0
0.704,83.96865,83.96865,0.00048,0.0
0.705,83.96865,83.96865,0.00048,0.0
0.706,83.96865,83.96865,0.0,0.0
0.707,83.96865,83.96865,-0.00095,0.0
0.708,83.96865,83.96865,0.00048,0.0
0.709,83.96865,83.96865,0.0,0.0
0.71,83.96865,83.96865,0.00048,0.0
0.711,83.96865,83.96865,-0.00048,0.0
0.712,83.96865,83.96865,0.0,0.0
0.713,83.96865,83.96865,-0.00048,0.0
0.714,83.96865,83.96865,0.00095,0.0
0.715,83.96865,83.96865,-0.00048,0.0
0.716,83.96865,83.96865,0.0,0.0
0.717,83.96865,83.96865,0.0,0.0
0.718,83.96865,83.96865,0.00048,0.0
0.719,83.96865,83.96865,0.0,0.0
0.72,83.96865,83.96865,-0.00048,0.0
0.721,83.96865,83.96865,0.0,0.0
0.722,83.96865,83.96865,0.0,0.0
0.723,83.96865,83.96865,0.0,0.0
0.724,83.96865,83.96865,-0.00048,0.0
0.725,83.96865,83.96865,0.0,0.0
0.726,83.96865,83.96865,0.00048,0.0
0.727,83.96865,83.96865,0.0,0.0
0.728,83.96865,83.96865,-0.00048,0.0
0.729,83.96865,83.96865,0.00048,0.0
0.73,83.96865,83.96865,-0.00048,0.0
0.731,83.96865,83.96865,0.0,0.0
0.732,83.96865,83.96865,0.0,0.0
0.733,83.96865,83.96865,0.0,0.0
0.734,83.96865,83.96865,0.00048,0.0
0.735,83.96865,83.96865,0.0,0.0
0.736,83.96865,83.96865,0.0,0.0
0.737,83.96865,83.96865,-0.00048,0.0
0.738,83.96865,83.96865,0.00048,0.0
0.739,83.96865,83.96865,0.0,0.0
0.74,83.96865,83.96865,0.0,0.0
0.741,83.96865,83.96865,0.0,0.0
0.742,83.96865,83.96865,0.0,0.0
0.743,83.96865,83.96865,0.0,0.0
0.744,83.96865,83.96865,0.00048,0.0
0.745,83.96865,83.96865,-0.00048,0.0
0.746,83.96865,83.96865,0.00048,0.0
0.747,83.96865,83.96865,-0.00048,0.0
0.748,83.96865,83.96865,0.00048,0.0
0.749,83.96865,83.96865,-0.00048,0.0
0.75,83.96865,83.96865,0.0,0.0
0.751,83.96865,83.96865,0.0,0.0
0.752,83.96865,83.96865,0.00095,0.0
0.753,83.96865,83.96865,-0.00048,0.0
0.754,83.96865,83.96865,-0.00048,0.0
0.755,83.96865,83.96865,0.00095,0.0
0.756,83.96865,83.96865,-0.00143,0.0
0.757,83.96865,83.96865,0.00095,0.0
0.758,83.96865,83.96865,-0.00048,0.0
0.759,83.96865,83.96865,-0.00048,0.0
0.76,83.96865,83.96865,0.0,0.0
0.761,83.96865,83.96865,0.00048,0.0
0.762,83.96865,83.96865,-0.00048,0.0
0.763,83.96865,83.96865,0.00048,0.0
0.764,83.96865,83.96865,0.0,0.0
0.765,83.96865,83.96865,0.00095,0.0
0.766,83.96865,83.96865,-0.00095,0.0
0.767,83.96865,83.96865,0.0,0.0
0.768,83.96865,83.96865,0.0,0.0
0.769,83.96865,83.96865,0.00048,0.0
0.77,83.96865,83.96865,-0.00048,0.0
0.771,83.96865,83.96865,-0.00048,0.0
0.772,83.96865,83.96865,0.00095,0.0
0.773,83.96865,83.96865,-0.00048,0.0
0.774,83.96865,83.96865,0.0,0.0
0.775,83.96865,83.96865,0.00048,0.0
0.776,83.96865,83.96865,0.0,0.0
0.777,83.96865,83.96865,-0.00048,0.0
0.778,83.96865,83.96865,0.00048,0.0
0.779,83.96865,83.96865,0.00048,0.0
0.78,83.96865,83.96865,-0.00048,0.0
0.781,83.96865,83.96865,0.0,0.0
0.782,83.96865,83.96865,-0.00048,0.0
0.783,83.96865,83.96865,0.0,0.0
0.784,83.96865,83.96865,0.00048,0.0
0.785,83.96865,83.96865,0.0,0.0
0.786,83.96865,83.96865,-0.00048,0.0
0.787,83.96865,83.96865,0.0,0.0
0.788,83.96865,83.96865,0.00048,0.0
0.789,83.96865,83.96865,-0.00048,0.0
0.79,83.96865,83.96865,0.00048,0.0
0.791,83.96865,83.96865,-0.00048,0.0
0.792,83.96865,83.96865,0.0,0.0
0.793,83.96865,83.96865,0.00095,0.0
0.794,83.96865,83.96865,-0.00048,0.0
0.795,83.96865,83.96865,-0.00048,0.0
0.796,83.96865,83.96865,0.0,0.0
0.797,83.96865,83.96865,0.0,0.0
0.798,83.96865,83.96865,0.0,0.0
0.799,83.96865,83.96865,0.00095,0.0
0.8,83.96865,83.96865,-0.00095,0.0
0.801,83.96865,83.96865,0.00048,0.0
0.802,83.96865,83.96865,-0.00048,0.0
0.803,83.96865,83.96865,0.00048,0.0
0.804,83.96865,83.96865,0.0,0.0
0.805,83.96865,83.96865,-0.00048,0.0
0.806,83.96865,83.96865,0.00048,0.0
0.807,83.96865,83.96865,0.0,0.0
0.808,83.96865,83.96865,0.0,0.0
0.809,83.96865,83.96865,0.0,0.0
0.81,83.96865,83.96865,0.00048,0.0
0.811,83.96865,83.96865,0.0,0.0
0.812,83.96865,83.96865,0.0,0.0
0.813,83.96865,83.96865,-0.00095,0.0
0.814,83.96865,83.96865,0.0,0.0
0.815,83.96865,83.96865,0.0,0.0
0.816,83.96865,83.96865,0.00048,0.0
0.817,83.96865,83.96865,0.00048,0.0
0.818,83.96865,83.96865,-0.00095,0.0
0.819,83.96865,83.96865,0.00048,0.0
0.82,83.96865,83.96865,0.00095,0.0
0.821,83.96865,83.96865,-0.00143,0.0
0.822,83.96865,83.96865,0.0,0.0
0.823,83.96865,83.96865,0.00095,0.0
0.824,83.96865,83.96865,-0.00095,0.0
0.825,83.96865,83.96865,0.00048,0.0
0.826,83.96865,83.96865,0.0,0.0
0.827,83.96865,83.96865,0.0,0.0
0.828,83.96865,83.96865,0.0,0.0
0.829,83.96865,83.96865,-0.00048,0.0
0.83,83.96865,83.96865,0.00048,0.0
0.831,83.96865,83.96865,-0.00095,0.0
0.832,83.96865,83.96865,0.00143,0.0
0.833,83.96865,83.96865,0.0,0.0
0.834,83.96865,83.96865,-0.00095,0.0
0.835,83.96865,83.96865,0.00048,0.0
0.836,83.96865,83.96865,0.0,0.0
0.837,83.96865,83.96865,0.00048,0.0
0.838,83.96865,83.96865,-0.00048,0.0
0.839,83.96865,83.96865,0.0,0.0
0.84,83.96865,83.96865,0.00048,0.0
0.841,83.96865,83.96865,-0.00048,0.0
0.842,83.96865,83.96865,-0.00048,0.0
0.843,83.96865,83.96865,0.0,0.0
0.844,83.96865,83.96865,0.0,0.0
0.845,83.96865,83.96865,0.0,0.0
0.846,83.96865,83.96865,0.00048,0.0
0.847,83.96865,83.96865,0.00048,0.0
0.848,83.96865,83.96865,0.0,0.0
0.849,83.96865,83.96865,-0.00048,0.0
0.85,83.96865,83.96865,0.0,0.0
0.851,83.96865,83.96865,0.0,0.0
0.852,83.96865,83.96865,0.00048,0.0
0.853,83.96865,83.96865,-0.00048,0.0
0.854,83.96865,83.96865,0.0,0.0
0.855,83.96865,83.96865,0.0,0.0
0.856,83.96865,83.96865,0.0,0.0
0.857,83.96865,83.96865,0.00048,0.0
0.858,83.96865,83.96865,-0.00095,0.0
0.859,83.96865,83.96865,0.00048,0.0
0.86,83.96865,83.96865,-0.00048,0.0
0.861,83.96865,83.96865,0.00048,0.0
0.862,83.96865,83.96865,0.0,0.0
0.863,83.96865,83.96865,0.0,0.0
0.864,83.96865,83.96865,0.00048,0.0
0.865,83.96865,83.96865,-0.00048,0.0
0.866,83.96865,83.96865,0.0,0.0
0.867,83.96865,83.96865,0.00095,0.0
0.868,83.96865,83.96865,-0.00095,0.0
0.869,83.96865,83.96865,0.00048,0.0
0.87,83.96865,83.96865,0.00048,0.0
0.871,83.96865,83.96865,-0.00095,0.0
0.872,83.96865,83.96865,0.0,0.0
0.873,83.96865,83.96865,0.00048,0.0
0.874,83.96865,83.96865,-0.00048,0.0
0.875,83.96865,83.96865,0.00048,0.0
0.876,83.96865,83.96865,0.0,0.0
0.877,83.96865,83.96865,0.0,0.0
0.878,83.96865,83.96865,-0.00048,0.0
0.879,83.96865,83.96865,0.0,0.0
0.88,83.96865,83.96865,0.00048,0.0
0.881,83.96865,83.96865,-0.00048,0.0
0.882,83.96865,83.96865,-0.00048,0.0
0.883,83.96865,83.96865,0.0,0.0
0.884,83.96865,83.96865,0.00048,0.0
0.885,83.96865,83.96865,0.0,0.0
0.886,83.96865,83.96865,0.0,0.0
0.887,83.96865,83.96865,0.00048,0.0
0.888,83.96865,83.96865,-0.00048,0.0
0.889,83.96865,83.96865,0.0,0.0
0.89,83.96865,83.96865,0.0,0.0
0.891,83.96865,83.96865,0.00048,0.0
0.892,83.96865,83.96865,0.0,0.0
0.893,83.96865,83.96865,0.00048,0.0
0.894,83.96865,83.96865,-0.00048,0.0
0.895,83.96865,83.96865,0.0,0.0
0.896,83.96865,83.96865,-0.00048,0.0
0.897,83.96865,83.96865,0.00048,0.0
0.898,83.96865,83.96865,0.0,0.0
0.899,83.96865,83.96865,-0.00048,0.0
0.9,83.96865,83.96865,0.00048,0.0
0.901,83.96865,83.96865,0.00048,0.0
0.902,83.96865,83.96865,0.0,0.0
0.903,83.96865,83.96865,-0.00095,0.0
0.904,83.96865,83.96865,0.00095,0.0
0.905,83.96865,83.96865,-0.00095,0.0
0.906,83.96865,83.96865,0.00095,0.0
0.907,83.96865,83.96865,0.0,0.0
0.908,83.96865,83.96865,-0.00048,0.0
0.909,83.96865,83.96865,0.0,0.0
0.91,83.96865,83.96865,-0.00048,0.0
0.911,83.96865,83.96865,0.0,0.0
0.912,83.96865,83.96865,0.00048,0.0
0.913,83.96865,83.96865,0.00048,0.0
0.914,83.96865,83.96865,0.0,0.0
0.915,83.96865,83.96865,0.0,0.0
0.916,83.96865,83.96865,-0.00048,0.0
0.917,83.96865,83.96865,-0.00048,0.0
0.918,83.96865,83.96865,0.00048,0.0
0.919,83.96865,83.96865,0.0,0.0
0.92,83.96865,83.96865,0.0,0.0
0.921,83.96865,83.96865,0.0,0.0
0.922,83.96865,83.96865,-0.00048,0.0
0.923,83.96865,83.96865,0.0,0.0
0.924,83.96865,83.96865,0.00048,0.0
0.925,83.96865,83.96865,0.00048,0.0
0.926,83.96865,83.96865,-0.00048,0.0
0.927,83.96865,83.96865,-0.00048,0.0
0.928,83.96865,83.96865,0.00048,0.0
0.929,83.96865,83.96865,0.0,0.0
0.93,83.96865,83.96865,0.00048,0.0
0.931,83.96865,83.96865,-0.00048,0.0
0.932,83.96865,83.96865,0.0,0.0
0.933,83.96865,83.96865,0.00048,0.0
0.934,83.96865,83.96865,-0.00048,0.0
0.935,83.96865,83.96865,0.00095,0.0
0.936,83.96865,83.96865,-0.00095,0.0
0.937,83.96865,83.96865,-0.00048,0.0
0.938,83.96865,83.96865,0.00048,0.0
0.939,83.96865,83.96865,0.0,0.0
0.94,83.96865,83.96865,-0.00048,0.0
0.941,83.96865,83.96865,0.00048,0.0
0.942,83.96865,83.96865,0.0,0.0
0.943,83.96865,83.96865,-0.00048,0.0
0.944,83.96865,83.96865,0.00095,0.0
0.945,83.96865,83.96865,-0.00048,0.0
0.946,83.96865,83.96865,0.0,0.0
0.947,83.96865,83.96865,0.0,0.0
0.948,83.96865,83.96865,0.00048,0.0
0.949,83.96865,83.96865,-0.00095,0.0
0.95,83.96865,83.96865,0.00048,0.0
0.951,83.96865,83.96865,0.00048,0.0
0.952,83.96865,83.96865,-0.00095,0.0
0.953,83.96865,83.96865,0.00048,0.0
0.954,83.96865,83.96865,0.0,0.0
0.955,83.96865,83.96865,0.0,0.0
0.956,83.96865,83.96865,0.0,0.0
0.957,83.96865,83.96865,0.0,0.0
0.958,83.96865,83.96865,0.0,0.0
0.959,83.96865,83.96865,0.00048,0.0
0.96,83.96865,83.96865,-0.00048,0.0
0.961,83.96865,83.96865,-0.00048,0.0
0.962,83.96865,83.96865,0.00048,0.0
0.963,83.96865,83.96865,0.00048,0.0
0.964,83.96865,83.96865,-0.00095,0.0
0.965,83.96865,83.96865,0.00095,0.0
0.966,83.96865,83.96865,-0.00095,0.0
0.967,83.96865,83.96865,0.00048,0.0
0.968,83.96865,83.96865,0.0,0.0
0.969,83.96865,83.96865,-0.00048,0.0
0.97,83.96865,83.96865,0.0,0.0
0.971,83.96865,83.96865,0.0,0.0
0.972,83.96865,83.96865,0.0,0.0
0.973,83.96865,83.96865,0.00095,0.0
0.974,83.96865,83.96865,-0.00095,0.0
0.975,83.96865,83.96865,0.0,0.0
0.976,83.96865,83.96865,0.00095,0.0
0.977,83.96865,83.96865,-0.00048,0.0
0.978,83.96865,83.96865,0.0,0.0
0.979,83.96865,83.96865,0.0,0.0
0.98,83.96865,83.96865,0.00048,0.0
0.981,83.96865,83.96865,-0.00048,0.0
0.982,83.96865,83.96865,0.0,0.0
0.983,83.96865,83.96865,-0.00048,0.0
0.984,83.96865,83.96865,0.00048,0.0
0.985,83.96865,83.96865,0.0,0.0
0.986,83.96865,83.96865,0.00048,0.0
0.987,83.96865,83.96865,-0.00095,0.0
0.988,83.96865,83.96865,0.00048,0.0
0.989,83.96865,83.96865,-0.00048,0.0
0.99,83.96865,83.96865,0.0,0.0
0.991,83.96865,83.96865,0.0,0.0
0.992,83.96865,83.96865,0.0,0.0
0.993,83.96865,83.96865,0.0,0.0
0.994,83.96865,83.96865,0.00048,0.0
0.995,83.96865,83.96865,-0.00048,0.0
0.996,83.96865,83.96865,0.00095,0.0
0.997,83.96865,83.96865,-0.00048,0.0
0.998,83.96865,83.96865,0.00048,0.0
0.999,83.96865,83.96865,0.0,0.0
1.0,83.96865,83.96865,0.0,0.0
1.001,83.96865,83.96865,-0.00048,0.0
1.002,83.96865,83.96865,0.0,0.0
1.003,83.96865,83.96865,0.00048,0.0
1.004,83.96865,83.96865,-0.00095,0.0
1.005,83.96865,83.96865,0.00095,0.0
1.006,83.96865,83.96865,0.0,0.0
1.007,83.96865,83.96865,-0.00048,0.0
1.008,83.96865,83.96865,0.00048,0.0
1.009,83.96865,83.96865,-0.00048,0.0
1.01,83.96865,83.96865,0.0,0.0
1.011,83.96865,83.96865,0.0,0.0
1.012,83.96865,83.96865,0.0,0.0
1.013,83.96865,83.96865,0.00048,0.0
1.014,83.96865,83.96865,-0.00048,0.0
1.015,83.96865,83.96865,0.00048,0.0
1.016,83.96865,83.96865,-0.00048,0.0
1.017,83.96865,83.96865,0.0,0.0
1.018,83.96865,83.96865,0.0,0.0
1.019,83.96865,83.96865,0.0,0.0
1.02,83.96865,83.96865,0.0,0.0
1.021,83.96865,83.96865,0.00048,0.0
1.022,83.96865,83.96865,-0.00048,0.0
1.023,83.96865,83.96865,0.00048,0.0
1.024,83.96865,83.96865,-0.00048,0.0
1.025,83.96865,83.96865,0.00048,0.0
1.026,83.96865,83.96865,-0.00048,0.0
1.027,83.96865,83.96865,-0.00048,0.0
1.028,83.96865,83.96865,0.00048,0.0
1.029,83.96865,83.96865,0.0,0.0
1.03,83.96865,83.96865,0.00048,0.0
1.031,83.96865,83.96865,-0.00048,0.0
1.032,83.96865,83.96865,0.00048,0.0
1.033,83.96865,83.96865,-0.00048,0.0
1.034,83.96865,83.96865,0.00048,0.0
1.035,83.96865,83.96865,0.0,0.0
1.036,83.96865,83.96865,0.0,0.0
1.037,83.96865,83.96865,0.00048,0.0
1.038,83.96865,83.96865,-0.00095,0.0
1.039,83.96865,83.96865,0.00048,0.0
1.04,83.96865,83.96865,0.0,0.0
1.041,83.96865,83.96865,0.0,0.0
1.042,83.96865,83.96865,-0.00048,0.0
1.043,83.96865,83.96865,0.00048,0.0
1.044,83.96865,83.96865,-0.00048,0.0
1.045,83.96865,83.96865,0.00048,0.0
1.046,83.96865,83.96865,0.0,0.0
1.047,83.96865,83.96865,0.00048,0.0
1.048,83.96865,83.96865,-0.00048,0.0
1.049,83.96865,83.96865,0.0,0.0
1.05,83.96865,83.96865,0.00048,0.0
1.051,83.96865,83.96865,0.0,0.0
1.052,83.96865,83.96865,-0.00048,0.0
1.053,83.96865,83.96865,0.00048,0.0
1.054,83.96865,83.96865,-0.00048,0.0
1.055,83.96865,83.96865,0.0,0.0
1.056,83.96865,83.96865,0.00048,0.0
1.057,83.96865,83.96865,-0.00048,0.0
1.058,83.96865,83.96865,0.0,0.0
1.059,83.96865,83.96865,0.0,0.0
1.06,83.96865,83.96865,-0.00048,0.0
1.061,83.96865,83.96865,0.00048,0.0
1.062,83.96865,83.96865,0.0,0.0
1.063,83.96865,83.96865,0.0,0.0
1.064,83.96865,83.96865,0.0,0.0
1.065,83.96865,83.96865,0.0,0.0
1.066,83.96865,83.96865,0.0,0.0
1.067,83.96865,83.96865,0.0,0.0
1.068,83.96865,83.96865,0.00048,0.0
1.069,83.96865,83.96865,-0.00095,0.0
1.07,83.96865,83.96865,0.0,0.0
1.071,83.96865,83.96865,0.00095,0.0
1.072,83.96865,83.96865,-0.00048,0.0
1.073,83.96865,83.96865,0.0,0.0
1.074,83.96865,83.96865,0.0,0.0
1.075,83.96865,83.96865,-0.00048,0.0
1.076,83.96865,83.96865,0.00095,0.0
1.077,83.96865,83.96865,-0.00048,0.0
1.078,83.96865,83.96865,0.0,0.0
1.079,83.96865,83.96865,0.00048,0.0
1.08,83.96865,83.96865,-0.00048,0.0
1.081,83.96865,83.96865,0.0,0.0
1.082,83.96865,83.96865,0.00095,0.0
1.083,83.96865,83.96865,-0.00048,0.0
1.084,83.96865,83.96865,-0.00048,0.0
1.085,83.96865,83.96865,0.00048,0.0
1.086,83.96865,83.96865,-0.00095,0.0
1.087,83.96865,83.96865,0.0,0.0
1.088,83.96865,83.96865,0.00048,0.0
1.089,83.96865,83.96865,0.0,0.0
1.09,83.96865,83.96865,0.0,0.0
1.091,83.96865,83.96865,0.00048,0.0
1.092,83.96865,83.96865,0.0,0.0
1.093,83.96865,83.96865,0.0,0.0
1.094,83.96865,83.96865,0.0,0.0
1.095,83.96865,83.96865,0.0,0.0
1.096,83.96865,83.96865,-0.00048,0.0
1.097,83.96865,83.96865,0.00048,0.0
1.098,83.96865,83.96865,-0.00095,0.0
1.099,83.96865,83.96865,0.00048,0.0
1.1,83.96865,83.96865,-0.00048,0.0
1.101,83.96865,83.96865,0.00048,0.0
1.102,83.96865,83.96865,0.0,0.0
1.103,83.96865,83.96865,-0.00048,0.0
1.104,83.96865,83.96865,0.0,0.0
1.105,83.96865,83.96865,0.00048,0.0
1.106,83.96865,83.96865,0.0,0.0
1.107,83.96865,83.96865,0.0,0.0
1.108,83.96865,83.96865,0.0,0.0
1.109,83.96865,83.96865,0.0,0.0
1.11,83.96865,83.96865,0.00048,0.0
1.111,83.96865,83.96865,0.0,0.0
1.112,83.96865,83.96865,-0.00095,0.0
1.113,83.96865,83.96865,0.00048,0.0
1.114,83.96865,83.96865,0.00048,0.0
1.115,83.96865,83.96865,0.0,0.0
1.116,83.96865,83.96865,0.0,0.0
1.117,83.96865,83.96865,0.0,0.0
1.118,83.96865,83.96865,-0.00048,0.0
1.119,83.96865,83.96865,0.0,0.0
1.12,83.96865,83.96865,0.00048,0.0
1.121,83.96865,83.96865,-0.00095,0.0
1.122,83.96865,83.96865,0.00095,0.0
1.123,83.96865,83.96865,-0.00048,0.0
1.124,83.96865,83.96865,0.00048,0.0
1.125,83.96865,83.96865,-0.00048,0.0
1.126,83.96865,83.96865,0.0,0.0
1.127,83.96865,83.96865,0.00048,0.0
1.128,83.96865,83.96865,0.0,0.0
1.129,83.96865,83.96865,0.0,0.0
1.13,83.96865,83.96865,-0.00095,0.0
1.131,83.96865,83.96865,0.00095,0.0
1.132,83.96865,83.96865,-0.00048,0.0
1.133,83.96865,83.96865,0.0,0.0
1.134,83.96865,83.96865,0.0,0.0
1.135,83.96865,83.96865,0.00048,0.0
1.136,83.96865,83.96865,-0.00048,0.0
1.137,83.96865,83.96865,0.00095,0.0
1.138,83.96865,83.96865,-0.00095,0.0
1.139,83.96865,83.96865,-0.00048,0.0
1.14,83.96865,83.96865,0.00048,0.0
1.141,83.96865,83.96865,0.0,0.0
1.142,83.96865,83.96865,0.0,0.0
1.143,83.96865,83.96865,0.0,0.0
1.144,83.96865,83.96865,0.00048,0.0
1.145,83.96865,83.96865,-0.00048,0.0
1.146,83.96865,83.96865,0.0,0.0
1.147,83.96865,83.96865,0.00048,0.0
1.148,83.96865,83.96865,-0.00048,0.0
1.149,83.96865,83.96865,0.00048,0.0
1.15,83.96865,83.96865,-0.00095,0.0
1.151,83.96865,83.96865,0.00048,0.0
1.152,83.96865,83.96865,0.0,0.0
1.153,83.96865,83.96865,0.0,0.0
1.154,83.96865,83.96865,0.0,0.0
1.155,83.96865,83.96865,-0.00048,0.0
1.156,83.96865,83.96865,0.00048,0.0
1.157,83.96865,83.96865,0.00048,0.0
1.158,83.96865,83.96865,0.0,0.0
1.159,83.96865,83.96865,-0.00048,0.0
1.16,83.96865,83.96865,0.00048,0.0
1.161,83.96865,83.96865,0.0,0.0
1.162,83.96865,83.96865,0.0,0.0
1.163,83.96865,83.96865,0.0,0.0
1.164,83.96865,83.96865,0.0,0.0
1.165,83.96865,83.96865,0.0,0.0
1.166,83.96865,83.96865,0.00048,0.0
1.167,83.96865,83.96865,-0.00048,0.0
1.168,83.96865,83.96865,0.0,0.0
1.169,83.96865,83.96865,0.0,0.0
1.17,83.96865,83.96865,0.0,0.0
1.171,83.96865,83.96865,0.0,0.0
1.172,83.96865,83.96865,0.0,0.0
1.173,83.96865,83.96865,-0.00048,0.0
1.174,83.96865,83.96865,0.00048,0.0
1.175,83.96865,83.96865,0.0,0.0
1.176,83.96865,83.96865,0.0,0.0
1.177,83.96865,83.96865,0.00048,0.0
1.178,83.96865,83.96865,-0.00048,0.0
1.179,83.96865,83.96865,0.0,0.0
1.18,83.96865,83.96865,0.0,0.0
1.181,83.96865,83.96865,0.0,0.0
1.182,83.96865,83.96865,-0.00048,0.0
1.183,83.96865,83.96865,0.0,0.0
1.184,83.96865,83.96865,0.00048,0.0
1.185,83.96865,83.96865,-0.00048,0.0
1.186,83.96865,83.96865,0.00095,0.0
1.187,83.96865,83.96865,-0.00048,0.0
1.188,83.96865,83.96865,-0.00048,0.0
1.189,83.96865,83.96865,0.00048,0.0
1.19,83.96865,83.96865,0.00048,0.0
1.191,83.96865,83.96865,0.0,0.0
1.192,83.96865,83.96865,0.0,0.0
1.193,83.96865,83.96865,-0.00048,0.0
1.194,83.96865,83.96865,0.0,0.0
1.195,83.96865,83.96865,0.00048,0.0
1.196,83.96865,83.96865,0.0,0.0
1.197,83.96865,83.96865,-0.00048,0.0
1.198,83.96865,83.96865,0.0,0.0
1.199,83.96865,83.96865,0.0,0.0
1.2,83.96865,83.96865,-0.00048,0.0
1.201,83.96865,83.96865,0.00095,0.0
1.202,83.96865,83.96865,-0.00048,0.0
1.203,83.96865,83.96865,0.0,0.0
1.204,83.96865,83.96865,0.0,0.0
1.205,83.96865,83.96865,0.0,0.0
1.206,83.96865,83.96865,0.00048,0.0
1.207,83.96865,83.96865,-0.00048,0.0
1.208,83.96865,83.96865,0.00048,0.0
1.209,83.96865,83.96865,-0.00048,0.0
1.21,83.96865,83.96865,-0.00048,0.0
