Time,MPOS(0),DPOS(0),DRIVE_FE(0),MSPEEDF(0)
0.035,222.6283,222.62829,-8.10623e-06,-0.00477
0.036,222.6283,222.62829,-9.05991e-06,0.00429
0.037,222.6283,222.62829,-3.8147e-06,-0.00668
0.038,222.62829,222.62829,4.76837e-07,-0.00238
0.039,222.6283,222.62829,-1.14441e-05,0.01001
0.04,222.62831,222.62829,-2.00272e-05,0.01001
0.041,222.6283,222.62829,-3.8147e-06,-0.01669
0.042,222.6283,222.62829,-1.09673e-05,0.00525
0.043,222.62829,222.62829,-2.86102e-06,-0.00906
0.044,222.62829,222.62829,-1.43051e-06,-0.00048
0.045,222.62829,222.62829,4.29153e-06,-0.00191
0.046,222.6283,222.62829,-3.33786e-06,0.00429
0.047,222.6283,222.62829,4.76837e-07,0.00048
0.048,222.6283,222.62829,-4.29153e-06,0.0
0.049,222.62831,222.62829,-9.53674e-06,0.00954
0.05,222.62831,222.62829,-1.09673e-05,-0.00095
0.051,222.62829,222.62829,-4.76837e-07,-0.01287
0.052,222.6283,222.62829,-9.05991e-06,0.00954
0.053,222.6283,222.62829,-1.23978e-05,0.00286
0.054,222.6283,222.62829,-9.05991e-06,-0.00048
0.055,222.62831,222.62829,-1.7643e-05,0.00381
0.056,222.62829,222.62829,-1.43051e-06,-0.01574
0.057,222.62828,222.62829,1.66893e-05,-0.01717
0.058,222.6283,222.62829,-5.24521e-06,0.02956
0.059,222.62829,222.62829,-2.38419e-06,-0.01335
0.06,222.62829,222.62829,9.53674e-07,0.00334
0.061,222.6283,222.62829,-6.67572e-06,0.00906
0.062,222.6283,222.62829,-4.29153e-06,-0.00572
0.063,222.6283,222.62829,-5.72205e-06,0.00095
0.064,222.6283,222.62829,-5.24521e-06,0.00048
0.065,222.62829,222.62829,-4.76837e-07,-0.00525
0.066,222.6283,222.62829,-6.19888e-06,0.00334
0.067,222.6283,222.62829,-2.38419e-06,0.00286
0.068,222.62831,222.62829,-1.33514e-05,0.00668
0.069,222.62829,222.62829,3.8147e-06,-0.02003
0.07,222.6283,222.62829,-7.62939e-06,0.01574
0.071,222.62829,222.62829,8.58307e-06,-0.01717
0.072,222.6283,222.62829,-5.24521e-06,0.01144
0.073,222.62829,222.62829,9.05991e-06,-0.01001
0.074,222.6283,222.62829,-5.24521e-06,0.0124
0.075,222.6283,222.62829,-8.10623e-06,0.00191
0.076,222.62829,222.62829,1.43051e-06,-0.01144
0.077,222.62829,222.62829,7.15256e-06,-0.00048
0.078,222.62829,222.62829,1.90735e-06,0.00095
0.079,222.6283,222.62829,-7.62939e-06,0.01192
0.08,222.62829,222.62829,2.38419e-06,-0.01335
0.081,222.62831,222.62829,-1.28746e-05,0.01955
0.082,222.62831,222.62829,-1.71661e-05,0.00525
0.083,222.62829,222.62829,-5.72205e-06,-0.01907
0.084,222.62828,222.62829,1.00136e-05,-0.01192
0.085,222.6283,222.62829,-5.72205e-06,0.01907
0.086,222.62828,222.62829,8.58307e-06,-0.01907
0.087,222.62831,222.62829,-1.4782e-05,0.02575
0.088,222.6283,222.62829,-5.72205e-06,-0.00763
0.089,222.62831,222.62829,-1.62125e-05,0.00715
0.09,222.62828,222.62829,1.43051e-05,-0.02909
0.091,222.62829,222.62829,2.38419e-06,0.01192
0.092,222.62829,222.62829,-1.43051e-06,0.00334
0.093,222.62829,222.62829,9.53674e-07,-0.00095
0.094,222.6283,222.62829,-7.62939e-06,0.00858
0.095,222.6283,222.62829,-6.67572e-06,-0.00334
0.096,222.6283,222.62829,-8.58307e-06,0.00334
0.097,222.6283,222.62829,-6.19888e-06,-0.00238
0.098,222.6283,222.62829,-1.04904e-05,0.00477
0.099,222.6283,222.62829,-2.38419e-06,-0.0062
0.1,222.62831,222.62829,-1.14441e-05,0.00715
0.101,222.62831,222.62829,-1.52588e-05,0.00048
0.102,222.62829,222.62829,3.33786e-06,-0.01526
0.103,222.62829,222.62829,-9.53674e-07,0.00238
0.104,222.62828,222.62829,7.15256e-06,-0.00811
0.105,222.62829,222.62829,3.8147e-06,0.00811
0.106,222.62829,222.62829,4.76837e-06,-0.00572
0.107,222.62829,222.62829,-9.53674e-07,0.00763
0.108,222.6283,222.62829,-3.33786e-06,0.00334
0.109,222.62829,222.62829,4.29153e-06,-0.00715
0.11,222.6283,222.62829,-5.24521e-06,0.00572
0.111,222.62828,222.62829,1.4782e-05,-0.01574
0.112,222.62829,222.62829,5.24521e-06,0.00858
0.113,222.62829,222.62829,9.53674e-07,0.00191
0.114,222.62829,222.62829,-4.76837e-07,0.00191
0.115,222.6283,222.62829,1.43051e-06,0.00286
0.116,222.6283,222.62829,-8.58307e-06,0.00381
0.117,222.62828,222.62829,9.53674e-06,-0.01764
0.118,222.6283,222.62829,1.90735e-06,0.01287
0.119,222.6283,222.62829,-6.67572e-06,0.00286
0.12,222.62829,222.62829,6.19888e-06,-0.01097
0.121,222.6283,222.62829,-5.72205e-06,0.01383
0.122,222.62829,222.62829,-2.86102e-06,-0.00715
0.123,222.6283,222.62829,-6.19888e-06,0.00715
0.124,222.62829,222.62829,4.76837e-06,-0.00858
0.125,222.6283,222.62829,-1.04904e-05,0.00858
0.126,222.62831,222.62829,-1.62125e-05,0.01097
0.127,222.6283,222.62829,-1.00136e-05,-0.00763
0.128,222.62831,222.62829,-1.43051e-05,0.00191
0.129,222.62831,222.62829,-1.62125e-05,0.00334
0.13,222.62829,222.62829,-3.33786e-06,-0.01478
0.131,222.6283,222.62829,-6.19888e-06,0.00858
0.132,222.62829,222.62829,0.0,-0.01144
0.133,222.6283,222.62829,-3.33786e-06,0.00668
0.134,222.62831,222.62829,-1.38283e-05,0.00715
0.135,222.6283,222.62829,-9.53674e-06,-0.00286
0.136,222.6283,222.62829,-7.62939e-06,0.0
0.137,222.6283,222.62829,-5.24521e-06,-0.00525
0.138,222.62829,222.62829,2.86102e-06,-0.0062
0.139,222.6283,222.62829,-8.58307e-06,0.0124
0.14,222.62829,222.62829,5.72205e-06,-0.01574
0.141,222.6283,222.62829,-5.24521e-06,0.01097
0.142,222.62829,222.62829,2.86102e-06,-0.00668
0.143,222.62829,222.62829,4.29153e-06,-0.00286
0.144,222.62828,222.62829,1.09673e-05,-0.00858
0.145,222.62829,222.62829,1.04904e-05,0.00477
0.146,222.62829,222.62829,5.24521e-06,0.00286
0.147,222.6283,222.62829,-8.10623e-06,0.0124
0.148,222.62829,222.62829,5.24521e-06,-0.01335
0.149,222.6283,222.62829,-3.8147e-06,0.01287
0.15,222.62829,222.62829,0.0,-0.00906
0.151,222.62828,222.62829,8.10623e-06,-0.00763
0.152,222.62831,222.62829,-9.53674e-06,0.02289
0.153,222.6283,222.62829,-3.8147e-06,-0.00906
0.154,222.6283,222.62829,-1.90735e-06,0.00191
0.155,222.62831,222.62829,-1.38283e-05,0.00715
0.156,222.6283,222.62829,-5.72205e-06,-0.00763
0.157,222.62829,222.62829,-4.76837e-06,-0.00477
0.158,222.62829,222.62829,2.86102e-06,-0.00095
0.159,222.6283,222.62829,-1.04904e-05,0.00906
0.16,222.62831,222.62829,-1.81198e-05,0.00858
0.161,222.62829,222.62829,2.38419e-06,-0.02098
0.162,222.6283,222.62829,-1.00136e-05,0.01478
0.163,222.6283,222.62829,-7.62939e-06,-0.00429
0.164,222.62829,222.62829,-4.76837e-07,-0.00811
0.165,222.6283,222.62829,-5.24521e-06,0.00858
0.166,222.6283,222.62829,-9.05991e-06,0.00143
0.167,222.62829,222.62829,2.86102e-06,-0.01287
0.168,222.62831,222.62829,-1.57356e-05,0.02003
0.169,222.6283,222.62829,-9.05991e-06,-0.00858
0.17,222.6283,222.62829,9.53674e-07,-0.00286
0.171,222.62831,222.62829,-1.33514e-05,0.00763
0.172,222.6283,222.62829,-3.33786e-06,-0.00954
0.173,222.62831,222.62829,-1.4782e-05,0.01335
0.174,222.6283,222.62829,0.0,-0.01431
0.175,222.62829,222.62829,-9.53674e-07,-0.00238
0.176,222.6283,222.62829,-6.67572e-06,0.0062
0.177,222.62829,222.62829,4.76837e-07,-0.00715
0.178,222.62829,222.62829,3.8147e-06,-0.00238
0.179,222.6283,222.62829,-5.24521e-06,0.01001
0.18,222.62829,222.62829,3.8147e-06,-0.00763
0.181,222.62828,222.62829,1.04904e-05,-0.01144
0.182,222.6283,222.62829,-1.90735e-06,0.01621
0.183,222.62829,222.62829,-4.76837e-07,-0.00334
0.184,222.62828,222.62829,1.09673e-05,-0.00954
0.185,222.62828,222.62829,8.58307e-06,-0.00095
0.186,222.62829,222.62829,7.62939e-06,0.00525
0.187,222.62829,222.62829,-9.53674e-07,0.0062
0.188,222.6283,222.62829,-6.67572e-06,0.01001
0.189,222.62829,222.62829,0.0,-0.0124
0.19,222.62828,222.62829,1.04904e-05,-0.00811
0.191,222.62829,222.62829,6.19888e-06,0.00477
0.192,222.62829,222.62829,-4.76837e-07,0.00429
0.193,222.62829,222.62829,-4.76837e-07,0.00191
0.194,222.6283,222.62829,-4.76837e-06,0.00429
0.195,222.62829,222.62829,1.43051e-06,-0.0062
0.196,222.6283,222.62829,-2.38419e-06,0.00429
0.197,222.6283,222.62829,-5.24521e-06,0.00429
0.198,222.62828,222.62829,9.53674e-06,-0.01764
0.199,222.62831,222.62829,-1.81198e-05,0.02861
0.2,222.6283,222.62829,-6.67572e-06,-0.0124
0.201,222.62828,222.62829,1.19209e-05,-0.01764
0.202,222.6283,222.62829,-7.62939e-06,0.01669
0.203,222.62829,222.62829,4.76837e-07,-0.00763
0.204,222.62828,222.62829,9.53674e-06,-0.00715
0.205,222.62828,222.62829,1.19209e-05,-0.00191
0.206,222.6283,222.62829,-9.05991e-06,0.01907
0.207,222.62829,222.62829,-1.90735e-06,-0.00715
0.208,222.6283,222.62829,-5.24521e-06,0.00811
0.209,222.62829,222.62829,2.38419e-06,-0.01717
0.21,222.62829,222.62829,9.53674e-07,0.00954
0.211,222.62829,222.62829,3.33786e-06,-0.00715
0.212,222.6283,222.62829,4.76837e-07,0.00763
0.213,222.6283,222.62829,-3.33786e-06,0.00477
0.214,222.62829,222.62829,2.86102e-06,-0.00858
0.215,222.6283,222.62829,-1.14441e-05,0.01144
0.216,222.6283,222.62829,-3.8147e-06,-0.00429
0.217,222.62829,222.62829,2.86102e-06,-0.0062
0.218,222.6283,222.62829,-7.15256e-06,0.00715
0.219,222.6283,222.62829,-7.15256e-06,0.00286
0.22,222.6283,222.62829,-8.10623e-06,-0.00191
0.221,222.62829,222.62829,3.8147e-06,-0.00811
0.222,222.62829,222.62829,2.38419e-06,-0.00286
0.223,222.62831,222.62829,-1.04904e-05,0.02098
0.224,222.62829,222.62829,-2.38419e-06,-0.01907
0.225,222.62829,222.62829,3.8147e-06,0.0
0.226,222.62829,222.62829,-2.38419e-06,0.00191
0.227,222.62829,222.62829,6.67572e-06,-0.00477
0.228,222.6283,222.62829,-4.76837e-07,0.00668
0.229,222.6283,222.62829,-1.90735e-06,0.00191
0.23,222.62829,222.62829,0.0,-0.00525
0.231,222.62831,222.62829,-1.57356e-05,0.01621
0.232,222.62829,222.62829,1.00136e-05,-0.02289
0.233,222.6283,222.62829,-1.00136e-05,0.01955
0.234,222.6283,222.62829,-6.67572e-06,-0.0062
0.235,222.62831,222.62829,-1.23978e-05,0.00954
0.236,222.6283,222.62829,-8.58307e-06,-0.00811
0.237,222.6283,222.62829,-8.10623e-06,0.00191
0.238,222.62832,222.62829,-2.28882e-05,0.01383
0.239,222.62829,222.62829,2.38419e-06,-0.02527
0.24,222.6283,222.62829,-3.33786e-06,0.00858
0.241,222.62829,222.62829,4.29153e-06,-0.01144
0.242,222.6283,222.62829,-7.15256e-06,0.01526
0.243,222.62831,222.62829,-1.57356e-05,0.00715
0.244,222.62829,222.62829,-4.76837e-07,-0.01907
0.245,222.62828,222.62829,1.00136e-05,-0.00763
0.246,222.6283,222.62829,-1.23978e-05,0.02146
0.247,222.6283,222.62829,-3.8147e-06,-0.00572
0.248,222.6283,222.62829,-8.58307e-06,0.00477
0.249,222.62829,222.62829,-4.76837e-07,-0.01001
0.25,222.62831,222.62829,-1.00136e-05,0.01383
0.251,222.6283,222.62829,-1.14441e-05,-0.00811
0.252,222.6283,222.62829,-9.53674e-07,-0.00286
0.253,222.62829,222.62829,4.76837e-06,-0.00858
0.254,222.62829,222.62829,1.90735e-06,0.00477
0.255,222.62829,222.62829,2.86102e-06,-0.00381
0.256,222.62829,222.62829,9.53674e-07,0.00572
0.257,222.62828,222.62829,1.09673e-05,-0.01192
0.258,222.62829,222.62829,1.43051e-06,0.00906
0.259,222.62829,222.62829,4.76837e-06,-0.00572
0.26,222.6283,222.62829,-2.86102e-06,0.0124
0.261,222.62827,222.62829,2.00272e-05,-0.02384
0.262,222.62829,222.62829,4.29153e-06,0.01812
0.263,222.62831,222.62829,-1.23978e-05,0.0124
0.264,222.62829,222.62829,4.76837e-06,-0.01812
0.265,222.62831,222.62829,-1.09673e-05,0.01955
0.266,222.62828,222.62829,9.53674e-06,-0.02337
0.267,222.6283,222.62829,-1.90735e-06,0.01335
0.268,222.62829,222.62829,8.58307e-06,-0.00858
0.269,222.62829,222.62829,2.86102e-06,0.00238
0.27,222.6283,222.62829,-4.76837e-06,0.00811
0.271,222.6283,222.62829,-1.43051e-06,-0.00238
0.272,222.62828,222.62829,6.19888e-06,-0.01192
0.273,222.6283,222.62829,-4.76837e-06,0.01478
0.274,222.62829,222.62829,-3.8147e-06,-0.00477
0.275,222.62829,222.62829,2.86102e-06,-0.00143
0.276,222.62829,222.62829,-1.43051e-06,0.00095
0.277,222.62829,222.62829,4.29153e-06,-0.00525
0.278,222.62829,222.62829,-1.90735e-06,0.0062
0.279,222.62829,222.62829,4.29153e-06,-0.00381
0.28,222.62829,222.62829,-1.43051e-06,0.00334
0.281,222.62829,222.62829,1.43051e-06,-0.00334
0.282,222.62831,222.62829,-1.38283e-05,0.01907
0.283,222.6283,222.62829,-7.62939e-06,-0.00763
0.284,222.6283,222.62829,-4.76837e-06,-0.00477
0.285,222.6283,222.62829,-1.43051e-06,-0.00238
0.286,222.6283,222.62829,-6.67572e-06,0.00572
0.287,222.6283,222.62829,-1.04904e-05,0.00238
0.288,222.6283,222.62829,-1.19209e-05,0.00095
0.289,222.6283,222.62829,0.0,-0.0062
0.29,222.62829,222.62829,2.86102e-06,-0.00811
0.291,222.62829,222.62829,3.33786e-06,-0.00095
0.292,222.62828,222.62829,7.62939e-06,-0.00477
0.293,222.62829,222.62829,1.00136e-05,0.00381
0.294,222.62829,222.62829,2.86102e-06,0.0
0.295,222.62829,222.62829,2.38419e-06,0.00191
0.296,222.6283,222.62829,-5.72205e-06,0.01287
0.297,222.6283,222.62829,-2.38419e-06,-0.0062
0.298,222.6283,222.62829,-1.43051e-06,-0.00095
0.299,222.6283,222.62829,-1.09673e-05,0.00811
0.3,222.62831,222.62829,-1.23978e-05,0.00286
0.301,222.62829,222.62829,4.76837e-06,-0.0186
0.302,222.6283,222.62829,-2.38419e-06,0.00811
0.303,222.62829,222.62829,-1.90735e-06,-0.00429
0.304,222.62829,222.62829,2.86102e-06,-0.00095
0.305,222.6283,222.62829,-3.33786e-06,0.01287
0.306,222.6283,222.62829,-9.05991e-06,-0.00238
0.307,222.62829,222.62829,2.86102e-06,-0.01287
0.308,222.62829,222.62829,2.86102e-06,0.00334
0.309,222.6283,222.62829,-8.58307e-06,0.00572
0.31,222.62829,222.62829,6.67572e-06,-0.00858
0.311,222.62829,222.62829,7.62939e-06,-0.00381
0.312,222.6283,222.62829,-2.38419e-06,0.01335
0.313,222.62829,222.62829,0.0,-0.00858
0.314,222.62829,222.62829,4.76837e-07,0.00381
0.315,222.6283,222.62829,-2.86102e-06,0.00191
0.316,222.6283,222.62829,2.38419e-06,0.0
0.317,222.62831,222.62829,-1.38283e-05,0.01192
0.318,222.62831,222.62829,-1.38283e-05,-0.00048
0.319,222.6283,222.62829,-9.53674e-06,-0.00572
0.32,222.62829,222.62829,-2.38419e-06,-0.00906
0.321,222.62829,222.62829,9.53674e-06,-0.0062
0.322,222.62829,222.62829,2.86102e-06,0.00525
0.323,222.62829,222.62829,7.62939e-06,-0.00572
0.324,222.6283,222.62829,-5.72205e-06,0.01144
0.325,222.62829,222.62829,6.67572e-06,-0.00906
0.326,222.62829,222.62829,9.05991e-06,-0.00191
0.327,222.62829,222.62829,4.76837e-07,0.00429
0.328,222.62829,222.62829,1.43051e-06,0.0
0.329,222.6283,222.62829,1.90735e-06,0.00572
0.33,222.62831,222.62829,-1.23978e-05,0.00906
0.331,222.62829,222.62829,7.15256e-06,-0.02003
0.332,222.62829,222.62829,4.76837e-07,0.0062
0.333,222.62828,222.62829,8.10623e-06,-0.00954
0.334,222.62828,222.62829,1.85966e-05,-0.00238
0.335,222.62829,222.62829,5.24521e-06,0.00763
0.336,222.62829,222.62829,8.58307e-06,-0.00048
0.337,222.62831,222.62829,-1.04904e-05,0.01955
0.338,222.62828,222.62829,1.28746e-05,-0.0267
0.339,222.6283,222.62829,-1.43051e-06,0.01764
0.34,222.62829,222.62829,-2.38419e-06,-0.00286
0.341,222.62829,222.62829,7.62939e-06,-0.00715
0.342,222.62831,222.62829,-1.14441e-05,0.01812
0.343,222.6283,222.62829,-3.8147e-06,-0.00477
0.344,222.6283,222.62829,-9.53674e-07,-0.00429
0.345,222.62831,222.62829,-2.0504e-05,0.01669
0.346,222.62829,222.62829,0.0,-0.02098
0.347,222.62829,222.62829,-1.90735e-06,0.00143
0.348,222.6283,222.62829,-5.24521e-06,0.0062
0.349,222.6283,222.62829,-9.53674e-07,-0.00334
0.35,222.62829,222.62829,-9.53674e-07,-0.00191
0.351,222.6283,222.62829,-6.19888e-06,0.00858
0.352,222.62829,222.62829,-3.8147e-06,-0.00811
0.353,222.62829,222.62829,3.33786e-06,0.0
0.354,222.62829,222.62829,7.62939e-06,-0.00954
0.355,222.6283,222.62829,4.76837e-07,0.01144
0.356,222.62829,222.62829,-3.33786e-06,-0.00286
0.357,222.62828,222.62829,1.33514e-05,-0.01097
0.358,222.62831,222.62829,-1.85966e-05,0.02718
0.359,222.62828,222.62829,1.23978e-05,-0.02766
0.36,222.6283,222.62829,-6.19888e-06,0.0186
0.361,222.62829,222.62829,1.43051e-06,-0.00954
0.362,222.62831,222.62829,-9.05991e-06,0.01621
0.363,222.6283,222.62829,-5.72205e-06,-0.01144
0.364,222.62829,222.62829,-9.53674e-07,-0.00286
0.365,222.6283,222.62829,-4.29153e-06,0.00477
0.366,222.6283,222.62829,-2.38419e-06,-0.00143
0.367,222.62828,222.62829,7.15256e-06,-0.01287
0.368,222.62828,222.62829,1.00136e-05,-0.00095
0.369,222.62829,222.62829,4.29153e-06,0.00668
0.37,222.6283,222.62829,-8.10623e-06,0.01287
0.371,222.6283,222.62829,0.0,-0.00668
0.372,222.62829,222.62829,3.8147e-06,-0.0062
0.373,222.62829,222.62829,-1.43051e-06,0.00238
0.374,222.6283,222.62829,-5.72205e-06,0.0062
0.375,222.62829,222.62829,4.76837e-06,-0.00668
0.376,222.6283,222.62829,-2.86102e-06,0.00525
0.377,222.6283,222.62829,-7.15256e-06,0.00525
0.378,222.6283,222.62829,-6.19888e-06,-0.00525
0.379,222.62829,222.62829,1.90735e-06,-0.00381
0.38,222.6283,222.62829,-2.86102e-06,0.00525
0.381,222.62829,222.62829,3.8147e-06,-0.0062
0.382,222.62829,222.62829,7.62939e-06,-0.00668
0.383,222.6283,222.62829,-2.86102e-06,0.0124
0.384,222.62828,222.62829,1.38283e-05,-0.01764
0.385,222.62829,222.62829,-2.38419e-06,0.01478
0.386,222.6283,222.62829,-7.62939e-06,0.01001
0.387,222.62829,222.62829,4.29153e-06,-0.0186
0.388,222.62828,222.62829,1.71661e-05,-0.00763
0.389,222.62829,222.62829,3.8147e-06,0.01287
0.39,222.62829,222.62829,1.90735e-06,-0.00143
0.391,222.62829,222.62829,4.76837e-07,0.00286
0.392,222.62829,222.62829,2.86102e-06,0.0
0.393,222.62829,222.62829,-2.86102e-06,0.00191
0.394,222.62828,222.62829,1.09673e-05,-0.01287
0.395,222.6283,222.62829,-2.38419e-06,0.01478
0.396,222.62829,222.62829,6.19888e-06,-0.00811
0.397,222.62829,222.62829,2.38419e-06,0.00143
0.398,222.62831,222.62829,-9.05991e-06,0.01526
0.399,222.62829,222.62829,7.15256e-06,-0.0186
0.4,222.62829,222.62829,3.33786e-06,0.00477
0.401,222.62828,222.62829,8.10623e-06,-0.00906
0.402,222.6283,222.62829,-3.8147e-06,0.01431
0.403,222.62829,222.62829,3.8147e-06,-0.00525
0.404,222.6283,222.62829,-7.62939e-06,0.01144
0.405,222.62829,222.62829,3.33786e-06,-0.01717
0.406,222.62829,222.62829,7.15256e-06,0.00334
0.407,222.6283,222.62829,-8.10623e-06,0.01287
0.408,222.62829,222.62829,7.15256e-06,-0.01335
0.409,222.62829,222.62829,4.76837e-07,0.00381
0.41,222.62829,222.62829,2.86102e-06,-0.00048
0.411,222.62829,222.62829,2.86102e-06,-0.00286
0.412,222.6283,222.62829,-1.19209e-05,0.01574
0.413,222.62829,222.62829,1.90735e-06,-0.01526
0.414,222.6283,222.62829,-3.33786e-06,0.0062
0.415,222.6283,222.62829,-1.00136e-05,0.00715
0.416,222.6283,222.62829,-4.76837e-06,-0.00477
0.417,222.62829,222.62829,4.29153e-06,-0.00572
0.418,222.6283,222.62829,-1.04904e-05,0.0124
0.419,222.6283,222.62829,-3.33786e-06,-0.00811
0.42,222.62829,222.62829,-1.43051e-06,-0.00191
0.421,222.62829,222.62829,5.24521e-06,-0.00811
0.422,222.62829,222.62829,7.15256e-06,0.0
0.423,222.6283,222.62829,-2.38419e-06,0.01049
0.424,222.6283,222.62829,-2.86102e-06,0.00048
0.425,222.62829,222.62829,9.53674e-07,-0.00477
0.426,222.6283,222.62829,-1.19209e-05,0.01144
0.427,222.62831,222.62829,-1.04904e-05,0.00095
0.428,222.6283,222.62829,-6.67572e-06,-0.00525
0.429,222.62829,222.62829,9.53674e-07,-0.00572
0.43,222.62831,222.62829,-2.24113e-05,0.0205
0.431,222.6283,222.62829,-6.67572e-06,-0.01431
0.432,222.6283,222.62829,-3.33786e-06,0.00143
0.433,222.6283,222.62829,-1.00136e-05,-0.00048
0.434,222.62828,222.62829,1.33514e-05,-0.02241
0.435,222.62828,222.62829,9.53674e-06,0.00381
0.436,222.62829,222.62829,7.15256e-06,0.00477
0.437,222.62829,222.62829,-9.53674e-07,0.0062
0.438,222.62829,222.62829,3.33786e-06,-0.00143
0.439,222.6283,222.62829,-6.67572e-06,0.00668
0.44,222.62829,222.62829,1.43051e-06,-0.00429
0.441,222.62829,222.62829,1.90735e-06,-0.0062
0.442,222.6283,222.62829,4.76837e-07,0.00715
0.443,222.6283,222.62829,-3.8147e-06,0.00286
0.444,222.62829,222.62829,2.38419e-06,-0.00858
0.445,222.62829,222.62829,4.29153e-06,0.00048
0.446,222.62831,222.62829,-1.66893e-05,0.01907
0.447,222.62828,222.62829,7.15256e-06,-0.02623
0.448,222.62829,222.62829,1.14441e-05,0.00334
0.449,222.62829,222.62829,1.43051e-06,0.00381
0.45,222.6283,222.62829,-3.8147e-06,0.01001
0.451,222.62829,222.62829,2.38419e-06,-0.01097
0.452,222.6283,222.62829,-5.24521e-06,0.01144
0.453,222.62828,222.62829,1.19209e-05,-0.01907
0.454,222.62829,222.62829,3.8147e-06,0.00811
0.455,222.6283,222.62829,-1.90735e-06,0.0062
0.456,222.62829,222.62829,8.58307e-06,-0.01049
0.457,222.6283,222.62829,-4.29153e-06,0.01335
0.458,222.62829,222.62829,1.90735e-06,-0.00525
0.459,222.62828,222.62829,7.15256e-06,-0.00906
0.46,222.62831,222.62829,-1.00136e-05,0.0205
0.461,222.62829,222.62829,0.0,-0.01097
0.462,222.62829,222.62829,4.76837e-06,-0.00429
0.463,222.62829,222.62829,1.90735e-06,0.00191
0.464,222.62829,222.62829,6.67572e-06,-0.00525
0.465,222.62829,222.62829,3.8147e-06,0.00334
0.466,222.6283,222.62829,-3.33786e-06,0.00858
0.467,222.6283,222.62829,-3.8147e-06,-0.00143
0.468,222.6283,222.62829,-8.58307e-06,0.00334
0.469,222.62828,222.62829,1.00136e-05,-0.01669
0.47,222.62829,222.62829,4.29153e-06,0.00763
0.471,222.62829,222.62829,2.86102e-06,0.00048
0.472,222.62828,222.62829,1.04904e-05,-0.00906
0.473,222.62831,222.62829,-1.28746e-05,0.02432
0.474,222.62828,222.62829,1.57356e-05,-0.03195
0.475,222.62829,222.62829,3.8147e-06,0.0186
0.476,222.62829,222.62829,5.24521e-06,-0.00668
0.477,222.6283,222.62829,-8.10623e-06,0.01574
0.478,222.6283,222.62829,-9.53674e-06,0.00048
0.479,222.62831,222.62829,-1.04904e-05,0.00191
0.48,222.62829,222.62829,3.8147e-06,-0.01383
0.481,222.6283,222.62829,-7.15256e-06,0.01097
0.482,222.62829,222.62829,4.76837e-07,-0.01097
0.483,222.6283,222.62829,-1.04904e-05,0.01335
0.484,222.62829,222.62829,6.19888e-06,-0.01717
0.485,222.62829,222.62829,-2.38419e-06,0.00715
0.486,222.6283,222.62829,-5.24521e-06,0.00238
0.487,222.62829,222.62829,4.76837e-06,-0.0062
0.488,222.6283,222.62829,-3.33786e-06,0.0062
0.489,222.6283,222.62829,-8.10623e-06,0.0062
0.49,222.6283,222.62829,-7.15256e-06,-0.00525
0.491,222.62829,222.62829,4.76837e-07,-0.00334
0.492,222.6283,222.62829,-1.14441e-05,0.00811
0.493,222.62829,222.62829,4.29153e-06,-0.0124
0.494,222.62829,222.62829,5.72205e-06,-0.00191
0.495,222.62829,222.62829,5.24521e-06,0.00191
0.496,222.62829,222.62829,0.0,0.00429
0.497,222.62831,222.62829,-1.33514e-05,0.01287
