Time,MPOS(0),DPOS(0),DRIVE_FE(0),MSPEEDF(0)
1.344,222.62828,222.62829,7.62939e-06,-0.01955
1.345,222.6283,222.62829,-3.33786e-06,0.01383
1.346,222.62828,222.62829,1.43051e-05,-0.02098
1.347,222.62829,222.62829,5.72205e-06,0.01287
1.348,222.62828,222.62829,1.28746e-05,-0.00858
1.349,222.62829,222.62829,-1.43051e-06,0.01192
1.35,222.62829,222.62829,6.67572e-06,-0.00668
1.351,222.62829,222.62829,-4.76837e-07,0.00811
1.352,222.62827,222.62829,2.38419e-05,-0.02337
1.353,222.6283,222.62829,-3.8147e-06,0.03052
1.354,222.62828,222.62829,7.62939e-06,-0.01812
1.355,222.62831,222.62829,-8.58307e-06,0.02193
1.356,222.6283,222.62829,-7.15256e-06,-0.00525
1.357,222.6283,222.62829,-3.33786e-06,-0.00334
1.358,222.6283,222.62829,-9.05991e-06,0.00525
1.359,222.62829,222.62829,3.33786e-06,-0.01383
1.36,222.62829,222.62829,4.76837e-07,0.00572
1.361,222.6283,222.62829,-7.62939e-06,0.00715
1.362,222.62829,222.62829,7.15256e-06,-0.01335
1.363,222.62829,222.62829,2.86102e-06,-0.00048
1.364,222.6283,222.62829,-3.8147e-06,0.00811
1.365,222.62829,222.62829,4.76837e-06,-0.00381
1.366,222.62829,222.62829,8.10623e-06,-0.00525
1.367,222.62829,222.62829,-2.86102e-06,0.00811
1.368,222.6283,222.62829,-8.10623e-06,0.00811
1.369,222.62829,222.62829,0.0,-0.00811
1.37,222.6283,222.62829,-4.76837e-06,0.00572
1.371,222.6283,222.62829,-1.19209e-05,0.00191
1.372,222.62829,222.62829,0.0,-0.00763
1.373,222.6283,222.62829,-4.76837e-06,0.00381
1.374,222.62829,222.62829,3.33786e-06,-0.00668
1.375,222.62831,222.62829,-1.43051e-05,0.01335
1.376,222.62829,222.62829,5.72205e-06,-0.01669
1.377,222.62829,222.62829,1.43051e-06,0.00334
1.378,222.62828,222.62829,1.23978e-05,-0.01192
1.379,222.62829,222.62829,9.53674e-07,0.01335
1.38,222.62829,222.62829,-2.38419e-06,0.00095
1.381,222.62831,222.62829,-9.53674e-06,0.01144
1.382,222.62829,222.62829,9.53674e-07,-0.01431
1.383,222.62831,222.62829,-1.28746e-05,0.01478
1.384,222.62829,222.62829,-9.53674e-07,-0.01287
1.385,222.62828,222.62829,5.72205e-06,-0.00906
1.386,222.62829,222.62829,6.67572e-06,0.00429
1.387,222.62829,222.62829,1.43051e-06,0.00429
1.388,222.62831,222.62829,-1.19209e-05,0.01526
1.389,222.6283,222.62829,-6.19888e-06,-0.00715
1.39,222.6283,222.62829,-1.00136e-05,0.00095
1.391,222.6283,222.62829,-1.00136e-05,0.00143
1.392,222.6283,222.62829,-7.15256e-06,-0.00238
1.393,222.62828,222.62829,1.52588e-05,-0.02098
1.394,222.62829,222.62829,0.0,0.01478
1.395,222.6283,222.62829,-4.76837e-07,0.00095
1.396,222.62829,222.62829,4.76837e-07,-0.00429
1.397,222.62829,222.62829,4.29153e-06,-0.00191
1.398,222.62828,222.62829,1.23978e-05,-0.00858
1.399,222.6283,222.62829,4.76837e-07,0.01478
1.4,222.62829,222.62829,1.90735e-06,-0.00191
1.401,222.62829,222.62829,0.0,0.00095
1.402,222.62829,222.62829,4.29153e-06,-0.00477
1.403,222.62828,222.62829,9.05991e-06,-0.0062
1.404,222.62829,222.62829,1.90735e-06,0.00954
1.405,222.62829,222.62829,3.8147e-06,-0.00238
1.406,222.62828,222.62829,1.04904e-05,-0.0062
1.407,222.62831,222.62829,-1.00136e-05,0.0205
1.408,222.6283,222.62829,-4.29153e-06,-0.00954
1.409,222.62829,222.62829,1.90735e-06,-0.00381
1.41,222.62831,222.62829,-1.19209e-05,0.01431
1.411,222.62829,222.62829,1.43051e-06,-0.01478
1.412,222.62831,222.62829,-1.62125e-05,0.02098
1.413,222.62828,222.62829,6.19888e-06,-0.02813
1.414,222.62829,222.62829,9.53674e-06,0.00191
1.415,222.62831,222.62829,-1.33514e-05,0.02098
1.416,222.6283,222.62829,-6.67572e-06,-0.00334
1.417,222.6283,222.62829,-3.8147e-06,-0.00572
1.418,222.62829,222.62829,2.38419e-06,-0.00668
1.419,222.62831,222.62829,-1.19209e-05,0.01383
1.42,222.62829,222.62829,7.15256e-06,-0.01669
1.421,222.6283,222.62829,-9.53674e-06,0.01144
1.422,222.6283,222.62829,-2.38419e-06,-0.00286
1.423,222.6283,222.62829,-3.33786e-06,0.00143
1.424,222.62829,222.62829,4.76837e-07,-0.00477
1.425,222.6283,222.62829,-4.29153e-06,0.00238
1.426,222.62829,222.62829,9.53674e-06,-0.00525
1.427,222.62831,222.62829,-2.24113e-05,0.0205
1.428,222.6283,222.62829,-2.38419e-06,-0.01478
1.429,222.6283,222.62829,-4.76837e-06,0.0
1.43,222.6283,222.62829,-4.76837e-07,0.00095
1.431,222.6283,222.62829,-4.29153e-06,0.00048
1.432,222.62829,222.62829,2.86102e-06,-0.01001
1.433,222.62829,222.62829,7.62939e-06,0.00429
1.434,222.6283,222.62829,-1.19209e-05,0.01049
1.435,222.6283,222.62829,-3.33786e-06,-0.00715
1.436,222.62829,222.62829,4.29153e-06,-0.00286
1.437,222.62829,222.62829,-4.29153e-06,0.00191
1.438,222.62829,222.62829,8.58307e-06,-0.00906
1.439,222.62829,222.62829,1.90735e-06,0.00858
1.44,222.62829,222.62829,1.90735e-06,-0.00477
1.441,222.6283,222.62829,1.90735e-06,0.00572
1.442,222.6283,222.62829,-1.90735e-06,0.0
1.443,222.6283,222.62829,-2.86102e-06,0.00238
1.444,222.6283,222.62829,-9.53674e-06,0.00381
1.445,222.62829,222.62829,-2.86102e-06,-0.00668
1.446,222.62829,222.62829,1.43051e-06,-0.00477
1.447,222.62829,222.62829,3.8147e-06,0.00095
1.448,222.62829,222.62829,4.76837e-07,0.00095
1.449,222.62829,222.62829,5.24521e-06,-0.00334
1.45,222.62829,222.62829,9.53674e-07,0.00477
1.451,222.62829,222.62829,3.33786e-06,-0.00238
1.452,222.62828,222.62829,4.29153e-06,-0.0062
1.453,222.62829,222.62829,6.67572e-06,0.00477
1.454,222.62829,222.62829,9.05991e-06,-0.00095
1.455,222.6283,222.62829,-6.67572e-06,0.01097
1.456,222.62829,222.62829,2.38419e-06,-0.00525
1.457,222.6283,222.62829,-3.33786e-06,0.00191
1.458,222.6283,222.62829,-5.24521e-06,0.00286
1.459,222.62829,222.62829,1.04904e-05,-0.01335
1.46,222.62828,222.62829,1.19209e-05,-0.00334
1.461,222.6283,222.62829,-3.33786e-06,0.01287
1.462,222.62829,222.62829,6.19888e-06,-0.00572
1.463,222.62829,222.62829,2.86102e-06,0.00095
1.464,222.62829,222.62829,1.43051e-06,0.00286
1.465,222.62829,222.62829,4.29153e-06,-0.00429
1.466,222.62828,222.62829,1.00136e-05,-0.00858
1.467,222.62828,222.62829,1.00136e-05,0.00095
1.468,222.62829,222.62829,2.86102e-06,0.00954
1.469,222.6283,222.62829,-8.10623e-06,0.01144
1.47,222.6283,222.62829,-9.53674e-07,-0.0062
1.471,222.6283,222.62829,-7.15256e-06,0.00286
1.472,222.62829,222.62829,4.29153e-06,-0.00525
1.473,222.62828,222.62829,5.24521e-06,-0.00954
1.474,222.6283,222.62829,-3.8147e-06,0.01478
1.475,222.62829,222.62829,-4.76837e-07,-0.00811
1.476,222.62829,222.62829,0.0,0.00238
1.477,222.62831,222.62829,-1.00136e-05,0.01335
1.478,222.6283,222.62829,-9.05991e-06,-0.00763
1.479,222.62829,222.62829,3.8147e-06,-0.01049
1.48,222.6283,222.62829,-5.72205e-06,0.01049
1.481,222.62828,222.62829,1.85966e-05,-0.02337
1.482,222.62829,222.62829,-1.43051e-06,0.01669
1.483,222.62829,222.62829,7.15256e-06,-0.00429
1.484,222.6283,222.62829,-5.24521e-06,0.01192
1.485,222.6283,222.62829,-1.00136e-05,0.00238
1.486,222.6283,222.62829,-3.8147e-06,-0.00334
1.487,222.62829,222.62829,1.90735e-06,-0.00811
1.488,222.6283,222.62829,-1.04904e-05,0.01383
1.489,222.6283,222.62829,2.86102e-06,-0.00906
1.49,222.6283,222.62829,-1.09673e-05,0.00477
1.491,222.62829,222.62829,5.72205e-06,-0.01478
1.492,222.62829,222.62829,4.29153e-06,0.0062
1.493,222.62829,222.62829,-3.8147e-06,0.00286
1.494,222.62828,222.62829,1.23978e-05,-0.01049
1.495,222.62829,222.62829,4.76837e-07,0.00763
1.496,222.6283,222.62829,-4.76837e-06,0.00811
1.497,222.62829,222.62829,4.76837e-06,-0.01097
1.498,222.6283,222.62829,-2.86102e-06,0.00668
1.499,222.6283,222.62829,-9.53674e-07,0.00238
1.5,222.62828,222.62829,7.62939e-06,-0.01335
1.501,222.62829,222.62829,7.15256e-06,0.00143
1.502,222.6283,222.62829,-5.24521e-06,0.01001
1.503,222.62829,222.62829,8.58307e-06,-0.00668
1.504,222.62829,222.62829,1.43051e-06,0.00334
1.505,222.6283,222.62829,-9.53674e-07,0.00572
1.506,222.6283,222.62829,-7.15256e-06,0.00477
1.507,222.62828,222.62829,7.62939e-06,-0.01907
1.508,222.62831,222.62829,-9.53674e-06,0.02146
1.509,222.62829,222.62829,0.0,-0.01335
1.51,222.62829,222.62829,5.24521e-06,-0.00286
1.511,222.62829,222.62829,4.76837e-07,0.00477
1.512,222.6283,222.62829,-6.67572e-06,0.00811
1.513,222.62829,222.62829,-9.53674e-07,-0.01049
1.514,222.6283,222.62829,-4.76837e-06,0.00763
1.515,222.62829,222.62829,3.33786e-06,-0.00906
1.516,222.62829,222.62829,2.38419e-06,0.00238
1.517,222.6283,222.62829,-4.76837e-06,0.00334
1.518,222.6283,222.62829,-6.19888e-06,0.0062
1.519,222.6283,222.62829,-1.38283e-05,0.00238
1.52,222.62831,222.62829,-1.23978e-05,0.00191
1.521,222.62829,222.62829,9.53674e-07,-0.01526
1.522,222.62829,222.62829,3.8147e-06,0.00048
1.523,222.6283,222.62829,-7.62939e-06,0.00954
1.524,222.62829,222.62829,1.90735e-06,-0.0124
1.525,222.6283,222.62829,2.38419e-06,0.00668
1.526,222.6283,222.62829,-1.23978e-05,0.00906
1.527,222.6283,222.62829,-4.76837e-06,-0.00572
1.528,222.62829,222.62829,4.76837e-06,-0.01383
1.529,222.62831,222.62829,-1.23978e-05,0.02146
1.53,222.62831,222.62829,-1.33514e-05,0.0
1.531,222.6283,222.62829,-1.19209e-05,-0.00334
1.532,222.6283,222.62829,-6.19888e-06,-0.00334
1.533,222.62829,222.62829,4.76837e-07,-0.00525
1.534,222.62829,222.62829,6.67572e-06,-0.00858
1.535,222.62828,222.62829,1.4782e-05,-0.00525
1.536,222.62829,222.62829,3.8147e-06,0.00954
1.537,222.6283,222.62829,-5.24521e-06,0.00858
1.538,222.62829,222.62829,4.29153e-06,-0.00811
1.539,222.6283,222.62829,-6.19888e-06,0.01287
1.54,222.62829,222.62829,-9.53674e-07,-0.01192
1.541,222.62829,222.62829,3.33786e-06,0.00143
1.542,222.62829,222.62829,0.0,-0.00095
1.543,222.62828,222.62829,9.05991e-06,-0.01001
1.544,222.62829,222.62829,3.33786e-06,0.0124
1.545,222.6283,222.62829,-7.15256e-06,0.00429
1.546,222.62829,222.62829,7.15256e-06,-0.01097
1.547,222.62829,222.62829,6.67572e-06,-0.00095
1.548,222.62829,222.62829,9.53674e-07,0.00525
1.549,222.62828,222.62829,1.4782e-05,-0.01144
1.55,222.62829,222.62829,3.8147e-06,0.00858
1.551,222.62829,222.62829,-9.53674e-07,0.00525
1.552,222.62828,222.62829,1.28746e-05,-0.01097
1.553,222.62829,222.62829,-4.76837e-07,0.00858
1.554,222.62827,222.62829,2.24113e-05,-0.01955
1.555,222.62829,222.62829,9.53674e-07,0.01669
1.556,222.62829,222.62829,2.86102e-06,0.00429
1.557,222.6283,222.62829,-5.72205e-06,0.00715
1.558,222.62831,222.62829,-1.90735e-05,0.01287
1.559,222.62831,222.62829,-1.23978e-05,-0.00858
1.56,222.6283,222.62829,-7.62939e-06,-0.00525
1.561,222.62829,222.62829,1.00136e-05,-0.01431
1.562,222.6283,222.62829,-2.86102e-06,0.01383
1.563,222.62829,222.62829,4.76837e-07,-0.00763
1.564,222.62831,222.62829,-6.19888e-06,0.01335
1.565,222.6283,222.62829,-9.05991e-06,-0.00429
1.566,222.62828,222.62829,6.19888e-06,-0.01764
1.567,222.62829,222.62829,1.43051e-06,0.00954
1.568,222.6283,222.62829,-6.67572e-06,0.00572
1.569,222.62829,222.62829,6.19888e-06,-0.00906
1.57,222.62829,222.62829,-1.43051e-06,0.00429
1.571,222.62829,222.62829,6.67572e-06,-0.00811
1.572,222.62829,222.62829,1.43051e-06,0.00906
1.573,222.62828,222.62829,9.53674e-06,-0.01192
1.574,222.6283,222.62829,-5.72205e-06,0.01717
1.575,222.62829,222.62829,6.67572e-06,-0.01144
1.576,222.62829,222.62829,1.04904e-05,-0.00191
1.577,222.62829,222.62829,-1.43051e-06,0.00811
1.578,222.62831,222.62829,-1.09673e-05,0.01097
1.579,222.6283,222.62829,-2.86102e-06,-0.01001
1.58,222.6283,222.62829,-8.10623e-06,0.00477
1.581,222.62829,222.62829,6.19888e-06,-0.01001
1.582,222.62831,222.62829,-1.14441e-05,0.01574
1.583,222.62829,222.62829,-1.90735e-06,-0.01287
1.584,222.62829,222.62829,0.0,-0.00048
1.585,222.62829,222.62829,4.76837e-06,-0.00286
1.586,222.6283,222.62829,-5.72205e-06,0.01049
1.587,222.6283,222.62829,-2.38419e-06,-0.00381
1.588,222.6283,222.62829,-9.53674e-07,0.00095
1.589,222.6283,222.62829,-6.19888e-06,0.00143
1.59,222.6283,222.62829,-1.04904e-05,0.00525
1.591,222.6283,222.62829,-7.62939e-06,-0.00334
1.592,222.6283,222.62829,-4.76837e-06,-0.00048
1.593,222.6283,222.62829,-5.72205e-06,-0.00525
1.594,222.62829,222.62829,5.24521e-06,-0.00334
1.595,222.62828,222.62829,1.4782e-05,-0.01669
1.596,222.6283,222.62829,0.0,0.02003
1.597,222.62829,222.62829,-4.76837e-07,-0.00238
1.598,222.62829,222.62829,2.38419e-06,0.0
1.599,222.6283,222.62829,-4.29153e-06,0.00381
1.6,222.6283,222.62829,-7.62939e-06,0.00143
1.601,222.62828,222.62829,1.90735e-05,-0.0186
1.602,222.62829,222.62829,-2.86102e-06,0.01526
1.603,222.62828,222.62829,1.09673e-05,-0.01287
1.604,222.62829,222.62829,5.72205e-06,0.01049
1.605,222.6283,222.62829,-1.90735e-06,0.00286
1.606,222.62828,222.62829,1.57356e-05,-0.01812
1.607,222.6283,222.62829,-4.29153e-06,0.02003
1.608,222.6283,222.62829,-3.8147e-06,0.00191
1.609,222.6283,222.62829,-1.90735e-06,-0.00286
1.61,222.62829,222.62829,4.76837e-06,-0.00811
1.611,222.6283,222.62829,4.76837e-07,0.01049
1.612,222.62831,222.62829,-1.23978e-05,0.00811
1.613,222.6283,222.62829,-6.67572e-06,-0.00906
1.614,222.62828,222.62829,1.00136e-05,-0.01526
1.615,222.62829,222.62829,5.24521e-06,0.00954
1.616,222.62829,222.62829,0.0,-0.00048
1.617,222.62829,222.62829,4.76837e-06,-0.00286
1.618,222.62829,222.62829,4.76837e-07,0.00525
1.619,222.6283,222.62829,-2.38419e-06,0.00334
1.62,222.62829,222.62829,1.43051e-06,-0.00668
1.621,222.62828,222.62829,7.62939e-06,-0.0062
1.622,222.6283,222.62829,-1.90735e-06,0.01431
1.623,222.6283,222.62829,-6.67572e-06,0.00334
1.624,222.62829,222.62829,5.72205e-06,-0.01383
1.625,222.6283,222.62829,-3.33786e-06,0.00906
1.626,222.6283,222.62829,-8.58307e-06,0.00429
1.627,222.62829,222.62829,4.76837e-06,-0.00906
1.628,222.62829,222.62829,0.0,0.00191
1.629,222.6283,222.62829,-5.72205e-06,0.00381
1.63,222.62829,222.62829,1.00136e-05,-0.01192
1.631,222.62829,222.62829,-1.90735e-06,0.00572
1.632,222.6283,222.62829,-7.15256e-06,0.01049
1.633,222.62829,222.62829,7.62939e-06,-0.01717
1.634,222.62829,222.62829,4.76837e-07,0.00763
1.635,222.62829,222.62829,4.76837e-06,-0.00429
1.636,222.6283,222.62829,-1.00136e-05,0.01097
1.637,222.6283,222.62829,-5.24521e-06,0.00238
1.638,222.6283,222.62829,-8.58307e-06,0.00048
1.639,222.6283,222.62829,-1.28746e-05,0.00238
1.64,222.62831,222.62829,-1.71661e-05,0.0062
1.641,222.62829,222.62829,-4.76837e-07,-0.01812
1.642,222.6283,222.62829,-4.76837e-06,0.00954
1.643,222.62829,222.62829,-2.86102e-06,-0.00954
1.644,222.62829,222.62829,8.58307e-06,-0.00381
1.645,222.62829,222.62829,3.33786e-06,0.00048
1.646,222.62829,222.62829,-3.8147e-06,0.00525
1.647,222.62829,222.62829,4.76837e-06,-0.0062
1.648,222.62828,222.62829,1.85966e-05,-0.01144
1.649,222.62829,222.62829,4.76837e-06,0.01335
1.65,222.62829,222.62829,6.67572e-06,-0.00143
1.651,222.6283,222.62829,-8.10623e-06,0.0124
1.652,222.6283,222.62829,0.0,-0.0062
1.653,222.62829,222.62829,2.38419e-06,-0.00572
1.654,222.62829,222.62829,7.15256e-06,-0.00191
1.655,222.62829,222.62829,2.86102e-06,0.00334
1.656,222.6283,222.62829,-4.76837e-07,0.00477
1.657,222.62828,222.62829,8.10623e-06,-0.0124
1.658,222.6283,222.62829,-1.43051e-06,0.01526
1.659,222.6283,222.62829,-8.10623e-06,0.00048
1.66,222.62829,222.62829,4.29153e-06,-0.00906
1.661,222.6283,222.62829,-4.29153e-06,0.0062
1.662,222.62829,222.62829,7.62939e-06,-0.00906
1.663,222.62829,222.62829,3.33786e-06,0.00525
1.664,222.62828,222.62829,7.15256e-06,-0.00858
1.665,222.6283,222.62829,-4.29153e-06,0.01287
1.666,222.62829,222.62829,7.15256e-06,-0.00811
1.667,222.6283,222.62829,-4.76837e-07,0.00715
1.668,222.6283,222.62829,-2.38419e-06,0.00286
1.669,222.6283,222.62829,-4.76837e-06,0.00238
1.67,222.6283,222.62829,-5.72205e-06,-0.00191
1.671,222.62827,222.62829,1.85966e-05,-0.02575
1.672,222.62831,222.62829,-1.81198e-05,0.04148
1.673,222.62829,222.62829,-4.76837e-06,-0.0205
1.674,222.62829,222.62829,7.15256e-06,-0.00572
1.675,222.62829,222.62829,-4.76837e-07,0.00429
1.676,222.62829,222.62829,3.8147e-06,-0.00334
1.677,222.62829,222.62829,1.43051e-06,0.00143
1.678,222.62829,222.62829,1.90735e-06,0.00381
1.679,222.62831,222.62829,-1.28746e-05,0.01335
1.68,222.6283,222.62829,-7.15256e-06,-0.00811
1.681,222.6283,222.62829,-7.62939e-06,-0.00143
1.682,222.6283,222.62829,-9.05991e-06,0.00525
1.683,222.62829,222.62829,-1.43051e-06,-0.01144
1.684,222.6283,222.62829,-2.38419e-06,0.00286
1.685,222.62829,222.62829,1.43051e-06,-0.00191
1.686,222.62829,222.62829,5.72205e-06,-0.00477
1.687,222.6283,222.62829,-6.67572e-06,0.01526
1.688,222.62829,222.63329,0.0,-0.01287
1.689,222.62829,222.64329,5.24521e-06,-0.00191
1.69,222.62828,222.65829,2.0504e-05,-0.01287
1.691,222.62831,222.67829,0.00437,0.03052
1.692,222.6286,222.70329,0.01352,0.2923
1.693,222.62977,222.73329,0.02683,1.16873
1.694,222.63173,222.76829,0.04435,1.9598
1.695,222.63508,222.80829,0.06564,3.3493
1.696,222.63998,222.85329,0.09024,4.89855
1.697,222.65102,222.90329,0.11485,11.04021
1.698,222.66807,222.95329,0.13753,17.0536
1.699,222.6894,223.00329,0.16115,21.33226
1.7,222.71179,223.05329,0.18793,22.38607
1.701,222.73449,223.10329,0.21563,22.70317
1.702,222.75972,223.15329,0.24041,25.23232
1.703,222.78365,223.20329,0.26641,23.92244
1.704,222.80745,223.25329,0.29244,23.80276
1.705,222.82888,223.30329,0.32084,21.42715
1.706,222.85231,223.35329,0.34783,23.43416
1.707,222.87744,223.40329,0.37281,25.1298
1.708,222.90507,223.45329,0.39562,27.63033
1.709,222.93477,223.50329,0.41602,29.70028
1.71,222.96595,223.55329,0.43518,31.17895
1.711,222.99972,223.60329,0.45159,33.77151
1.712,223.03463,223.65329,0.46691,34.91306
1.713,223.07199,223.70329,0.47982,37.35495
1.714,223.11049,223.75329,0.49147,38.50317
1.715,223.15162,223.80329,0.50068,41.13197
1.716,223.19399,223.85329,0.50838,42.36555
1.717,223.23769,223.90329,0.51492,43.7026
1.718,223.28324,223.95329,0.51948,45.55273
1.719,223.33005,224.00329,0.52296,46.80157
1.72,223.37884,224.05329,0.52435,48.79427
1.721,223.42835,224.10329,0.52494,49.51239
1.722,223.47903,224.15329,0.52439,50.67921
1.723,223.53016,224.20329,0.52331,51.1241
1.724,223.58231,224.25329,0.52127,52.15836
1.725,223.63528,224.30329,0.5185,52.96373
1.726,223.68914,224.35329,0.51472,53.85971
1.727,223.74409,224.40329,0.50985,54.95453
1.728,223.79982,224.45329,0.50424,55.7313
1.729,223.85613,224.50329,0.49789,56.30875
1.73,223.91277,224.55329,0.49141,56.63347
1.731,223.97015,224.60329,0.48408,57.38592
1.732,224.02755,224.65329,0.4767,57.40166
1.733,224.08583,224.70329,0.46853,58.28047
1.734,224.1443,224.75329,0.46005,58.4693
1.735,224.20331,224.80329,0.45113,59.01003
1.736,224.26221,224.85329,0.44216,58.89511
1.737,224.32132,224.90329,0.4332,59.1135
1.738,224.3813,224.95329,0.42322,59.97753
1.739,224.44142,225.00329,0.4132,60.12201
1.74,224.50253,225.05329,0.4021,61.11336
1.741,224.56328,225.10329,0.39137,60.7419
1.742,224.62462,225.15329,0.3801,61.34748
1.743,224.68513,225.20329,0.36941,60.50634
1.744,224.7454,225.25329,0.35921,60.26793
1.745,224.80552,225.30329,0.34897,60.12583
1.746,224.86556,225.35329,0.33905,60.03761
1.747,224.92634,225.40329,0.32824,60.78291
1.748,224.98656,225.45329,0.31809,60.21738
1.749,225.04695,225.50329,0.30758,60.38618
1.75,225.10628,225.55329,0.29818,59.33523
1.751,225.16639,225.60329,0.28813,60.10485
1.752,225.22602,225.65329,0.27843,59.63326
1.753,225.28578,225.70329,0.26878,59.75819
1.754,225.3453,225.75329,0.25912,59.52263
1.755,225.40443,225.80329,0.25004,59.13067
1.756,225.46353,225.85329,0.24083,59.10015
1.757,225.52181,225.90329,0.23256,58.27427
1.758,225.58063,225.95329,0.22376,58.81929
1.759,225.63878,226.00329,0.21553,58.15554
1.76,225.69749,226.05329,0.20692,58.7101
1.761,225.75597,226.10329,0.19834,58.48074
1.762,225.81466,226.15329,0.18967,58.6915
1.763,225.87299,226.20329,0.18126,58.32338
1.764,225.93072,226.25329,0.17359,57.72924
1.765,225.98872,226.30329,0.16552,57.99866
1.766,226.04586,226.35329,0.15834,57.14321
1.767,226.10339,226.40329,0.15083,57.53183
1.768,226.16033,226.45329,0.14382,56.93865
1.769,226.21741,226.50329,0.13678,57.0817
1.77,226.27399,226.55329,0.13006,56.5815
1.771,226.3303,226.60329,0.12382,56.30255
1.772,226.38668,226.65329,0.11729,56.38361
1.773,226.44251,226.70329,0.11156,55.83382
1.774,226.49899,226.75329,0.10511,56.47278
1.775,226.55501,226.80329,0.09903,56.02884
1.776,226.61145,226.85329,0.09265,56.43797
1.777,226.6673,226.90329,0.08669,55.84908
1.778,226.72279,226.95329,0.08123,55.48859
1.779,226.77837,227.00329,0.07557,55.58252
1.78,226.83357,227.05329,0.07041,55.19724
1.781,226.8893,227.10329,0.06469,55.7251
1.782,226.94449,227.15329,0.05944,55.19295
1.783,226.99996,227.20329,0.05401,55.46856
1.784,227.05467,227.25329,0.04905,54.70848
1.785,227.10901,227.30329,0.04485,54.34513
1.786,227.16329,227.35329,0.04049,54.27742
1.787,227.21714,227.40329,0.03666,53.84874
1.788,227.27137,227.45329,0.03243,54.23498
1.789,227.32524,227.50329,0.02853,53.87068
1.79,227.37924,227.55329,0.02456,53.99609
1.791,227.43274,227.60329,0.02101,53.4997
1.792,227.48543,227.65329,0.01821,52.69289
1.793,227.53819,227.70329,0.01544,52.75583
1.794,227.59077,227.75329,0.01285,52.5794
1.795,227.64325,227.80329,0.01035,52.4826
1.796,227.69561,227.85329,0.00798,52.36292
1.797,227.74799,227.90329,0.00559,52.38295
1.798,227.80031,227.95329,0.00325,52.31285
1.799,227.85207,228.00329,0.0014,51.76735
1.8,227.90328,228.05329,0.00014,51.20659
1.801,227.95427,228.10329,-0.00086,50.98963
1.802,228.00516,228.15329,-0.00176,50.88711
1.803,228.05606,228.20329,-0.00264,50.9038
1.804,228.10732,228.25329,-0.00387,51.2619
1.805,228.15859,228.30329,-0.00514,51.26524
1.806,228.20979,228.35329,-0.00637,51.20468
1.807,228.26064,228.40329,-0.00734,50.84658
1.808,228.31103,228.45329,-0.00769,50.38691
1.809,228.36141,228.50329,-0.00807,50.38786
1.81,228.41189,228.55329,-0.00853,50.47655
1.811,228.46255,228.60329,-0.00915,50.65775
1.812,228.51348,228.65329,-0.01007,50.93193
1.813,228.56417,228.70329,-0.0108,50.69017
1.814,228.61487,228.75329,-0.01149,50.7021
1.815,228.66543,228.80329,-0.01208,50.55523
1.816,228.71597,228.85329,-0.01259,50.53854
1.817,228.76662,228.90329,-0.01324,50.65489
1.818,228.8171,228.95329,-0.01377,50.48275
1.819,228.86751,229.00329,-0.0142,50.40598
1.82,228.91795,229.05329,-0.0146,50.43602
1.821,228.96838,229.10329,-0.01502,50.43221
1.822,229.01888,229.15329,-0.01555,50.50325
1.823,229.06879,229.20329,-0.01556,49.91245
1.824,229.11814,229.25329,-0.01491,49.34072
1.825,229.1677,229.30329,-0.01446,49.56436
1.826,229.21727,229.35329,-0.01403,49.57199
1.827,229.26715,229.40329,-0.01377,49.87478
1.828,229.31682,229.45329,-0.01357,49.67213
1.829,229.3664,229.50329,-0.01317,49.58105
1.83,229.4159,229.55329,-0.01267,49.4976
1.831,229.46527,229.60329,-0.01217,49.37696
1.832,229.51489,229.65329,-0.01162,49.61634
1.833,229.56465,229.70329,-0.01139,49.76273
1.834,229.61428,229.75329,-0.01101,49.6316
1.835,229.6639,229.80329,-0.01063,49.61491
1.836,229.71389,229.85329,-0.01059,49.99352
1.837,229.76408,229.90329,-0.01075,50.1833
1.838,229.81421,229.95329,-0.01093,50.13514
1.839,229.864,230.00329,-0.01072,49.78514
1.84,229.91347,230.05329,-0.01023,49.47329
1.841,229.96312,230.10329,-0.00988,49.64781
1.842,230.01259,230.15329,-0.00938,49.47472
1.843,230.06204,230.20329,-0.00884,49.44515
1.844,230.1116,230.25329,-0.00835,49.56198
1.845,230.16125,230.30329,-0.00799,49.65258
1.846,230.21101,230.35329,-0.00776,49.76082
1.847,230.2606,230.40329,-0.00737,49.58725
1.848,230.31013,230.45329,-0.00687,49.53003
1.849,230.35994,230.50329,-0.00666,49.80946
1.85,230.4098,230.55329,-0.00653,49.85523
1.851,230.45981,230.60329,-0.0065,50.01211
1.852,230.5102,230.65329,-0.00677,50.39358
1.853,230.56059,230.70329,-0.00722,50.38548
1.854,230.61128,230.75329,-0.00791,50.69208
1.855,230.66174,230.80329,-0.0084,50.46463
1.856,230.71215,230.85329,-0.0088,50.41122
1.857,230.76258,230.90329,-0.00925,50.42648
1.858,230.81282,230.95329,-0.00951,50.24004
1.859,230.86295,231.00329,-0.00964,50.13132
1.86,230.91336,231.05329,-0.00999,50.40836
1.861,230.96421,231.10329,-0.01079,50.84896
1.862,231.01528,231.15329,-0.01186,51.07069
1.863,231.06593,231.20329,-0.01257,50.64487
1.864,231.11635,231.25329,-0.01299,50.42839
1.865,231.16698,231.30329,-0.01354,50.62675
1.866,231.21711,231.35329,-0.0138,50.13466
1.867,231.26723,231.40329,-0.01395,50.11749
