Time,DRIVE_FE(0),MSPEED(0),DRIVE_CURRENT(0),DPOS(0)
5.63,0.01728,-127.58303,-615.0,219.02886
5.64,-0.01269,-129.89998,-688.0,217.72886
5.65,-0.01775,-129.03976,-684.0,216.42886
5.66,0.01877,-133.25453,-568.0,215.12886
5.67,-0.0066,-129.09365,-720.0,213.82886
5.68,0.00106,-130.80025,-630.0,212.52886
5.69,0.00754,-128.83377,-631.0,211.22886
5.7,-0.02032,-129.13656,-727.0,209.92886
5.71,-0.01908,-129.82607,-685.0,208.62886
5.72,0.0154,-132.22456,-590.0,207.32886
5.73,-0.00406,-128.93057,-689.0,206.02886
5.74,-0.00729,-129.14562,-682.0,204.72886
5.75,0.02796,-134.00507,-558.0,203.42886
5.76,-0.00739,-126.83249,-742.0,202.12886
5.77,-0.011,-129.89759,-665.0,200.82886
5.78,-0.00279,-132.44343,-649.0,199.52886
5.79,-0.01785,-127.70939,-741.0,198.22886
5.8,-0.01657,-131.06871,-685.0,196.92886
5.81,-0.00606,-131.6576,-661.0,195.62886
5.82,-0.01092,-126.94502,-728.0,194.32886
5.83,-0.01262,-132.31564,-701.0,193.02886
5.84,0.00381,-134.36937,-652.0,191.72886
5.85,-0.00459,-124.5985,-730.0,190.42886
5.86,-0.01331,-132.08485,-701.0,189.12886
5.87,0.00849,-134.80902,-662.0,187.82886
5.88,-0.00591,-125.38624,-754.0,186.52886
5.89,-0.01309,-131.44636,-699.0,185.22886
5.9,-0.00455,-133.36563,-670.0,183.92886
5.91,0.00756,-125.5517,-718.0,182.62886
5.92,-0.01227,-131.75011,-721.0,181.32886
5.93,-0.00266,-133.33941,-681.0,180.02886
5.94,-0.00522,-125.69237,-753.0,178.72886
5.95,-0.01936,-131.14977,-740.0,177.42886
5.96,0.00047,-131.70624,-666.0,176.12886
5.97,0.02582,-124.74775,-675.0,174.82886
5.98,-0.01553,-129.39024,-777.0,173.52886
5.99,-0.00883,-130.54132,-739.0,172.22886
6.0,0.00384,-129.07839,-707.0,170.92886
6.01,-0.02219,-128.71599,-767.0,169.62886
6.02,-0.00239,-132.00331,-703.0,168.32886
6.03,0.0138,-128.40176,-693.0,167.02886
6.04,-0.02118,-127.9192,-797.0,165.72886
6.05,-0.00974,-131.70004,-705.0,164.42886
6.06,0.0136,-132.27129,-672.0,163.12886
6.07,-0.01413,-126.19305,-818.0,161.82886
6.08,-0.01258,-131.4559,-728.0,160.52886
6.09,-0.0036,-130.20134,-732.0,159.22886
6.1,-0.01718,-127.99692,-796.0,157.92886
6.11,-0.00205,-132.80725,-717.0,156.62886
6.12,0.01461,-128.06368,-725.0,155.32886
6.13,-0.01249,-127.52247,-794.0,154.02886
6.14,-0.00748,-133.32939,-736.0,152.72886
6.15,0.01324,-131.78015,-711.0,151.42886
6.16,-0.01009,-126.10388,-814.0,150.12886
6.17,-0.01006,-132.5984,-740.0,148.82886
6.18,0.01028,-132.0405,-707.0,147.52886
6.19,5.72205e-06,-125.91743,-813.0,146.22886
6.2,-0.0174,-131.66618,-780.0,144.92886
6.21,-0.00615,-129.71735,-748.0,143.62886
6.22,0.00654,-128.56197,-749.0,142.32886
6.23,-0.01944,-131.75344,-810.0,141.02886
6.24,0.00371,-129.03214,-753.0,139.72886
6.25,-0.01189,-129.81606,-796.0,138.42886
6.26,-0.02775,-130.09787,-839.0,137.12886
6.27,0.00346,-134.53865,-733.0,135.82886
6.28,0.00711,-127.92683,-792.0,134.52886
6.29,-0.01966,-128.34597,-827.0,133.22886
6.3,0.00302,-130.84412,-744.0,131.92886
6.31,0.00422,-130.05018,-792.0,130.62886
6.32,-0.01972,-128.97062,-846.0,129.32886
6.33,0.00372,-131.71434,-751.0,128.02886
6.34,0.0012,-130.21374,-793.0,126.72886
6.35,-0.01222,-128.78704,-826.0,125.42886
6.36,-0.00255,-130.1589,-791.0,124.12886
6.37,0.00163,-131.02818,-781.0,122.82886
6.38,-0.01557,-128.77083,-859.0,121.52886
6.39,0.00179,-131.58751,-782.0,120.22886
6.4,0.00046,-130.52225,-796.0,118.92886
6.41,-0.01303,-128.33929,-844.0,117.62886
6.42,-0.01128,-130.46646,-824.0,116.32886
6.43,-0.01239,-132.71713,-833.0,115.02886
6.44,0.00113,-130.9576,-803.0,113.72886
6.45,0.00281,-130.28336,-797.0,112.42886
6.46,-0.01638,-128.82471,-879.0,111.12886
6.47,-0.00071,-128.58438,-819.0,109.82886
6.48,0.00512,-131.86789,-801.0,108.52886
6.49,0.01214,-130.23615,-793.0,107.22886
6.5,-0.00071,-128.18623,-845.0,105.92886
6.51,-0.00764,-129.23956,-849.0,104.62886
6.52,-0.00179,-132.69043,-794.0,103.32886
6.53,-0.00576,-129.19044,-839.0,102.02886
6.54,-0.00887,-130.96619,-837.0,100.72886
6.55,-0.00521,-130.56612,-851.0,99.42886
6.56,-0.00546,-128.93438,-846.0,98.12886
6.57,-0.01129,-130.71871,-847.0,96.82886
6.58,-0.00227,-131.6638,-835.0,95.52886
6.59,6.86646e-05,-128.64065,-872.0,94.22886
6.6,-0.00705,-129.85086,-851.0,92.92886
6.61,-0.00382,-132.0591,-824.0,91.62886
6.62,0.00107,-128.30973,-851.0,90.32886
6.63,-0.0056,-129.82273,-871.0,89.02886
6.64,-0.01409,-129.02594,-871.0,87.72886
6.65,0.00298,-131.01292,-808.0,86.42886
6.66,0.00436,-130.3196,-836.0,85.12886
6.67,-0.0009,-130.01585,-877.0,83.82886
6.68,0.0051,-129.63009,-834.0,82.52886
6.69,0.00394,-129.85706,-841.0,81.22886
6.7,-0.00133,-129.49038,-851.0,79.92886
6.71,0.00302,-129.64773,-837.0,78.62886
6.72,0.0039,-130.35536,-837.0,77.32886
6.73,0.00067,-128.94535,-851.0,76.02886
6.74,0.00308,-130.66149,-831.0,74.72886
6.75,0.00095,-131.50787,-848.0,73.42886
6.76,-0.0003,-127.92397,-856.0,72.12886
6.77,0.01026,-133.12483,-782.0,70.82886
6.78,0.00901,-129.63104,-834.0,69.52886
6.79,0.0124,-127.63405,-829.0,68.22886
6.8,-0.00591,-133.92878,-834.0,66.92886
6.81,0.01842,-129.69065,-796.0,65.62886
6.82,0.01801,-127.60353,-809.0,64.32886
6.83,-0.00829,-131.33192,-858.0,63.02886
6.84,0.00122,-130.47457,-807.0,61.72886
6.85,0.01059,-128.0961,-805.0,60.42886
6.86,-0.01019,-132.96461,-838.0,59.12886
6.87,0.00591,-130.33485,-819.0,57.82886
6.88,0.03337,-129.52995,-746.0,56.52902
6.89,0.04331,-111.18221,-415.0,55.4406
6.9,0.08336,-28.13339,-41.0,55.01557
6.91,0.12886,-9.21583,-230.0,55.02083
6.92,0.37532,30.06983,721.0,55.47717
6.93,0.47767,103.13034,836.0,56.59114
6.94,0.55572,128.40176,453.0,57.89114
6.95,0.6541,132.57837,843.0,59.19114
6.96,0.57398,143.85176,714.0,60.49114
6.97,0.41634,146.92211,614.0,61.79114
6.98,0.29556,138.47113,663.0,63.09114
6.99,0.20434,139.88829,652.0,64.39114
7.0,0.12428,131.53267,663.0,65.69114
7.01,0.12231,130.48697,798.0,66.99114
7.02,0.09003,135.75172,710.0,68.29114
7.03,0.05682,131.87551,732.0,69.59114
7.04,0.06996,128.9072,812.0,70.89114
7.05,0.04525,134.83572,723.0,72.19114
7.06,-0.00248,129.76265,681.0,73.49114
7.07,0.01746,127.55108,786.0,74.79114
7.08,0.01049,133.70895,740.0,76.09114
7.09,-0.01265,128.9854,724.0,77.39114
7.1,0.01375,126.70231,799.0,78.69114
7.11,0.01955,132.49731,759.0,79.99114
7.12,-0.00103,129.57573,734.0,81.29114
7.13,0.01936,127.65455,811.0,82.59114
7.14,0.03214,130.3525,805.0,83.89114
7.15,0.003,130.62286,728.0,85.19114
7.16,0.02194,128.0036,846.0,86.49114
7.17,0.03376,131.01244,827.0,87.79114
7.18,-0.00537,132.13205,740.0,89.09114
7.19,-0.00319,128.41272,804.0,90.39114
7.2,0.01144,131.60706,802.0,91.69114
7.21,-0.01634,128.49808,755.0,92.99114
7.22,-0.00696,127.12479,799.0,94.29114
7.23,0.01534,130.90134,824.0,95.59114
7.24,-0.05125,133.38614,610.0,96.89114
7.25,-0.0295,124.23849,801.0,98.19114
7.26,0.00444,128.53622,793.0,99.49114
7.27,-0.02351,133.54063,656.0,100.79114
7.28,-0.02661,123.17944,750.0,102.09114
7.29,0.01227,129.6978,801.0,103.39114
7.3,-0.01946,133.09908,666.0,104.69114
7.31,-0.01238,125.10014,765.0,105.99114
7.32,0.02485,129.01354,842.0,107.29114
7.33,-0.00226,133.23212,714.0,108.59114
7.34,-0.00698,126.38283,759.0,109.89114
7.35,0.02299,129.49371,811.0,111.19114
7.36,-0.00505,133.47244,701.0,112.49114
7.37,-0.01727,126.38617,750.0,113.79114
7.38,0.01644,129.50087,803.0,115.09114
7.39,-0.01373,136.39688,658.0,116.39114
7.4,-0.04978,130.02825,634.0,117.69114
7.41,-0.00822,128.99113,778.0,118.99114
7.42,-0.02119,134.04989,658.0,120.29114
7.43,-0.01762,126.71852,730.0,121.59114
7.44,0.01639,127.27499,789.0,122.89114
7.45,0.01799,132.95412,720.0,124.19114
7.46,-0.02183,130.76496,663.0,125.49114
7.47,0.01897,127.94781,815.0,126.79114
7.48,0.00809,136.16657,700.0,128.09114
7.49,-0.04268,129.12226,632.0,129.39114
7.5,-0.01588,128.23057,718.0,130.69114
7.51,-0.01011,132.45821,676.0,131.99114
7.52,-0.02747,132.19404,635.0,133.29114
7.53,-0.00084,123.67535,777.0,134.59114
7.54,0.00456,133.80289,664.0,135.89114
7.55,-0.04063,134.25493,580.0,137.19114
7.56,-6.48499e-05,123.27862,773.0,138.49114
7.57,0.01993,129.26769,709.0,139.79114
7.58,-0.0211,137.54416,569.0,141.09114
7.59,0.00636,123.79742,768.0,142.39114
7.6,0.02355,128.33357,748.0,143.69114
7.61,-0.00531,135.0913,633.0,144.99114
7.62,0.01904,126.49107,771.0,146.29114
7.63,0.03471,129.71544,777.0,147.59114
7.64,-0.01218,138.9327,591.0,148.89114
7.65,-0.01424,123.59428,728.0,150.19114
7.66,0.01006,131.1183,721.0,151.49114
7.67,-0.01957,136.26575,588.0,152.79114
7.68,-0.02085,123.4045,705.0,154.09114
7.69,0.01351,129.45747,754.0,155.39114
7.7,-0.00717,132.70855,654.0,156.69114
7.71,-0.00674,125.71049,712.0,157.99114
7.72,0.02937,129.09365,773.0,159.29114
7.73,-0.024,140.88678,549.0,160.59114
7.74,-0.03591,131.90269,663.0,161.89114
7.75,-0.00757,126.54734,717.0,163.19114
7.76,-0.00886,133.93164,647.0,164.49114
7.77,-0.01936,127.4209,659.0,165.79114
7.78,0.02291,127.58493,758.0,167.09114
7.79,0.02646,135.6473,687.0,168.39114
7.8,-0.00768,126.49918,664.0,169.69114
7.81,0.02599,129.85182,754.0,170.99114
7.82,-0.0257,141.32166,548.0,172.29114
7.83,-0.04811,123.93188,668.0,173.59114
7.84,-0.01026,128.0694,692.0,174.89114
7.85,0.00073,134.73654,640.0,176.19114
7.86,-0.03048,125.82302,620.0,177.49114
7.87,-0.0077,126.12295,661.0,178.79114
7.88,0.0181,128.81756,717.0,180.09114
7.89,-0.02978,130.14269,555.0,181.39114
7.9,0.00995,127.06947,715.0,182.69114
7.91,0.03409,129.08268,744.0,183.99114
7.92,-0.04942,135.8614,457.0,185.29114
7.93,0.00315,128.90434,735.0,186.59114
7.94,-0.01093,132.95794,595.0,187.89114
7.95,-0.04231,124.16935,565.0,189.19114
7.96,-0.01334,127.64359,636.0,190.49114
7.97,0.02193,126.69039,715.0,191.79114
7.98,-0.02978,139.20593,472.0,193.09114
7.99,-0.03507,124.93849,619.0,194.39114
8.0,-0.01648,130.23424,593.0,195.69114
8.01,-0.05443,134.92537,451.0,196.99114
8.02,-0.0344,127.22301,593.0,198.29114
8.03,-0.01769,127.70033,576.0,199.59114
8.04,-0.02125,139.2312,487.0,200.89114
8.05,-0.03566,128.96633,524.0,202.19114
8.06,0.00818,130.27525,602.0,203.49114
8.07,0.01479,139.38856,525.0,204.79114
8.08,0.0121,123.11411,617.0,206.09114
8.09,-0.01766,127.10524,506.0,207.39114
8.1,0.00656,135.6225,559.0,208.69114
8.11,-0.00549,128.15952,560.0,209.99114
8.12,0.00471,128.97778,576.0,211.29114
8.13,0.06365,127.17438,729.0,212.59114
8.14,0.02537,128.75605,543.0,213.89114
8.15,-0.00851,133.91161,485.0,215.19114
8.16,0.008,119.15684,671.0,216.49114
8.17,0.00983,131.24323,561.0,217.79114
8.18,0.0028,129.55236,581.0,219.09114
8.19,-0.01378,128.75891,574.0,220.39114
8.2,0.03482,131.49071,710.0,221.69114
8.21,0.0416,135.75697,655.0,222.99114
8.22,0.01775,128.08943,626.0,224.29114
8.23,-0.01971,127.29931,541.0,225.59114
8.24,0.02946,130.42116,709.0,226.89114
8.25,-0.00878,133.27217,559.0,228.19114
8.26,0.00582,126.85204,681.0,229.49114
8.27,0.01598,126.28698,666.0,230.79114
8.28,0.05775,127.4581,769.0,232.09114
8.29,-0.02329,133.72421,531.0,233.39114
8.3,-0.01695,138.45921,593.0,234.69114
8.31,-0.02981,125.59032,625.0,235.99114
