Time,DPOS(0),MSPEED(0),DRIVE_FE(0),DEMAND_SPEED(0),DEMAND_SPEED_NORMALISED(0)
1.391,-582422456.0,0.0,0.0,0.0,0.0
1.392,-582422455.0,1000.0,0.0,1.0,1000.0
1.393,-582422456.0,-1000.0,0.0,-1.0,-1000.0
1.394,-582422456.0,0.0,0.0,0.0,0.0
1.395,-582422455.0,1000.0,0.0,1.0,1000.0
1.396,-582422455.0,0.0,0.0,0.0,0.0
1.397,-582422454.0,1000.0,0.0,1.0,1000.0
1.398,-582422455.0,-1000.0,0.0,-1.0,-1000.0
1.399,-582422455.0,0.0,0.0,0.0,0.0
1.4,-582422455.0,0.0,0.0,0.0,0.0
1.401,-582422455.0,0.0,0.0,0.0,0.0
1.402,-582422455.0,0.0,0.0,0.0,0.0
1.403,-582422455.0,0.0,0.0,0.0,0.0
1.404,-582422455.0,0.0,0.0,0.0,0.0
1.405,-582422455.0,0.0,0.0,0.0,0.0
1.406,-582422455.0,0.0,0.0,0.0,0.0
1.407,-582422455.0,0.0,0.0,0.0,0.0
1.408,-582422455.0,0.0,0.0,0.0,0.0
1.409,-582422456.0,-1000.0,0.0,-1.0,-1000.0
1.41,-582422455.0,1000.0,0.0,1.0,1000.0
1.411,-582422456.0,-1000.0,0.0,-1.0,-1000.0
1.412,-582422455.0,1000.0,0.0,1.0,1000.0
1.413,-582422455.0,0.0,0.0,0.0,0.0
1.414,-582422455.0,0.0,0.0,0.0,0.0
1.415,-582422454.0,1000.0,0.0,1.0,1000.0
1.416,-582422455.0,-1000.0,0.0,-1.0,-1000.0
1.417,-582422456.0,-1000.0,0.0,-1.0,-1000.0
1.418,-582422456.0,0.0,0.0,0.0,0.0
1.419,-582422455.0,1000.0,0.0,1.0,1000.0
1.42,-582422455.0,0.0,0.0,0.0,0.0
1.421,-582422456.0,-1000.0,0.0,-1.0,-1000.0
1.422,-582422455.0,1000.0,0.0,1.0,1000.0
1.423,-582422455.0,0.0,0.0,0.0,0.0
1.424,-582422455.0,0.0,0.0,0.0,0.0
1.425,-582422454.0,1000.0,0.0,1.0,1000.0
1.426,-582422453.0,1000.0,0.0,1.0,1000.0
1.427,-582422455.0,-2000.0,0.0,-2.0,-2000.0
1.428,-582422456.0,-1000.0,0.0,-1.0,-1000.0
1.429,-582422455.0,1000.0,0.0,1.0,1000.0
1.43,-582422455.0,0.0,0.0,0.0,0.0
1.431,-582422455.0,0.0,0.0,0.0,0.0
1.432,-582422455.0,0.0,0.0,0.0,0.0
1.433,-582422455.0,0.0,0.0,0.0,0.0
1.434,-582422455.0,0.0,0.0,0.0,0.0
1.435,-582422456.0,-1000.0,0.0,-1.0,-1000.0
1.436,-582422455.0,1000.0,0.0,1.0,1000.0
1.437,-582422456.0,-1000.0,0.0,-1.0,-1000.0
1.438,-582422455.0,1000.0,0.0,1.0,1000.0
1.439,-582422457.0,-2000.0,0.0,-2.0,-2000.0
1.44,-582422456.0,1000.0,0.0,1.0,1000.0
1.441,-582422455.0,1000.0,0.0,1.0,1000.0
1.442,-582422455.0,0.0,0.0,0.0,0.0
1.443,-582422457.0,-2000.0,0.0,-2.0,-2000.0
1.444,-582422456.0,1000.0,0.0,1.0,1000.0
1.445,-582422454.0,2000.0,0.0,2.0,2000.0
1.446,-582422454.0,0.0,0.0,0.0,0.0
1.447,-582422454.0,0.0,0.0,0.0,0.0
1.448,-582422455.0,-1000.0,0.0,-1.0,-1000.0
1.449,-582422455.0,0.0,0.0,0.0,0.0
1.45,-582422455.0,0.0,0.0,0.0,0.0
1.451,-582422455.0,0.0,0.0,0.0,0.0
1.452,-582422454.0,1000.0,0.0,1.0,1000.0
1.453,-582422454.0,0.0,0.0,0.0,0.0
1.454,-582422454.0,0.0,0.0,0.0,0.0
1.455,-582422454.0,0.0,0.0,0.0,0.0
1.456,-582422454.0,0.0,0.0,0.0,0.0
1.457,-582422455.0,-1000.0,0.0,-1.0,-1000.0
1.458,-582422455.0,0.0,0.0,0.0,0.0
1.459,-582422455.0,0.0,0.0,0.0,0.0
1.46,-582422455.0,0.0,0.0,0.0,0.0
1.461,-582422456.0,-1000.0,0.0,-1.0,-1000.0
1.462,-582422455.0,1000.0,0.0,1.0,1000.0
1.463,-582422455.0,0.0,0.0,0.0,0.0
1.464,-582422456.0,-1000.0,0.0,-1.0,-1000.0
1.465,-582422456.0,0.0,0.0,0.0,0.0
1.466,-582422455.0,1000.0,0.0,1.0,1000.0
1.467,-582422454.0,1000.0,0.0,1.0,1000.0
1.468,-582422454.0,0.0,0.0,0.0,0.0
1.469,-582422454.0,0.0,0.0,0.0,0.0
1.47,-582422454.0,0.0,0.0,0.0,0.0
1.471,-582422454.0,0.0,0.0,0.0,0.0
1.472,-582422455.0,-1000.0,0.0,-1.0,-1000.0
1.473,-582422456.0,-1000.0,0.0,-1.0,-1000.0
1.474,-582422456.0,0.0,0.0,0.0,0.0
1.475,-582422457.0,-1000.0,0.0,-1.0,-1000.0
1.476,-582422456.0,1000.0,0.0,1.0,1000.0
1.477,-582422455.0,1000.0,0.0,1.0,1000.0
1.478,-582422456.0,-1000.0,0.0,-1.0,-1000.0
1.479,-582422456.0,0.0,0.0,0.0,0.0
1.48,-582422455.0,1000.0,0.0,1.0,1000.0
1.481,-582422454.0,1000.0,0.0,1.0,1000.0
1.482,-582422455.0,-1000.0,0.0,-1.0,-1000.0
1.483,-582422456.0,-1000.0,0.0,-1.0,-1000.0
1.484,-582422455.0,1000.0,0.0,1.0,1000.0
1.485,-582422455.0,0.0,0.0,0.0,0.0
1.486,-582422456.0,-1000.0,0.0,-1.0,-1000.0
1.487,-582422455.0,1000.0,0.0,1.0,1000.0
1.488,-582422455.0,0.0,0.0,0.0,0.0
1.489,-582422456.0,-1000.0,0.0,-1.0,-1000.0
1.49,-582422455.0,1000.0,0.0,1.0,1000.0
1.491,-582422456.0,-1000.0,0.0,-1.0,-1000.0
1.492,-582422455.0,1000.0,0.0,1.0,1000.0
1.493,-582422455.0,0.0,0.0,0.0,0.0
1.494,-582422455.0,0.0,0.0,0.0,0.0
1.495,-582422456.0,-1000.0,0.0,-1.0,-1000.0
1.496,-582422455.0,1000.0,0.0,1.0,1000.0
1.497,-582422454.0,1000.0,0.0,1.0,1000.0
1.498,-582422455.0,-1000.0,0.0,-1.0,-1000.0
1.499,-582422454.0,1000.0,0.0,1.0,1000.0
1.5,-582422455.0,-1000.0,0.0,-1.0,-1000.0
1.501,-582422456.0,-1000.0,0.0,-1.0,-1000.0
1.502,-582422456.0,0.0,0.0,0.0,0.0
1.503,-582422455.0,1000.0,0.0,1.0,1000.0
1.504,-582422456.0,-1000.0,0.0,-1.0,-1000.0
1.505,-582422455.0,1000.0,0.0,1.0,1000.0
1.506,-582422456.0,-1000.0,0.0,-1.0,-1000.0
1.507,-582422455.0,1000.0,0.0,1.0,1000.0
1.508,-582422456.0,-1000.0,0.0,-1.0,-1000.0
1.509,-582422456.0,0.0,0.0,0.0,0.0
1.51,-582422455.0,1000.0,0.0,1.0,1000.0
1.511,-582422456.0,-1000.0,0.0,-1.0,-1000.0
1.512,-582422455.0,1000.0,0.0,1.0,1000.0
1.513,-582422456.0,-1000.0,0.0,-1.0,-1000.0
1.514,-582422455.0,1000.0,0.0,1.0,1000.0
1.515,-582422454.0,1000.0,0.0,1.0,1000.0
1.516,-582422455.0,-1000.0,0.0,-1.0,-1000.0
1.517,-582422455.0,0.0,0.0,0.0,0.0
1.518,-582422455.0,0.0,0.0,0.0,0.0
1.519,-582422455.0,0.0,0.0,0.0,0.0
1.52,-582422454.0,1000.0,0.0,1.0,1000.0
1.521,-582422455.0,-1000.0,0.0,-1.0,-1000.0
1.522,-582422455.0,0.0,0.0,0.0,0.0
1.523,-582422456.0,-1000.0,0.0,-1.0,-1000.0
1.524,-582422456.0,0.0,0.0,0.0,0.0
1.525,-582422456.0,0.0,0.0,0.0,0.0
1.526,-582422456.0,0.0,0.0,0.0,0.0
1.527,-582422457.0,-1000.0,0.0,-1.0,-1000.0
1.528,-582422455.0,2000.0,0.0,2.0,2000.0
1.529,-582422454.0,1000.0,0.0,1.0,1000.0
1.53,-582422455.0,-1000.0,0.0,-1.0,-1000.0
1.531,-582422455.0,0.0,0.0,0.0,0.0
1.532,-582422456.0,-1000.0,0.0,-1.0,-1000.0
1.533,-582422456.0,0.0,0.0,0.0,0.0
1.534,-582422456.0,0.0,0.0,0.0,0.0
1.535,-582422455.0,1000.0,0.0,1.0,1000.0
1.536,-582422456.0,-1000.0,0.0,-1.0,-1000.0
1.537,-582422456.0,0.0,0.0,0.0,0.0
1.538,-582422455.0,1000.0,0.0,1.0,1000.0
1.539,-582422455.0,0.0,0.0,0.0,0.0
1.54,-582422454.0,1000.0,0.0,1.0,1000.0
1.541,-582422455.0,-1000.0,0.0,-1.0,-1000.0
1.542,-582422456.0,-1000.0,0.0,-1.0,-1000.0
1.543,-582422455.0,1000.0,0.0,1.0,1000.0
1.544,-582422456.0,-1000.0,0.0,-1.0,-1000.0
1.545,-582422456.0,0.0,0.0,0.0,0.0
1.546,-582422455.0,1000.0,0.0,1.0,1000.0
1.547,-582422456.0,-1000.0,0.0,-1.0,-1000.0
1.548,-582422455.0,1000.0,0.0,1.0,1000.0
1.549,-582422455.0,0.0,0.0,0.0,0.0
1.55,-582422454.0,1000.0,0.0,1.0,1000.0
1.551,-582422455.0,-1000.0,0.0,-1.0,-1000.0
1.552,-582422456.0,-1000.0,0.0,-1.0,-1000.0
1.553,-582422455.0,1000.0,0.0,1.0,1000.0
1.554,-582422455.0,0.0,0.0,0.0,0.0
1.555,-582422456.0,-1000.0,0.0,-1.0,-1000.0
1.556,-582422455.0,1000.0,0.0,1.0,1000.0
1.557,-582422456.0,-1000.0,0.0,-1.0,-1000.0
1.558,-582422456.0,0.0,0.0,0.0,0.0
1.559,-582422455.0,1000.0,0.0,1.0,1000.0
1.56,-582422456.0,-1000.0,0.0,-1.0,-1000.0
1.561,-582422456.0,0.0,0.0,0.0,0.0
1.562,-582422455.0,1000.0,0.0,1.0,1000.0
1.563,-582422455.0,0.0,0.0,0.0,0.0
1.564,-582422456.0,-1000.0,0.0,-1.0,-1000.0
1.565,-582422457.0,-1000.0,0.0,-1.0,-1000.0
1.566,-582422455.0,2000.0,0.0,2.0,2000.0
1.567,-582422456.0,-1000.0,0.0,-1.0,-1000.0
1.568,-582422456.0,0.0,0.0,0.0,0.0
1.569,-582422456.0,0.0,0.0,0.0,0.0
1.57,-582422456.0,0.0,0.0,0.0,0.0
1.571,-582422457.0,-1000.0,0.0,-1.0,-1000.0
1.572,-582422455.0,2000.0,0.0,2.0,2000.0
1.573,-582422455.0,0.0,0.0,0.0,0.0
1.574,-582422456.0,-1000.0,0.0,-1.0,-1000.0
1.575,-582422456.0,0.0,0.0,0.0,0.0
1.576,-582422456.0,0.0,0.0,0.0,0.0
1.577,-582422454.0,2000.0,0.0,2.0,2000.0
1.578,-582422455.0,-1000.0,0.0,-1.0,-1000.0
1.579,-582422455.0,0.0,0.0,0.0,0.0
1.58,-582422456.0,-1000.0,0.0,-1.0,-1000.0
1.581,-582422456.0,0.0,0.0,0.0,0.0
1.582,-582422455.0,1000.0,0.0,1.0,1000.0
1.583,-582422454.0,1000.0,0.0,1.0,1000.0
1.584,-582422454.0,0.0,0.0,0.0,0.0
1.585,-582422455.0,-1000.0,0.0,-1.0,-1000.0
1.586,-582422456.0,-1000.0,0.0,-1.0,-1000.0
1.587,-582422456.0,0.0,0.0,0.0,0.0
1.588,-582422456.0,0.0,0.0,0.0,0.0
1.589,-582422455.0,1000.0,0.0,1.0,1000.0
1.59,-582422457.0,-2000.0,0.0,-2.0,-2000.0
1.591,-582422455.0,2000.0,0.0,2.0,2000.0
1.592,-582422455.0,0.0,0.0,0.0,0.0
1.593,-582422455.0,0.0,0.0,0.0,0.0
1.594,-582422455.0,0.0,0.0,0.0,0.0
1.595,-582422455.0,0.0,0.0,0.0,0.0
1.596,-582422455.0,0.0,0.0,0.0,0.0
1.597,-582422456.0,-1000.0,0.0,-1.0,-1000.0
1.598,-582422455.0,1000.0,0.0,1.0,1000.0
1.599,-582422454.0,1000.0,0.0,1.0,1000.0
1.6,-582422454.0,0.0,0.0,0.0,0.0
1.601,-582422455.0,-1000.0,0.0,-1.0,-1000.0
1.602,-582422455.0,0.0,0.0,0.0,0.0
1.603,-582422455.0,0.0,0.0,0.0,0.0
1.604,-582422456.0,-1000.0,0.0,-1.0,-1000.0
1.605,-582422456.0,0.0,0.0,0.0,0.0
1.606,-582422455.0,1000.0,0.0,1.0,1000.0
1.607,-582422455.0,0.0,0.0,0.0,0.0
1.608,-582422455.0,0.0,0.0,0.0,0.0
1.609,-582422455.0,0.0,0.0,0.0,0.0
1.61,-582422456.0,-1000.0,0.0,-1.0,-1000.0
1.611,-582422455.0,1000.0,0.0,1.0,1000.0
1.612,-582422456.0,-1000.0,0.0,-1.0,-1000.0
1.613,-582422456.0,0.0,0.0,0.0,0.0
1.614,-582422456.0,0.0,0.0,0.0,0.0
1.615,-582422456.0,0.0,0.0,0.0,0.0
1.616,-582422456.0,0.0,0.0,0.0,0.0
1.617,-582422456.0,0.0,0.0,0.0,0.0
1.618,-582422454.0,2000.0,0.0,2.0,2000.0
1.619,-582422456.0,-2000.0,0.0,-2.0,-2000.0
1.62,-582422454.0,2000.0,0.0,2.0,2000.0
1.621,-582422455.0,-1000.0,0.0,-1.0,-1000.0
1.622,-582422455.0,0.0,0.0,0.0,0.0
1.623,-582422456.0,-1000.0,0.0,-1.0,-1000.0
1.624,-582422456.0,0.0,0.0,0.0,0.0
1.625,-582422456.0,0.0,0.0,0.0,0.0
1.626,-582422455.0,1000.0,0.0,1.0,1000.0
1.627,-582422456.0,-1000.0,0.0,-1.0,-1000.0
1.628,-582422456.0,0.0,0.0,0.0,0.0
1.629,-582422456.0,0.0,0.0,0.0,0.0
1.63,-582422456.0,0.0,0.0,0.0,0.0
1.631,-582422457.0,-1000.0,0.0,-1.0,-1000.0
1.632,-582422456.0,1000.0,0.0,1.0,1000.0
1.633,-582422456.0,0.0,0.0,0.0,0.0
1.634,-582422455.0,1000.0,0.0,1.0,1000.0
1.635,-582422456.0,-1000.0,0.0,-1.0,-1000.0
1.636,-582422455.0,1000.0,0.0,1.0,1000.0
1.637,-582422456.0,-1000.0,0.0,-1.0,-1000.0
1.638,-582422457.0,-1000.0,0.0,-1.0,-1000.0
1.639,-582422456.0,1000.0,0.0,1.0,1000.0
1.64,-582422455.0,1000.0,0.0,1.0,1000.0
1.641,-582422455.0,0.0,0.0,0.0,0.0
1.642,-582422455.0,0.0,0.0,0.0,0.0
1.643,-582422456.0,-1000.0,0.0,-1.0,-1000.0
1.644,-582422456.0,0.0,0.0,0.0,0.0
1.645,-582422456.0,0.0,0.0,0.0,0.0
1.646,-582422456.0,0.0,0.0,0.0,0.0
1.647,-582422455.0,1000.0,0.0,1.0,1000.0
1.648,-582422455.0,0.0,0.0,0.0,0.0
1.649,-582422457.0,-2000.0,0.0,-2.0,-2000.0
1.65,-582422455.0,2000.0,0.0,2.0,2000.0
1.651,-582422456.0,-1000.0,0.0,-1.0,-1000.0
1.652,-582422456.0,0.0,0.0,0.0,0.0
1.653,-582422455.0,1000.0,0.0,1.0,1000.0
1.654,-582422456.0,-1000.0,0.0,-1.0,-1000.0
1.655,-582422454.0,2000.0,0.0,2.0,2000.0
1.656,-582422457.0,-3000.0,0.0,-3.0,-3000.0
1.657,-582422457.0,0.0,0.0,0.0,0.0
1.658,-582422456.0,1000.0,0.0,1.0,1000.0
1.659,-582422456.0,0.0,0.0,0.0,0.0
1.66,-582422456.0,0.0,0.0,0.0,0.0
1.661,-582422456.0,0.0,0.0,0.0,0.0
1.662,-582422456.0,0.0,0.0,0.0,0.0
1.663,-582422455.0,1000.0,0.0,1.0,1000.0
1.664,-582422456.0,-1000.0,0.0,-1.0,-1000.0
1.665,-582422456.0,0.0,0.0,0.0,0.0
1.666,-582422456.0,0.0,0.0,0.0,0.0
1.667,-582422456.0,0.0,0.0,0.0,0.0
1.668,-582422457.0,-1000.0,0.0,-1.0,-1000.0
1.669,-582422457.0,0.0,0.0,0.0,0.0
1.67,-582422456.0,1000.0,0.0,1.0,1000.0
1.671,-582422456.0,0.0,0.0,0.0,0.0
1.672,-582422456.0,0.0,0.0,0.0,0.0
1.673,-582422456.0,0.0,0.0,0.0,0.0
1.674,-582422457.0,-1000.0,0.0,-1.0,-1000.0
1.675,-582422455.0,2000.0,0.0,2.0,2000.0
1.676,-582422456.0,-1000.0,0.0,-1.0,-1000.0
1.677,-582422456.0,0.0,0.0,0.0,0.0
1.678,-582422457.0,-1000.0,0.0,-1.0,-1000.0
1.679,-582422456.0,1000.0,0.0,1.0,1000.0
1.68,-582422456.0,0.0,0.0,0.0,0.0
1.681,-582422455.0,1000.0,0.0,1.0,1000.0
1.682,-582422455.0,0.0,0.0,0.0,0.0
1.683,-582422456.0,-1000.0,0.0,-1.0,-1000.0
1.684,-582422455.0,1000.0,0.0,1.0,1000.0
1.685,-582422458.0,-3000.0,0.0,-3.0,-3000.0
1.686,-582422456.0,2000.0,0.0,2.0,2000.0
1.687,-582422456.0,0.0,0.0,0.0,0.0
1.688,-582422457.0,-1000.0,0.0,-1.0,-1000.0
1.689,-582422456.0,1000.0,0.0,1.0,1000.0
1.69,-582422456.0,0.0,0.0,0.0,0.0
1.691,-582422456.0,0.0,0.0,0.0,0.0
1.692,-582422456.0,0.0,0.0,0.0,0.0
1.693,-582422455.0,1000.0,0.0,1.0,1000.0
1.694,-582422456.0,-1000.0,0.0,-1.0,-1000.0
1.695,-582422456.0,0.0,0.0,0.0,0.0
1.696,-582422455.0,1000.0,0.0,1.0,1000.0
1.697,-582422457.0,-2000.0,0.0,-2.0,-2000.0
1.698,-582422457.0,0.0,0.0,0.0,0.0
1.699,-582422456.0,1000.0,0.0,1.0,1000.0
1.7,-582422456.0,0.0,0.0,0.0,0.0
1.701,-582422454.0,2000.0,0.0,2.0,2000.0
1.702,-582422456.0,-2000.0,0.0,-2.0,-2000.0
1.703,-582422457.0,-1000.0,0.0,-1.0,-1000.0
1.704,-582422456.0,1000.0,0.0,1.0,1000.0
1.705,-582422454.0,2000.0,0.0,2.0,2000.0
1.706,-582422455.0,-1000.0,0.0,-1.0,-1000.0
1.707,-582422455.0,0.0,0.0,0.0,0.0
1.708,-582422456.0,-1000.0,0.0,-1.0,-1000.0
1.709,-582422456.0,0.0,0.0,0.0,0.0
1.71,-582422456.0,0.0,0.0,0.0,0.0
1.711,-582422456.0,0.0,0.0,0.0,0.0
1.712,-582422455.0,1000.0,0.0,1.0,1000.0
1.713,-582422455.0,0.0,0.0,0.0,0.0
1.714,-582422455.0,0.0,0.0,0.0,0.0
1.715,-582422455.0,0.0,0.0,0.0,0.0
1.716,-582422456.0,-1000.0,0.0,-1.0,-1000.0
1.717,-582422455.0,1000.0,0.0,1.0,1000.0
1.718,-582422456.0,-1000.0,0.0,-1.0,-1000.0
1.719,-582422455.0,1000.0,0.0,1.0,1000.0
1.72,-582422455.0,0.0,0.0,0.0,0.0
1.721,-582422455.0,0.0,0.0,0.0,0.0
1.722,-582422454.0,1000.0,0.0,1.0,1000.0
1.723,-582422456.0,-2000.0,0.0,-2.0,-2000.0
1.724,-582422455.0,1000.0,0.0,1.0,1000.0
1.725,-582422454.0,1000.0,0.0,1.0,1000.0
1.726,-582422455.0,-1000.0,0.0,-1.0,-1000.0
1.727,-582422455.0,0.0,0.0,0.0,0.0
1.728,-582422454.0,1000.0,0.0,1.0,1000.0
1.729,-582422454.0,0.0,0.0,0.0,0.0
1.73,-582422455.0,-1000.0,0.0,-1.0,-1000.0
1.731,-582422455.0,0.0,0.0,0.0,0.0
1.732,-582422456.0,-1000.0,0.0,-1.0,-1000.0
1.733,-582422455.0,1000.0,0.0,1.0,1000.0
1.734,-582422455.0,0.0,0.0,0.0,0.0
1.735,-582422454.0,1000.0,0.0,1.0,1000.0
1.736,-582422456.0,-2000.0,0.0,-2.0,-2000.0
1.737,-582422455.0,1000.0,0.0,1.0,1000.0
1.738,-582422456.0,-1000.0,0.0,-1.0,-1000.0
1.739,-582422455.0,1000.0,0.0,1.0,1000.0
1.74,-582422455.0,0.0,0.0,0.0,0.0
1.741,-582422455.0,0.0,0.0,0.0,0.0
1.742,-582422456.0,-1000.0,0.0,-1.0,-1000.0
1.743,-582422455.0,1000.0,0.0,1.0,1000.0
1.744,-582422456.0,-1000.0,0.0,-1.0,-1000.0
1.745,-582422456.0,0.0,0.0,0.0,0.0
1.746,-582422456.0,0.0,0.0,0.0,0.0
1.747,-582422456.0,0.0,0.0,0.0,0.0
1.748,-582422455.0,1000.0,0.0,1.0,1000.0
1.749,-582422455.0,0.0,0.0,0.0,0.0
1.75,-582422454.0,1000.0,0.0,1.0,1000.0
1.751,-582422455.0,-1000.0,0.0,-1.0,-1000.0
1.752,-582422455.0,0.0,0.0,0.0,0.0
1.753,-582422455.0,0.0,0.0,0.0,0.0
1.754,-582422455.0,0.0,0.0,0.0,0.0
1.755,-582422454.0,1000.0,0.0,1.0,1000.0
1.756,-582422456.0,-2000.0,0.0,-2.0,-2000.0
1.757,-582422455.0,1000.0,0.0,1.0,1000.0
1.758,-582422455.0,0.0,0.0,0.0,0.0
1.759,-582422454.0,1000.0,0.0,1.0,1000.0
1.76,-582422455.0,-1000.0,0.0,-1.0,-1000.0
1.761,-582422454.0,1000.0,0.0,1.0,1000.0
1.762,-582422455.0,-1000.0,0.0,-1.0,-1000.0
1.763,-582422455.0,0.0,0.0,0.0,0.0
1.764,-582422454.0,1000.0,0.0,1.0,1000.0
1.765,-582422457.0,-3000.0,0.0,-3.0,-3000.0
1.766,-582422457.0,0.0,0.0,0.0,0.0
1.767,-582422456.0,1000.0,0.0,1.0,1000.0
1.768,-582422455.0,1000.0,0.0,1.0,1000.0
1.769,-582422456.0,-1000.0,0.0,-1.0,-1000.0
1.77,-582422454.0,2000.0,0.0,2.0,2000.0
1.771,-582422455.0,-1000.0,0.0,-1.0,-1000.0
1.772,-582422456.0,-1000.0,0.0,-1.0,-1000.0
1.773,-582422455.0,1000.0,0.0,1.0,1000.0
1.774,-582422456.0,-1000.0,0.0,-1.0,-1000.0
1.775,-582422454.0,2000.0,0.0,2.0,2000.0
1.776,-582422455.0,-1000.0,0.0,-1.0,-1000.0
1.777,-582422456.0,-1000.0,0.0,-1.0,-1000.0
1.778,-582422455.0,1000.0,0.0,1.0,1000.0
1.779,-582422456.0,-1000.0,0.0,-1.0,-1000.0
1.78,-582422456.0,0.0,0.0,0.0,0.0
1.781,-582422455.0,1000.0,0.0,1.0,1000.0
1.782,-582422455.0,0.0,0.0,0.0,0.0
1.783,-582422456.0,-1000.0,0.0,-1.0,-1000.0
1.784,-582422456.0,0.0,0.0,0.0,0.0
1.785,-582422455.0,1000.0,0.0,1.0,1000.0
1.786,-582422454.0,1000.0,0.0,1.0,1000.0
1.787,-582422454.0,0.0,0.0,0.0,0.0
1.788,-582422455.0,-1000.0,0.0,-1.0,-1000.0
1.789,-582422455.0,0.0,0.0,0.0,0.0
1.79,-582422455.0,0.0,0.0,0.0,0.0
1.791,-582422456.0,-1000.0,0.0,-1.0,-1000.0
1.792,-582422456.0,0.0,0.0,0.0,0.0
1.793,-582422455.0,1000.0,0.0,1.0,1000.0
1.794,-582422455.0,0.0,0.0,0.0,0.0
1.795,-582422455.0,0.0,0.0,0.0,0.0
1.796,-582422455.0,0.0,0.0,0.0,0.0
1.797,-582422456.0,-1000.0,0.0,-1.0,-1000.0
1.798,-582422455.0,1000.0,0.0,1.0,1000.0
1.799,-582422455.0,0.0,0.0,0.0,0.0
1.8,-582422456.0,-1000.0,0.0,-1.0,-1000.0
1.801,-582422456.0,0.0,0.0,0.0,0.0
1.802,-582422456.0,0.0,0.0,0.0,0.0
1.803,-582422456.0,0.0,0.0,0.0,0.0
1.804,-582422455.0,1000.0,0.0,1.0,1000.0
1.805,-582422456.0,-1000.0,0.0,-1.0,-1000.0
1.806,-582422456.0,0.0,0.0,0.0,0.0
1.807,-582422455.0,1000.0,0.0,1.0,1000.0
1.808,-582422455.0,0.0,0.0,0.0,0.0
1.809,-582422455.0,0.0,0.0,0.0,0.0
1.81,-582422456.0,-1000.0,0.0,-1.0,-1000.0
1.811,-582422456.0,0.0,0.0,0.0,0.0
1.812,-582422456.0,0.0,0.0,0.0,0.0
1.813,-582422456.0,0.0,0.0,0.0,0.0
1.814,-582422455.0,1000.0,0.0,1.0,1000.0
1.815,-582422455.0,0.0,0.0,0.0,0.0
1.816,-582422455.0,0.0,0.0,0.0,0.0
1.817,-582422456.0,-1000.0,0.0,-1.0,-1000.0
1.818,-582422455.0,1000.0,0.0,1.0,1000.0
1.819,-582422456.0,-1000.0,0.0,-1.0,-1000.0
1.82,-582422454.0,2000.0,0.0,2.0,2000.0
1.821,-582422455.0,-1000.0,0.0,-1.0,-1000.0
1.822,-582422456.0,-1000.0,0.0,-1.0,-1000.0
1.823,-582422455.0,1000.0,0.0,1.0,1000.0
1.824,-582422456.0,-1000.0,0.0,-1.0,-1000.0
1.825,-582422456.0,0.0,0.0,0.0,0.0
1.826,-582422456.0,0.0,0.0,0.0,0.0
1.827,-582422455.0,1000.0,0.0,1.0,1000.0
1.828,-582422456.0,-1000.0,0.0,-1.0,-1000.0
1.829,-582422456.0,0.0,0.0,0.0,0.0
1.83,-582422456.0,0.0,0.0,0.0,0.0
1.831,-582422456.0,0.0,0.0,0.0,0.0
1.832,-582422455.0,1000.0,0.0,1.0,1000.0
1.833,-582422456.0,-1000.0,0.0,-1.0,-1000.0
1.834,-582422456.0,0.0,0.0,0.0,0.0
1.835,-582422455.0,1000.0,0.0,1.0,1000.0
1.836,-582422455.0,0.0,0.0,0.0,0.0
1.837,-582422455.0,0.0,0.0,0.0,0.0
1.838,-582422455.0,0.0,0.0,0.0,0.0
1.839,-582422455.0,0.0,0.0,0.0,0.0
1.84,-582422455.0,0.0,0.0,0.0,0.0
1.841,-582422455.0,0.0,0.0,0.0,0.0
1.842,-582422456.0,-1000.0,0.0,-1.0,-1000.0
1.843,-582422456.0,0.0,0.0,0.0,0.0
1.844,-582422456.0,0.0,0.0,0.0,0.0
1.845,-582422456.0,0.0,0.0,0.0,0.0
1.846,-582422455.0,1000.0,0.0,1.0,1000.0
1.847,-582422454.0,1000.0,0.0,1.0,1000.0
1.848,-582422456.0,-2000.0,0.0,-2.0,-2000.0
1.849,-582422457.0,-1000.0,0.0,-1.0,-1000.0
1.85,-582422455.0,2000.0,0.0,2.0,2000.0
1.851,-582422455.0,0.0,0.0,0.0,0.0
1.852,-582422456.0,-1000.0,0.0,-1.0,-1000.0
1.853,-582422457.0,-1000.0,0.0,-1.0,-1000.0
1.854,-582422455.0,2000.0,0.0,2.0,2000.0
1.855,-582422456.0,-1000.0,0.0,-1.0,-1000.0
1.856,-582422456.0,0.0,0.0,0.0,0.0
1.857,-582422455.0,1000.0,0.0,1.0,1000.0
1.858,-582422456.0,-1000.0,0.0,-1.0,-1000.0
1.859,-582422457.0,-1000.0,0.0,-1.0,-1000.0
1.86,-582422456.0,1000.0,0.0,1.0,1000.0
1.861,-582422456.0,0.0,0.0,0.0,0.0
1.862,-582422456.0,0.0,0.0,0.0,0.0
1.863,-582422455.0,1000.0,0.0,1.0,1000.0
1.864,-582422456.0,-1000.0,0.0,-1.0,-1000.0
1.865,-582422456.0,0.0,0.0,0.0,0.0
1.866,-582422456.0,0.0,0.0,0.0,0.0
1.867,-582422455.0,1000.0,0.0,1.0,1000.0
1.868,-582422455.0,0.0,0.0,0.0,0.0
1.869,-582422456.0,-1000.0,0.0,-1.0,-1000.0
1.87,-582422454.0,2000.0,0.0,2.0,2000.0
