Time,MPOS(0),DPOS(0),DRIVE_FE(0),MSPEEDF(0)
0.492,184.96928,184.96929,1.09673e-05,-0.02098
0.493,184.96929,184.96929,9.53674e-07,0.01097
0.494,184.9693,184.96929,-4.76837e-06,0.00477
0.495,184.96928,184.96929,1.00136e-05,-0.01335
0.496,184.9693,184.96929,-9.53674e-07,0.01144
0.497,184.9693,184.96929,-8.10623e-06,0.00906
0.498,184.96931,184.96929,-1.19209e-05,0.00048
0.499,184.96929,184.96929,2.86102e-06,-0.01621
0.5,184.96929,184.96929,7.62939e-06,0.0
0.501,184.96929,184.96929,1.43051e-06,0.00048
0.502,184.96929,184.96929,9.53674e-06,-0.00095
0.503,184.96929,184.96929,-1.90735e-06,0.00525
0.504,184.9693,184.96929,-7.15256e-06,0.00525
0.505,184.9693,184.96929,-4.76837e-07,-0.00381
0.506,184.96929,184.96929,5.24521e-06,-0.00668
0.507,184.9693,184.96929,-5.72205e-06,0.01001
0.508,184.96929,184.96929,6.19888e-06,-0.01144
0.509,184.96929,184.96929,0.0,0.00525
0.51,184.96929,184.96929,5.72205e-06,-0.00477
0.511,184.96929,184.96929,2.38419e-06,0.00286
0.512,184.9693,184.96929,-1.90735e-06,0.0062
0.513,184.96928,184.96929,1.23978e-05,-0.01574
0.514,184.96929,184.96929,0.0,0.0124
0.515,184.96928,184.96929,9.05991e-06,-0.00858
0.516,184.96929,184.96929,1.43051e-06,0.00715
0.517,184.96929,184.96929,4.76837e-06,-0.00191
0.518,184.96929,184.96929,-1.43051e-06,0.00334
0.519,184.96929,184.96929,9.53674e-07,-0.00095
0.52,184.96929,184.96929,3.33786e-06,-0.00334
0.521,184.96928,184.96929,1.19209e-05,-0.00811
0.522,184.96929,184.96929,1.90735e-06,0.01001
0.523,184.96929,184.96929,4.29153e-06,0.0
0.524,184.9693,184.96929,-6.19888e-06,0.01049
0.525,184.96929,184.96929,3.8147e-06,-0.01287
0.526,184.96929,184.96929,4.29153e-06,0.00095
0.527,184.9693,184.96929,-7.15256e-06,0.00858
0.528,184.96928,184.96929,1.4782e-05,-0.01526
0.529,184.96928,184.96929,4.29153e-06,0.00143
0.53,184.96929,184.96929,7.62939e-06,0.00429
0.531,184.9693,184.96929,-7.62939e-06,0.01383
0.532,184.96929,184.96929,1.90735e-06,-0.0124
0.533,184.96928,184.96929,9.53674e-06,-0.0062
0.534,184.96929,184.96929,6.67572e-06,0.00525
0.535,184.96929,184.96929,6.19888e-06,-0.00143
0.536,184.96929,184.96929,3.33786e-06,0.00191
0.537,184.96929,184.96929,-1.43051e-06,0.00477
0.538,184.96929,184.96929,1.43051e-06,0.0
0.539,184.96929,184.96929,-9.53674e-07,0.0
0.54,184.96929,184.96929,1.00136e-05,-0.00763
0.541,184.96928,184.96929,1.23978e-05,-0.0062
0.542,184.96929,184.96929,7.62939e-06,0.00715
0.543,184.96928,184.96929,1.09673e-05,-0.00286
0.544,184.9693,184.96929,-1.43051e-06,0.01049
0.545,184.96928,184.96929,1.23978e-05,-0.01097
0.546,184.96929,184.96929,1.90735e-06,0.00858
0.547,184.96928,184.96929,1.14441e-05,-0.01383
0.548,184.96929,184.96929,7.62939e-06,0.00858
0.549,184.96929,184.96929,7.62939e-06,-0.00191
0.55,184.96929,184.96929,5.24521e-06,0.00191
0.551,184.96929,184.96929,6.67572e-06,0.00286
0.552,184.96928,184.96929,1.00136e-05,-0.00906
0.553,184.96929,184.96929,4.76837e-07,0.01144
0.554,184.96928,184.96929,5.72205e-06,-0.00811
0.555,184.96929,184.96929,6.19888e-06,0.00334
0.556,184.96929,184.96929,-4.76837e-07,0.00668
0.557,184.96928,184.96929,1.09673e-05,-0.01097
0.558,184.9693,184.96929,-8.10623e-06,0.01955
0.559,184.96929,184.96929,9.53674e-07,-0.01192
0.56,184.96929,184.96929,4.29153e-06,-0.00191
0.561,184.96929,184.96929,-2.86102e-06,0.00286
0.562,184.96929,184.96929,9.05991e-06,-0.00381
0.563,184.9693,184.96929,-6.19888e-06,0.00954
0.564,184.96929,184.96929,-1.90735e-06,-0.00477
0.565,184.9693,184.96929,-2.38419e-06,0.00525
0.566,184.9693,184.96929,-3.33786e-06,-0.00191
0.567,184.96929,184.96929,5.24521e-06,-0.00668
0.568,184.96929,184.96929,2.38419e-06,0.00238
0.569,184.96928,184.96929,8.58307e-06,-0.01001
0.57,184.96929,184.96929,8.58307e-06,0.00381
0.571,184.96929,184.96929,1.90735e-06,0.00763
0.572,184.9693,184.96929,-3.33786e-06,0.00191
0.573,184.96929,184.96929,7.62939e-06,-0.00763
0.574,184.96929,184.96929,4.76837e-06,-0.00191
0.575,184.96929,184.96929,2.38419e-06,0.00525
0.576,184.96928,184.96929,9.05991e-06,-0.00668
0.577,184.96929,184.96929,1.43051e-06,0.00906
0.578,184.9693,184.96929,-7.15256e-06,0.00429
0.579,184.96929,184.96929,2.86102e-06,-0.00525
0.58,184.9693,184.96929,-4.29153e-06,0.00334
0.581,184.96929,184.96929,8.10623e-06,-0.01097
0.582,184.96929,184.96929,3.33786e-06,0.00572
0.583,184.96929,184.96929,2.38419e-06,0.00143
0.584,184.96929,184.96929,1.14441e-05,-0.0062
0.585,184.96929,184.96929,2.86102e-06,0.00286
0.586,184.9693,184.96929,-3.33786e-06,0.0062
0.587,184.9693,184.96929,-3.33786e-06,0.00334
0.588,184.96929,184.96929,5.24521e-06,-0.01001
0.589,184.96928,184.96929,9.05991e-06,-0.00429
0.59,184.96929,184.96929,3.8147e-06,0.00429
0.591,184.9693,184.96929,-4.76837e-07,0.00668
0.592,184.96929,184.96929,-2.38419e-06,-0.00048
0.593,184.96929,184.96929,4.76837e-07,-0.00238
0.594,184.96929,184.96929,-1.90735e-06,0.00095
0.595,184.96929,184.96929,1.90735e-06,-0.00238
0.596,184.96929,184.96929,3.33786e-06,-0.00143
0.597,184.9693,184.96929,2.38419e-06,0.00572
0.598,184.96931,184.96929,-1.66893e-05,0.0186
0.599,184.96929,184.96929,-4.29153e-06,-0.02098
0.6,184.96929,184.96929,3.8147e-06,-0.00143
0.601,184.9693,184.96929,-4.29153e-06,0.00477
0.602,184.9693,184.96929,-4.76837e-07,0.0
0.603,184.96929,184.96929,5.72205e-06,-0.00858
0.604,184.9693,184.96929,-2.38419e-06,0.01049
0.605,184.9693,184.96929,-6.67572e-06,-0.00048
0.606,184.9693,184.96929,-1.43051e-06,0.00048
0.607,184.9693,184.96929,-4.29153e-06,0.00048
0.608,184.96929,184.96929,4.29153e-06,-0.01001
0.609,184.96928,184.96929,7.62939e-06,-0.00381
0.61,184.96929,184.96929,1.43051e-06,0.00715
0.611,184.9693,184.96929,-2.38419e-06,0.00334
0.612,184.96929,184.96929,7.62939e-06,-0.01001
0.613,184.96929,184.96929,8.58307e-06,0.0
0.614,184.96929,184.96929,5.72205e-06,0.00381
0.615,184.96928,184.96929,1.09673e-05,-0.00572
0.616,184.96929,184.96929,-1.90735e-06,0.01097
0.617,184.96929,184.96929,1.43051e-06,-0.00143
0.618,184.9693,184.96929,-9.05991e-06,0.00954
0.619,184.96929,184.96929,3.8147e-06,-0.01287
0.62,184.96929,184.96929,-9.53674e-07,0.00191
0.621,184.96929,184.96929,5.24521e-06,-0.00191
0.622,184.96928,184.96929,1.28746e-05,-0.00954
0.623,184.96929,184.96929,4.76837e-06,0.01049
0.624,184.96929,184.96929,4.29153e-06,-0.00095
0.625,184.9693,184.96929,-7.62939e-06,0.01049
0.626,184.9693,184.96929,-2.38419e-06,-0.00381
0.627,184.9693,184.96929,-4.76837e-07,0.0
0.628,184.9693,184.96929,-1.43051e-06,-0.00048
0.629,184.96929,184.96929,4.29153e-06,-0.00381
0.63,184.96929,184.96929,1.90735e-06,0.00095
0.631,184.9693,184.96929,-6.67572e-06,0.00906
0.632,184.9693,184.96929,-7.62939e-06,-0.00143
0.633,184.96929,184.96929,1.43051e-06,-0.00906
0.634,184.96929,184.96929,5.72205e-06,-0.00381
0.635,184.9693,184.96929,-5.24521e-06,0.01097
0.636,184.96929,184.96929,1.43051e-06,-0.00668
0.637,184.96928,184.96929,1.28746e-05,-0.0124
0.638,184.96929,184.96929,4.76837e-06,0.0124
0.639,184.96929,184.96929,-1.90735e-06,0.00286
0.64,184.96929,184.96929,7.62939e-06,-0.00906
0.641,184.96929,184.96929,4.76837e-06,0.00238
0.642,184.96929,184.96929,8.58307e-06,-0.00191
0.643,184.96929,184.96929,4.76837e-06,0.00334
0.644,184.96929,184.96929,6.19888e-06,0.00048
0.645,184.96929,184.96929,1.43051e-06,0.00048
0.646,184.9693,184.96929,-7.15256e-06,0.01097
0.647,184.9693,184.96929,-4.76837e-06,-0.00381
0.648,184.96929,184.96929,3.8147e-06,-0.00668
0.649,184.96929,184.96929,-4.76837e-07,0.00381
0.65,184.96929,184.96929,4.76837e-06,-0.00906
0.651,184.9693,184.96929,-4.29153e-06,0.01097
0.652,184.96929,184.96929,5.24521e-06,-0.00715
0.653,184.96929,184.96929,1.90735e-06,0.00238
0.654,184.96929,184.96929,5.24521e-06,-0.00334
0.655,184.96929,184.96929,4.76837e-06,0.00191
0.656,184.96928,184.96929,8.58307e-06,-0.00668
0.657,184.96929,184.96929,4.29153e-06,0.00477
0.658,184.96929,184.96929,4.29153e-06,0.00191
0.659,184.96929,184.96929,7.62939e-06,-0.00429
0.66,184.96929,184.96929,3.8147e-06,0.00477
0.661,184.96929,184.96929,2.86102e-06,-0.00095
0.662,184.9693,184.96929,-3.33786e-06,0.00763
0.663,184.96929,184.96929,7.62939e-06,-0.01192
0.664,184.96929,184.96929,2.86102e-06,0.00429
0.665,184.96929,184.96929,1.43051e-06,0.00286
0.666,184.9693,184.96929,-2.38419e-06,0.00525
0.667,184.96929,184.96929,5.72205e-06,-0.0124
0.668,184.96929,184.96929,5.72205e-06,0.00477
0.669,184.9693,184.96929,-3.8147e-06,0.00477
0.67,184.9693,184.96929,-2.38419e-06,0.00286
0.671,184.9693,184.96929,-5.24521e-06,0.00095
0.672,184.96929,184.96929,8.10623e-06,-0.01383
0.673,184.96929,184.96929,9.05991e-06,0.00048
0.674,184.96929,184.96929,2.86102e-06,0.00191
0.675,184.96929,184.96929,5.24521e-06,0.00191
0.676,184.96931,184.96929,-1.52588e-05,0.01812
0.677,184.96929,184.96929,3.33786e-06,-0.01764
0.678,184.9693,184.96929,-3.33786e-06,0.0062
0.679,184.96929,184.96929,2.86102e-06,-0.00811
0.68,184.96929,184.96929,5.24521e-06,0.00286
0.681,184.96929,184.96929,1.90735e-06,-0.00095
0.682,184.96929,184.96929,0.0,0.00238
0.683,184.96929,184.96929,3.33786e-06,-0.00238
0.684,184.96929,184.96929,5.24521e-06,0.0
0.685,184.96929,184.96929,2.38419e-06,-0.00048
0.686,184.96929,184.96929,4.76837e-06,0.00048
0.687,184.96929,184.96929,7.62939e-06,-0.00429
0.688,184.96928,184.96929,1.00136e-05,-0.00095
0.689,184.9693,184.96929,-9.53674e-07,0.01097
0.69,184.96929,184.96929,3.33786e-06,-0.00668
0.691,184.9693,184.96929,0.0,0.00858
0.692,184.96929,184.96929,3.8147e-06,-0.01001
0.693,184.96929,184.96929,6.19888e-06,0.0
0.694,184.96929,184.96929,-4.76837e-07,0.0062
0.695,184.96929,184.96929,9.05991e-06,-0.00715
0.696,184.9693,184.96929,-6.19888e-06,0.01192
0.697,184.9693,184.96929,4.76837e-07,-0.00238
0.698,184.9693,184.96929,-9.53674e-07,0.0
0.699,184.96929,184.96929,5.72205e-06,-0.01001
0.7,184.96929,184.96929,9.53674e-07,0.00477
0.701,184.96929,184.96929,6.67572e-06,-0.00238
0.702,184.96929,184.96929,-4.76837e-07,0.00477
0.703,184.96929,184.96929,7.62939e-06,-0.00715
0.704,184.96929,184.96929,3.33786e-06,0.00286
0.705,184.96929,184.96929,3.8147e-06,0.00143
0.706,184.96929,184.96929,1.43051e-06,0.00429
0.707,184.96929,184.96929,-4.76837e-06,-0.00143
0.708,184.96928,184.96929,1.14441e-05,-0.00858
0.709,184.96929,184.96929,-4.29153e-06,0.00954
0.71,184.9693,184.96929,-2.38419e-06,0.00238
0.711,184.96929,184.96929,9.53674e-07,-0.00525
0.712,184.96929,184.96929,-9.53674e-07,0.00143
0.713,184.96928,184.96929,1.23978e-05,-0.01049
0.714,184.96929,184.96929,4.76837e-07,0.0124
0.715,184.96928,184.96929,1.09673e-05,-0.0124
0.716,184.96929,184.96929,3.33786e-06,0.00858
0.717,184.96929,184.96929,0.0,0.00191
0.718,184.96929,184.96929,1.90735e-06,0.00048
0.719,184.9693,184.96929,-1.90735e-06,0.00286
0.72,184.96929,184.96929,5.72205e-06,-0.00906
0.721,184.9693,184.96929,-1.43051e-06,0.00858
0.722,184.96929,184.96929,7.15256e-06,-0.00858
0.723,184.96929,184.96929,5.24521e-06,0.00286
0.724,184.96929,184.96929,6.19888e-06,-0.00143
0.725,184.9693,184.96929,-4.76837e-06,0.01001
0.726,184.96929,184.96929,2.86102e-06,-0.00668
0.727,184.9693,184.96929,-3.8147e-06,0.00954
0.728,184.96929,184.96929,4.76837e-07,-0.00906
0.729,184.96929,184.96929,4.76837e-06,-0.00095
0.73,184.96929,184.96929,3.8147e-06,-0.00048
0.731,184.96929,184.96929,0.0,0.00143
0.732,184.9693,184.96929,-1.04904e-05,0.01097
0.733,184.96928,184.96929,8.58307e-06,-0.0186
0.734,184.96929,184.96929,9.53674e-07,0.00954
0.735,184.96929,184.96929,1.90735e-06,-0.00477
0.736,184.96929,184.96929,-4.76837e-07,0.00477
0.737,184.96929,184.96929,0.0,-0.00238
0.738,184.9693,184.96929,-4.76837e-07,0.00525
0.739,184.96929,184.96929,9.53674e-07,-0.00763
0.74,184.96929,184.96929,5.72205e-06,-0.00095
0.741,184.96929,184.96929,-9.53674e-07,0.00381
0.742,184.96929,184.96929,5.24521e-06,-0.00334
0.743,184.96929,184.96929,8.10623e-06,-0.00238
0.744,184.96929,184.96929,5.24521e-06,-0.00143
0.745,184.9693,184.96929,-8.10623e-06,0.01574
0.746,184.9693,184.96929,1.90735e-06,-0.00525
0.747,184.96929,184.96929,2.86102e-06,-0.00668
0.748,184.96929,184.96929,-4.76837e-07,0.00286
0.749,184.9693,184.96929,-1.90735e-06,0.00381
0.75,184.96928,184.96929,1.09673e-05,-0.0124
0.751,184.9693,184.96929,-8.10623e-06,0.02146
0.752,184.96929,184.96929,3.8147e-06,-0.01812
0.753,184.96929,184.96929,6.67572e-06,0.00048
0.754,184.96929,184.96929,-1.43051e-06,0.00763
0.755,184.96929,184.96929,7.62939e-06,-0.00906
0.756,184.96929,184.96929,4.29153e-06,0.00381
0.757,184.96929,184.96929,-4.76837e-07,0.00381
0.758,184.9693,184.96929,-5.24521e-06,0.0062
0.759,184.9693,184.96929,-5.24521e-06,-0.00334
0.76,184.96929,184.96929,1.19209e-05,-0.01097
0.761,184.9693,184.96929,-2.38419e-06,0.01049
0.762,184.96929,184.96929,1.90735e-06,-0.00477
0.763,184.96929,184.96929,1.23978e-05,-0.00572
0.764,184.96929,184.96929,-1.43051e-06,0.0062
0.765,184.9693,184.96929,-1.90735e-06,0.00668
0.766,184.96929,184.96929,7.62939e-06,-0.01049
0.767,184.9693,184.96929,-3.33786e-06,0.01001
0.768,184.96929,184.96929,4.29153e-06,-0.01144
0.769,184.96929,184.96929,2.86102e-06,0.00763
0.77,184.9693,184.96929,-1.90735e-06,0.00238
0.771,184.96929,184.96929,9.53674e-07,-0.00477
0.772,184.96929,184.96929,3.8147e-06,-0.00191
0.773,184.96931,184.96929,-9.53674e-06,0.01621
0.774,184.96929,184.96929,1.43051e-06,-0.01431
0.775,184.9693,184.96929,-1.90735e-06,0.00429
0.776,184.9693,184.96929,-7.62939e-06,0.0062
0.777,184.9693,184.96929,-1.09673e-05,0.00191
0.778,184.9693,184.96929,-6.19888e-06,-0.00238
0.779,184.96929,184.96929,0.0,-0.00668
0.78,184.9693,184.96929,-8.10623e-06,0.00191
0.781,184.96929,184.96929,6.19888e-06,-0.01097
0.782,184.9693,184.96929,0.0,0.01001
0.783,184.96929,184.96929,-2.86102e-06,-0.00095
0.784,184.9693,184.96929,-1.90735e-06,0.00238
0.785,184.96931,184.96929,-1.66893e-05,0.01144
0.786,184.9693,184.96929,-2.86102e-06,-0.01049
0.787,184.96929,184.96929,4.29153e-06,-0.00858
0.788,184.96929,184.96929,5.24521e-06,-0.00048
0.789,184.9693,184.96929,-5.72205e-06,0.01001
0.79,184.96929,184.96929,2.86102e-06,-0.00858
0.791,184.9693,184.96929,-5.24521e-06,0.01001
0.792,184.96929,184.96929,-4.76837e-07,-0.00954
0.793,184.9693,184.96929,-1.90735e-06,0.00763
0.794,184.96929,184.96929,-3.8147e-06,-0.00381
0.795,184.96929,184.96929,1.90735e-06,-0.00143
0.796,184.96929,184.96929,0.0,-0.00238
0.797,184.96929,184.96929,4.76837e-06,-0.00191
0.798,184.9693,184.96929,-3.33786e-06,0.00763
0.799,184.96929,184.96929,1.43051e-06,-0.00525
0.8,184.96929,184.96929,9.53674e-07,0.00191
0.801,184.96929,184.96929,9.53674e-07,0.0
0.802,184.96928,184.96929,1.14441e-05,-0.01192
0.803,184.96929,184.96929,9.53674e-06,0.0062
0.804,184.9693,184.96929,-4.29153e-06,0.01144
0.805,184.9693,184.96929,-4.76837e-06,0.00143
0.806,184.96929,184.96929,3.8147e-06,-0.00954
0.807,184.9693,184.96929,-5.72205e-06,0.00811
0.808,184.96929,184.96929,-2.38419e-06,-0.00429
0.809,184.9693,184.96929,-6.67572e-06,0.00763
0.81,184.96931,184.96929,-1.28746e-05,0.00525
0.811,184.9693,184.96929,-5.72205e-06,-0.00858
0.812,184.96929,184.96929,6.19888e-06,-0.00763
0.813,184.9693,184.96929,-7.15256e-06,0.00715
0.814,184.96929,184.96929,2.38419e-06,-0.00715
0.815,184.9693,184.96929,-7.15256e-06,0.01001
0.816,184.96928,184.96929,1.04904e-05,-0.01955
0.817,184.96929,184.96929,7.15256e-06,0.00572
0.818,184.96929,184.96929,5.24521e-06,0.00143
0.819,184.96929,184.96929,5.24521e-06,-0.00143
0.82,184.96929,184.96929,7.62939e-06,-0.00143
0.821,184.96929,184.96929,4.76837e-06,0.00095
0.822,184.96929,184.96929,8.10623e-06,0.00143
0.823,184.96929,184.96929,6.67572e-06,-0.00095
0.824,184.9693,184.96929,-4.76837e-06,0.01049
0.825,184.96929,184.96929,0.0,-0.00381
0.826,184.96929,184.96929,4.76837e-06,-0.00572
0.827,184.9693,184.96929,-4.76837e-06,0.00763
0.828,184.9693,184.96929,-2.86102e-06,0.00048
0.829,184.9693,184.96929,-6.67572e-06,0.00668
0.83,184.9693,184.96929,-8.10623e-06,-0.00525
0.831,184.9693,184.96929,-2.86102e-06,-0.00143
0.832,184.9693,184.96929,-3.33786e-06,-0.00095
0.833,184.9693,184.96929,-1.90735e-06,0.00143
0.834,184.96929,184.96929,4.76837e-07,-0.00286
0.835,184.9693,184.96929,-5.72205e-06,0.00381
0.836,184.96929,184.96929,9.53674e-07,-0.00763
0.837,184.9693,184.96929,-4.29153e-06,0.00906
0.838,184.9693,184.96929,-9.05991e-06,0.00143
0.839,184.96929,184.96929,3.33786e-06,-0.01001
0.84,184.9693,184.96929,-8.58307e-06,0.00954
0.841,184.96929,184.96929,-1.43051e-06,-0.00763
0.842,184.96929,184.96929,1.43051e-06,0.00048
0.843,184.96929,184.96929,5.72205e-06,-0.00334
0.844,184.96929,184.96929,9.53674e-07,0.00286
0.845,184.9693,184.96929,-1.90735e-06,0.00334
0.846,184.96929,184.96929,1.00136e-05,-0.01001
0.847,184.96929,184.96929,4.29153e-06,0.00095
0.848,184.9693,184.96929,-3.8147e-06,0.01144
0.849,184.96929,184.96929,-4.76837e-07,-0.00668
0.85,184.96929,184.96929,-1.90735e-06,0.00286
0.851,184.96929,184.96929,5.72205e-06,-0.00525
0.852,184.96929,184.96929,8.58307e-06,-0.00429
0.853,184.9693,184.96929,-4.76837e-07,0.01097
0.854,184.96929,184.96929,3.8147e-06,-0.00572
0.855,184.96929,184.96929,1.90735e-06,0.00191
0.856,184.96929,184.96929,4.76837e-06,-0.00381
0.857,184.9693,184.96929,-3.8147e-06,0.00715
0.858,184.96931,184.96929,-9.53674e-06,0.00954
0.859,184.96929,184.96929,3.33786e-06,-0.01574
0.86,184.96929,184.96929,5.72205e-06,-0.00048
0.861,184.96929,184.96929,3.33786e-06,-0.00143
0.862,184.96929,184.96929,1.00136e-05,-0.00048
0.863,184.9693,184.96929,-5.24521e-06,0.01049
0.864,184.96929,184.96929,-4.76837e-07,-0.00477
0.865,184.9693,184.96929,-6.67572e-06,0.00811
0.866,184.96929,184.96929,-2.86102e-06,-0.00763
0.867,184.96929,184.96929,4.76837e-07,0.00095
0.868,184.96929,184.96929,8.10623e-06,-0.00811
0.869,184.96928,184.96929,1.28746e-05,-0.00191
0.87,184.9693,184.96929,-6.19888e-06,0.01478
0.871,184.96929,184.96929,-9.53674e-07,-0.00477
0.872,184.9693,184.96929,-1.23978e-05,0.00858
0.873,184.96929,184.96929,3.33786e-06,-0.01335
0.874,184.9693,184.96929,-8.58307e-06,0.01478
0.875,184.9693,184.96929,-3.33786e-06,-0.00811
0.876,184.96929,184.96929,1.90735e-06,-0.00429
0.877,184.9693,184.96929,-7.15256e-06,0.00811
0.878,184.96929,184.96929,6.67572e-06,-0.01431
0.879,184.9693,184.96929,-8.58307e-06,0.01574
0.88,184.96929,184.96929,1.43051e-06,-0.00763
0.881,184.96929,184.96929,9.53674e-07,-0.00334
0.882,184.96929,184.96929,1.90735e-06,0.00429
0.883,184.96929,184.96929,4.76837e-07,-0.00191
0.884,184.96929,184.96929,8.10623e-06,-0.00715
0.885,184.9693,184.96929,-4.29153e-06,0.01335
0.886,184.96929,184.96929,7.15256e-06,-0.01383
0.887,184.96929,184.96929,9.05991e-06,0.00286
0.888,184.9693,184.96929,-6.19888e-06,0.01335
0.889,184.9693,184.96929,-6.19888e-06,-0.00095
0.89,184.96929,184.96929,-1.43051e-06,-0.00954
0.891,184.96931,184.96929,-1.14441e-05,0.01621
0.892,184.96929,184.96929,-9.53674e-07,-0.01383
0.893,184.96929,184.96929,-1.90735e-06,0.00048
0.894,184.9693,184.96929,-5.72205e-06,0.00525
0.895,184.9693,184.96929,-1.43051e-06,-0.00334
0.896,184.96929,184.96929,4.76837e-06,-0.00715
0.897,184.96929,184.96929,0.0,0.00334
0.898,184.9693,184.96929,-2.38419e-06,0.00572
0.899,184.96928,184.96929,9.53674e-06,-0.01478
0.9,184.96929,184.96929,5.24521e-06,0.00763
0.901,184.96929,184.96929,7.15256e-06,-0.00286
0.902,184.9693,184.96929,-1.43051e-06,0.00906
0.903,184.9693,184.96929,-2.38419e-06,-0.00095
0.904,184.96929,184.96929,-9.53674e-07,-0.00191
0.905,184.9693,184.96929,-1.90735e-06,0.00191
0.906,184.96929,184.96929,1.43051e-06,-0.00286
0.907,184.96929,184.96929,4.29153e-06,-0.00572
0.908,184.96929,184.96929,1.43051e-06,0.00572
0.909,184.9693,184.96929,-4.76837e-07,0.00238
0.91,184.9693,184.96929,-2.86102e-06,0.00048
0.911,184.96929,184.96929,4.76837e-07,-0.00143
0.912,184.96929,184.96929,-4.76837e-07,-0.00095
0.913,184.96929,184.96929,7.15256e-06,-0.00525
0.914,184.96929,184.96929,4.76837e-07,0.00525
0.915,184.96929,184.96929,4.29153e-06,-0.00381
0.916,184.9693,184.96929,-8.10623e-06,0.0124
0.917,184.96929,184.96929,9.53674e-07,-0.01144
0.918,184.96929,184.96929,-4.76837e-07,0.00334
0.919,184.96929,184.96929,6.67572e-06,-0.00572
0.92,184.96929,184.96929,5.24521e-06,-0.00191
0.921,184.96929,184.96929,7.62939e-06,-0.00048
0.922,184.96929,184.96929,9.05991e-06,0.00143
0.923,184.96929,184.96929,3.33786e-06,0.00668
0.924,184.96929,184.96929,4.76837e-06,-0.00763
0.925,184.96929,184.96929,3.33786e-06,0.00334
0.926,184.96928,184.96929,9.53674e-06,-0.00572
0.927,184.96928,184.96929,1.09673e-05,-0.00191
0.928,184.96929,184.96929,1.90735e-06,0.01049
0.929,184.96928,184.96929,1.04904e-05,-0.00858
0.93,184.9693,184.96929,-4.76837e-06,0.01717
0.931,184.96929,184.96929,0.0,-0.00858
0.932,184.9693,184.96929,-3.33786e-06,0.0062
0.933,184.96929,184.96929,5.24521e-06,-0.01144
0.934,184.9693,184.96929,-9.53674e-07,0.01049
0.935,184.96929,184.96929,9.53674e-07,-0.00429
0.936,184.96929,184.96929,1.90735e-06,0.00048
0.937,184.9693,184.96929,-2.86102e-06,0.00334
0.938,184.96929,184.96929,2.38419e-06,-0.00668
0.939,184.9693,184.96929,-6.19888e-06,0.01001
0.94,184.9693,184.96929,-9.53674e-07,-0.00429
0.941,184.9693,184.96929,-4.76837e-06,0.00143
0.942,184.96931,184.96929,-1.28746e-05,0.00811
0.943,184.96931,184.96929,-9.53674e-06,-0.00048
0.944,184.9693,184.96929,-8.58307e-06,-0.00429
0.945,184.9693,184.96929,-9.53674e-06,0.0
0.946,184.96929,184.96929,6.67572e-06,-0.01383
0.947,184.9693,184.96929,-4.29153e-06,0.01574
0.948,184.96929,184.96929,3.8147e-06,-0.01049
0.949,184.9693,184.96929,-1.28746e-05,0.01192
0.95,184.96929,184.96929,6.19888e-06,-0.01574
0.951,184.96929,184.96929,2.38419e-06,0.00334
0.952,184.96929,184.96929,6.19888e-06,-0.00429
0.953,184.9693,184.96929,-1.90735e-06,0.00906
0.954,184.96929,184.96929,1.90735e-06,-0.00715
0.955,184.96931,184.96929,-9.53674e-06,0.01574
0.956,184.9693,184.96929,-1.43051e-06,-0.00954
0.957,184.9693,184.96929,-9.05991e-06,0.00811
0.958,184.9693,184.96929,-8.58307e-06,-0.00143
0.959,184.9693,184.96929,-6.19888e-06,-0.00286
0.96,184.9693,184.96929,4.76837e-07,-0.00334
0.961,184.96929,184.96929,0.0,-0.00429
0.962,184.96929,184.96929,4.29153e-06,-0.00143
0.963,184.96929,184.96929,0.0,0.00334
0.964,184.96929,184.96929,3.8147e-06,-0.00286
0.965,184.9693,184.96929,-6.19888e-06,0.00763
0.966,184.96929,184.96929,2.86102e-06,-0.00906
0.967,184.96929,184.96929,-4.76837e-07,0.00381
0.968,184.96928,184.96929,1.09673e-05,-0.00954
0.969,184.9693,184.96929,-4.76837e-06,0.01526
0.97,184.96929,184.96929,1.90735e-06,-0.00811
0.971,184.9693,184.96929,-1.90735e-06,0.00429
0.972,184.96929,184.96929,1.90735e-06,-0.00525
0.973,184.9693,184.96929,-1.04904e-05,0.01383
0.974,184.96929,184.96929,0.0,-0.0124
0.975,184.96929,184.96929,1.90735e-06,0.00143
0.976,184.96929,184.96929,2.38419e-06,-0.00286
0.977,184.96929,184.96929,5.24521e-06,-0.00143
0.978,184.96929,184.96929,1.43051e-06,0.00429
0.979,184.96929,184.96929,2.38419e-06,-0.00095
0.98,184.96929,184.96929,-9.53674e-07,0.00095
0.981,184.9693,184.96929,-7.62939e-06,0.00811
0.982,184.96929,184.96929,0.0,-0.00668
0.983,184.9693,184.96929,-4.29153e-06,0.00381
0.984,184.9693,184.96929,-1.00136e-05,0.00334
0.985,184.96929,184.96929,0.0,-0.00668
0.986,184.96929,184.96929,3.8147e-06,-0.00572
0.987,184.96929,184.96929,-4.76837e-07,0.00525
0.988,184.96929,184.96929,3.33786e-06,-0.00286
0.989,184.96929,184.96929,8.10623e-06,-0.00525
0.99,184.9693,184.96929,-3.33786e-06,0.0124
0.991,184.96929,184.96929,9.53674e-07,-0.00381
0.992,184.9693,184.96929,-2.38419e-06,0.00048
0.993,184.96928,184.96929,1.23978e-05,-0.01431
0.994,184.9693,184.96929,-7.15256e-06,0.02241
