Time,DRIVE_CURRENT(0),MSPEED(0),DRIVE_FE(0),DPOS(0)
1.548,0.0,-0.00715,-1.43051e-05,162.40646
1.549,-2.0,-0.00143,-1.04904e-05,162.40646
1.55,2.0,0.00429,-1.62125e-05,162.40646
1.551,5.0,0.00048,-1.43051e-05,162.40646
1.552,-2.0,0.00238,-1.85966e-05,162.40646
1.553,0.0,-0.00525,-1.28746e-05,162.40646
1.554,1.0,0.01192,-2.28882e-05,162.40646
1.555,-1.0,-0.01144,-1.7643e-05,162.40646
1.556,1.0,0.00334,-1.57356e-05,162.40646
1.557,-1.0,0.00048,-1.81198e-05,162.40646
1.558,3.0,-0.0062,-9.05991e-06,162.40646
1.559,5.0,0.01764,-2.71797e-05,162.40646
1.56,-2.0,-0.0062,-2.57492e-05,162.40646
1.561,5.0,-0.01001,-1.09673e-05,162.40646
1.562,-5.0,0.01097,-2.19345e-05,162.40646
1.563,4.0,-0.00811,-1.62125e-05,162.40646
1.564,-3.0,-0.00143,-1.4782e-05,162.40646
1.565,2.0,0.00334,-1.62125e-05,162.40646
1.566,-2.0,0.00668,-2.3365e-05,162.40646
1.567,-3.0,-0.0062,-1.90735e-05,162.40646
1.568,3.0,-0.00143,-1.71661e-05,162.40646
1.569,1.0,0.00286,-1.95503e-05,162.40646
1.57,7.0,-0.00238,-1.85966e-05,162.40646
1.571,1.0,-0.00572,-1.19209e-05,162.40646
1.572,-6.0,0.00715,-1.71661e-05,162.40646
1.573,-5.0,0.00238,-2.0504e-05,162.40646
1.574,-2.0,0.00095,-1.95503e-05,162.40646
1.575,0.0,-0.00381,-1.81198e-05,162.40646
1.576,2.0,-0.00954,-7.62939e-06,162.40646
1.577,4.0,0.00811,-1.4782e-05,162.40646
1.578,-11.0,-0.00048,-1.57356e-05,162.40646
1.579,-1.0,-0.00095,-1.38283e-05,162.40646
1.58,0.0,0.00429,-1.90735e-05,162.40646
1.581,0.0,-0.00668,-1.23978e-05,162.40646
1.582,-1.0,0.00095,-1.19209e-05,162.40646
1.583,1.0,0.00858,-2.24113e-05,162.40646
1.584,-2.0,-0.01049,-1.19209e-05,162.40646
1.585,4.0,0.00525,-1.62125e-05,162.40646
1.586,0.0,0.00095,-1.85966e-05,162.40646
1.587,-6.0,-0.00525,-1.28746e-05,162.40646
1.588,0.0,-0.00095,-1.04904e-05,162.40646
1.589,1.0,0.00048,-1.00136e-05,162.40646
1.59,3.0,0.00525,-1.7643e-05,162.40646
1.591,6.0,-0.00525,-1.38283e-05,162.40646
1.592,-3.0,0.00191,-1.19209e-05,162.40646
1.593,9.0,0.00572,-1.90735e-05,162.40646
1.594,2.0,-0.00906,-1.14441e-05,162.40646
1.595,6.0,0.00286,-1.4782e-05,162.40646
1.596,-4.0,-0.00095,-1.28746e-05,162.40646
1.597,-1.0,0.00525,-1.62125e-05,162.40646
1.598,-2.0,-0.00763,-9.53674e-06,162.40646
1.599,1.0,0.00572,-1.43051e-05,162.40646
1.6,4.0,0.00143,-2.0504e-05,162.40646
1.601,4.0,-0.00429,-1.28746e-05,162.40646
1.602,-1.0,0.01049,-2.14577e-05,162.40646
1.603,3.0,-0.0062,-1.66893e-05,162.40646
1.604,-3.0,-0.00525,-1.33514e-05,162.40646
1.605,2.0,0.00381,-1.57356e-05,162.40646
1.606,3.0,0.00429,-1.90735e-05,162.40646
1.607,-4.0,-0.00477,-1.52588e-05,162.40646
1.608,11.0,0.00572,-1.95503e-05,162.40646
1.609,-7.0,0.0,-2.19345e-05,162.40646
1.61,1.0,-0.00143,-1.95503e-05,162.40646
1.611,7.0,-0.00238,-1.85966e-05,162.40646
1.612,-2.0,0.00572,-2.24113e-05,162.40646
1.613,7.0,-0.00381,-2.14577e-05,162.40646
1.614,-1.0,-0.00715,-1.14441e-05,162.40646
1.615,4.0,0.00381,-1.52588e-05,162.40646
1.616,0.0,0.00048,-1.66893e-05,162.40646
1.617,-5.0,0.0,-1.7643e-05,162.40646
1.618,0.0,-0.00095,-1.4782e-05,162.40646
1.619,2.0,0.00191,-1.62125e-05,162.40646
1.62,0.0,-0.00477,-1.14441e-05,162.40646
1.621,-1.0,-0.00048,-1.33514e-05,162.40646
1.622,5.0,-0.00048,-1.14441e-05,162.40646
1.623,-10.0,0.00286,-1.33514e-05,162.40646
1.624,-2.0,0.0,-1.28746e-05,162.40646
1.625,5.0,0.00715,-2.14577e-05,162.40646
1.626,-3.0,-0.00334,-1.95503e-05,162.40646
1.627,-9.0,-0.0062,-1.19209e-05,162.40646
1.628,6.0,0.00477,-1.52588e-05,162.40646
1.629,-1.0,-0.00191,-1.62125e-05,162.40646
1.63,-1.0,-0.00191,-1.14441e-05,162.40646
1.631,-13.0,0.00477,-1.71661e-05,162.40646
1.632,0.0,-0.00715,-1.19209e-05,162.40646
1.633,0.0,-0.00048,-8.58307e-06,162.40646
1.634,0.0,0.01001,-2.00272e-05,162.40646
1.635,-4.0,-0.01049,-9.05991e-06,162.40646
1.636,0.0,0.00477,-1.19209e-05,162.40646
1.637,-1.0,0.01717,-3.09944e-05,162.40646
1.638,2.0,-0.0186,-1.4782e-05,162.40646
1.639,4.0,-0.00334,-7.15256e-06,162.40646
1.64,4.0,0.00668,-1.57356e-05,162.40646
1.641,2.0,0.00238,-1.95503e-05,162.40646
1.642,5.0,-0.01097,-9.53674e-06,162.40646
1.643,-2.0,0.00715,-1.33514e-05,162.40646
1.644,-3.0,-0.00286,-1.28746e-05,162.40646
1.645,0.0,0.00143,-1.09673e-05,162.40646
1.646,2.0,0.00858,-2.09808e-05,162.40646
1.647,0.0,-0.00906,-1.38283e-05,162.40646
1.648,-6.0,0.00477,-1.57356e-05,162.40646
1.649,-1.0,-0.00048,-1.85966e-05,162.40646
1.65,1.0,-0.00572,-1.04904e-05,162.40646
1.651,-6.0,0.00525,-1.52588e-05,162.40646
1.652,1.0,-0.00334,-1.4782e-05,162.40646
1.653,2.0,-0.00334,-1.00136e-05,162.40646
1.654,-3.0,0.00715,-1.7643e-05,162.40646
1.655,-5.0,-0.00572,-1.14441e-05,162.40646
1.656,0.0,0.00477,-1.38283e-05,162.40646
1.657,-3.0,0.0,-1.66893e-05,162.40646
1.658,-3.0,-0.00095,-1.52588e-05,162.40646
1.659,1.0,0.00048,-1.62125e-05,162.40646
1.66,2.0,-0.00906,-6.67572e-06,162.40646
1.661,-2.0,0.01335,-1.81198e-05,162.40646
1.662,1.0,0.00048,-2.14577e-05,162.40646
1.663,-1.0,-0.01001,-1.04904e-05,162.40646
1.664,2.0,0.00763,-1.71661e-05,162.40646
1.665,-5.0,-0.00286,-1.7643e-05,162.40646
1.666,8.0,-0.00238,-1.00136e-05,162.40646
1.667,0.0,0.01574,-2.76566e-05,162.40646
1.668,1.0,-0.01431,-1.71661e-05,162.40646
1.669,1.0,-0.00381,-1.09673e-05,162.40646
1.67,-2.0,0.00715,-1.66893e-05,162.40646
1.671,11.0,-0.00095,-1.71661e-05,162.40646
1.672,-2.0,-0.00668,-1.04904e-05,162.40646
1.673,4.0,0.00525,-1.57356e-05,162.40646
1.674,3.0,-0.00143,-1.4782e-05,162.40646
1.675,3.0,0.00429,-1.71661e-05,162.40646
1.676,-4.0,-0.00572,-1.33514e-05,162.40646
1.677,0.0,-0.00191,-1.14441e-05,162.40646
1.678,-3.0,-0.00048,-9.05991e-06,162.40646
1.679,-3.0,0.00572,-1.66893e-05,162.40646
1.68,-5.0,-0.00572,-1.19209e-05,162.40646
1.681,-5.0,0.01383,-2.14577e-05,162.40646
1.682,-2.0,-0.00954,-1.52588e-05,162.40646
1.683,-2.0,-0.00238,-9.05991e-06,162.40646
1.684,0.0,0.01049,-2.3365e-05,162.40646
1.685,3.0,-0.00906,-1.52588e-05,162.40646
1.686,0.0,0.00525,-1.7643e-05,162.40646
1.687,-5.0,-0.00811,-1.00136e-05,162.40646
1.688,-2.0,0.01431,-2.24113e-05,162.40646
1.689,-6.0,-0.00954,-1.7643e-05,162.40646
1.69,6.0,-0.00477,-9.05991e-06,162.40646
1.691,0.0,0.01621,-2.6226e-05,162.40646
1.692,-3.0,-0.0124,-1.52588e-05,162.40646
1.693,5.0,-0.00572,-8.10623e-06,162.40646
1.694,-1.0,0.00906,-1.66893e-05,162.40646
1.695,-11.0,-0.00334,-1.4782e-05,162.40646
1.696,-6.0,-0.00429,-1.00136e-05,162.40646
1.697,1.0,-0.00048,-9.05991e-06,162.40646
1.698,4.0,0.00143,-1.09673e-05,162.40646
1.699,-3.0,0.00525,-1.66893e-05,162.40646
1.7,2.0,-0.00572,-1.04904e-05,162.40646
1.701,-7.0,0.00429,-1.28746e-05,162.40646
1.702,1.0,0.00095,-1.52588e-05,162.40646
1.703,-11.0,-0.00477,-1.14441e-05,162.40646
1.704,-1.0,-0.00143,-1.04904e-05,162.40646
1.705,5.0,0.0,-8.58307e-06,162.40646
1.706,0.0,0.00668,-1.4782e-05,162.40646
1.707,-4.0,-0.00143,-1.57356e-05,162.40646
1.708,-2.0,-0.00572,-8.10623e-06,162.40646
1.709,2.0,0.00811,-1.66893e-05,162.40646
1.71,7.0,-0.00954,-9.05991e-06,162.40646
1.711,-6.0,0.00715,-1.38283e-05,162.40646
1.712,0.0,0.0062,-2.09808e-05,162.40646
1.713,-1.0,-0.00954,-1.19209e-05,162.40646
1.714,3.0,0.00191,-1.19209e-05,162.40646
1.715,1.0,0.00238,-1.66893e-05,162.40646
1.716,-6.0,-0.0062,-1.04904e-05,162.40646
1.717,-7.0,0.01526,-2.43187e-05,162.40646
1.718,2.0,-0.01001,-1.66893e-05,162.40646
1.719,-5.0,-0.00572,-7.62939e-06,162.40646
1.72,4.0,0.0124,-2.00272e-05,162.40646
1.721,7.0,-0.00286,-1.95503e-05,162.40646
1.722,-1.0,-0.00381,-1.57356e-05,162.40646
1.723,6.0,0.00095,-1.57356e-05,162.40646
1.724,-8.0,0.0,-1.71661e-05,162.40646
1.725,2.0,-0.00668,-9.53674e-06,162.40646
1.726,5.0,0.00334,-1.09673e-05,162.40646
1.727,0.0,0.00858,-2.28882e-05,162.40646
1.728,-8.0,-0.01049,-1.14441e-05,162.40646
1.729,6.0,0.00811,-1.66893e-05,162.40646
1.73,1.0,0.00143,-1.95503e-05,162.40646
1.731,-4.0,-0.00572,-1.52588e-05,162.40646
1.732,7.0,0.00381,-1.85966e-05,162.40646
1.733,2.0,0.00095,-2.00272e-05,162.40646
1.734,-3.0,-0.00525,-1.23978e-05,162.40646
1.735,1.0,0.00143,-1.66893e-05,162.40646
1.736,-5.0,-0.00429,-1.04904e-05,162.40646
1.737,2.0,0.00238,-1.4782e-05,162.40646
1.738,-2.0,0.00143,-1.38283e-05,162.40646
1.739,0.0,0.00048,-1.4782e-05,162.40646
1.74,3.0,-0.00429,-1.14441e-05,162.40646
1.741,-1.0,-0.00286,-7.15256e-06,162.40646
1.742,2.0,0.00763,-1.52588e-05,162.40646
1.743,0.0,-0.00238,-1.33514e-05,162.40646
1.744,1.0,-0.00143,-1.23978e-05,162.40646
1.745,4.0,-0.00286,-8.58307e-06,162.40646
1.746,-5.0,0.00238,-1.19209e-05,162.40646
1.747,-7.0,-0.00048,-1.23978e-05,162.40646
1.748,-8.0,0.00143,-1.00136e-05,162.40646
1.749,-4.0,0.00954,-1.95503e-05,162.40646
1.75,2.0,0.00048,-2.28882e-05,162.40646
1.751,2.0,-0.00763,-1.52588e-05,162.40646
1.752,-2.0,0.00381,-1.66893e-05,162.40646
1.753,2.0,0.00286,-2.3365e-05,162.40646
1.754,2.0,-0.01431,-9.05991e-06,162.40646
1.755,7.0,0.00572,-1.14441e-05,162.40646
1.756,0.0,0.00334,-1.66893e-05,162.40646
1.757,1.0,-0.00668,-9.53674e-06,162.40646
1.758,-4.0,0.00381,-1.23978e-05,162.40646
1.759,-2.0,-0.00095,-1.38283e-05,162.40646
1.76,0.0,-0.00763,-4.76837e-06,162.40646
1.761,0.0,0.00811,-1.14441e-05,162.40646
1.762,1.0,-0.00095,-1.23978e-05,162.40646
1.763,8.0,0.00381,-1.43051e-05,162.40646
1.764,3.0,-0.00095,-1.52588e-05,162.40646
1.765,-1.0,0.0,-1.4782e-05,162.40646
1.766,5.0,0.00238,-1.66893e-05,162.40646
1.767,3.0,0.00429,-2.14577e-05,162.40646
1.768,0.0,-0.01049,-1.09673e-05,162.40646
1.769,3.0,0.00906,-1.81198e-05,162.40646
1.77,5.0,-0.00429,-1.57356e-05,162.40646
1.771,0.0,-0.00477,-1.28746e-05,162.40646
1.772,5.0,-0.00143,-9.05991e-06,162.40646
1.773,4.0,0.00286,-1.23978e-05,162.40646
1.774,-1.0,-0.00048,-1.09673e-05,162.40646
1.775,-4.0,0.00238,-1.33514e-05,162.40646
1.776,0.0,0.00095,-1.62125e-05,162.40646
1.777,-1.0,0.00143,-1.66893e-05,162.40646
1.778,2.0,-0.0062,-1.14441e-05,162.40646
1.779,1.0,0.00668,-1.62125e-05,162.40646
1.78,7.0,-0.00334,-1.52588e-05,162.40646
1.781,4.0,0.00286,-1.7643e-05,162.40646
1.782,4.0,-0.00525,-1.38283e-05,162.40646
1.783,6.0,0.00095,-1.14441e-05,162.40646
1.784,11.0,0.01049,-2.19345e-05,162.40646
1.785,8.0,-0.00763,-1.7643e-05,162.40646
1.786,-2.0,-0.00286,-1.28746e-05,162.40646
1.787,-1.0,0.00238,-1.4782e-05,162.40646
1.788,3.0,-0.00143,-1.33514e-05,162.40646
1.789,-5.0,0.01049,-2.19345e-05,162.40646
1.79,3.0,-0.00525,-2.00272e-05,162.40646
1.791,-4.0,-0.00143,-1.7643e-05,162.40646
1.792,-7.0,-0.00477,-1.38283e-05,162.40646
1.793,-3.0,0.0,-1.09673e-05,162.40646
1.794,2.0,0.00429,-1.62125e-05,162.40646
1.795,2.0,-0.00906,-9.05991e-06,162.40646
1.796,-7.0,0.00572,-1.33514e-05,162.40646
1.797,1.0,0.00334,-1.7643e-05,162.40646
1.798,0.0,-0.00143,-1.28746e-05,162.40646
1.799,-3.0,0.00811,-2.28882e-05,162.40646
1.8,0.0,-0.00906,-1.52588e-05,162.40646
1.801,0.0,-0.00191,-1.38283e-05,162.40646
1.802,5.0,0.00429,-1.57356e-05,162.40646
1.803,-1.0,-0.00143,-1.62125e-05,162.40646
1.804,0.0,-0.00477,-9.53674e-06,162.40646
1.805,-3.0,0.01335,-2.28882e-05,162.40646
1.806,1.0,-0.01144,-1.43051e-05,162.40646
1.807,-4.0,-0.00668,-5.24521e-06,162.40646
1.808,1.0,0.00906,-1.4782e-05,162.40646
1.809,-8.0,-0.00429,-1.14441e-05,162.40646
1.81,-2.0,0.00429,-1.23978e-05,162.40646
1.811,2.0,0.00334,-1.81198e-05,162.40646
1.812,2.0,-0.00811,-1.14441e-05,162.40646
1.813,7.0,0.00334,-1.23978e-05,162.40646
1.814,-1.0,0.00572,-1.95503e-05,162.40646
1.815,8.0,-0.00429,-1.43051e-05,162.40646
1.816,0.0,0.00334,-1.81198e-05,162.40646
1.817,0.0,-0.00429,-1.43051e-05,162.40646
1.818,2.0,-0.00286,-1.19209e-05,162.40646
1.819,-2.0,0.00238,-1.28746e-05,162.40646
1.82,2.0,0.00763,-2.19345e-05,162.40646
1.821,0.0,-0.00811,-1.38283e-05,162.40646
1.822,4.0,0.00191,-1.33514e-05,162.40646
1.823,2.0,0.00668,-2.14577e-05,162.40646
1.824,6.0,-0.00763,-1.57356e-05,162.40646
1.825,-1.0,-0.00286,-1.14441e-05,162.40646
1.826,5.0,0.01287,-2.19345e-05,162.40646
1.827,1.0,-0.00715,-1.85966e-05,162.40646
1.828,6.0,-0.00668,-9.05991e-06,162.40646
1.829,0.0,0.00477,-1.28746e-05,162.40646
1.83,5.0,0.00477,-2.19345e-05,162.40646
1.831,-8.0,-0.01001,-1.09673e-05,162.40646
1.832,2.0,0.00429,-1.28746e-05,162.40646
1.833,8.0,0.00238,-1.62125e-05,162.40646
1.834,-6.0,-0.00763,-8.10623e-06,162.40646
1.835,-1.0,0.01049,-1.7643e-05,162.40646
1.836,-10.0,-0.0062,-1.38283e-05,162.40646
1.837,0.0,-0.00429,-7.15256e-06,162.40646
1.838,0.0,0.00763,-1.66893e-05,162.40646
1.839,-4.0,-0.00095,-1.57356e-05,162.40646
1.84,-1.0,-0.00715,-7.62939e-06,162.40646
1.841,0.0,0.00763,-1.4782e-05,162.40646
1.842,0.0,0.00286,-1.81198e-05,162.40646
1.843,1.0,-0.00715,-1.19209e-05,162.40646
1.844,0.0,0.00525,-1.66893e-05,162.40646
1.845,-3.0,0.0,-1.90735e-05,162.40646
1.846,-6.0,-0.00906,-7.15256e-06,162.40646
1.847,-2.0,0.00811,-1.4782e-05,162.40646
1.848,3.0,-0.00477,-1.09673e-05,162.40646
1.849,0.0,0.00668,-1.81198e-05,162.40646
1.85,2.0,-0.00668,-1.19209e-05,162.40646
1.851,2.0,0.00334,-1.19209e-05,162.40646
1.852,-3.0,0.00811,-2.09808e-05,162.40646
1.853,-1.0,-0.01192,-1.14441e-05,162.40646
1.854,4.0,-0.00191,-8.10623e-06,162.40646
1.855,-2.0,0.01383,-2.14577e-05,162.40646
1.856,0.0,-0.00763,-1.81198e-05,162.40646
1.857,0.0,-0.00811,-5.72205e-06,162.40646
1.858,-7.0,0.01097,-1.62125e-05,162.40646
1.859,0.0,-0.00954,-8.10623e-06,162.40646
1.86,-2.0,-0.00095,-6.19888e-06,162.40646
1.861,-6.0,0.00334,-1.14441e-05,162.40646
1.862,5.0,-0.00143,-9.53674e-06,162.40646
1.863,3.0,0.00381,-1.28746e-05,162.40646
1.864,-2.0,0.00143,-1.23978e-05,162.40646
1.865,5.0,-0.00095,-1.33514e-05,162.40646
1.866,-1.0,-0.00238,-1.14441e-05,162.40646
1.867,0.0,0.00668,-1.85966e-05,162.40646
1.868,7.0,-0.00668,-1.04904e-05,162.40646
1.869,4.0,0.00525,-1.43051e-05,162.40646
1.87,-9.0,-0.00429,-1.19209e-05,162.40646
1.871,-4.0,-0.00143,-1.14441e-05,162.40646
1.872,2.0,-0.00048,-9.53674e-06,162.40646
1.873,2.0,0.00238,-1.14441e-05,162.40646
1.874,1.0,0.00286,-1.66893e-05,162.40646
1.875,0.0,-0.00715,-9.53674e-06,162.40646
1.876,5.0,0.00858,-1.62125e-05,162.40646
1.877,1.0,-0.00811,-9.53674e-06,162.40646
1.878,2.0,-0.00095,-6.67572e-06,162.40646
1.879,-3.0,0.01526,-2.28882e-05,162.40646
1.88,3.0,-0.00954,-1.43051e-05,162.40646
1.881,-4.0,0.00191,-1.43051e-05,162.40646
1.882,5.0,0.0,-1.57356e-05,162.40646
1.883,2.0,0.0,-1.43051e-05,162.40646
1.884,1.0,0.00906,-2.38419e-05,162.40646
1.885,1.0,-0.00906,-1.71661e-05,162.40646
1.886,-3.0,-0.00334,-1.04904e-05,162.40646
1.887,-4.0,0.00811,-2.00272e-05,162.40646
1.888,0.0,-0.01144,-1.04904e-05,162.40646
1.889,0.0,0.00477,-1.23978e-05,162.40646
1.89,-4.0,0.00381,-1.95503e-05,162.40646
1.891,2.0,-0.01383,-4.29153e-06,162.40646
1.892,6.0,0.00906,-1.00136e-05,162.40646
1.893,0.0,0.00048,-1.38283e-05,162.40646
1.894,-2.0,-0.00238,-1.14441e-05,162.40646
1.895,0.0,0.00286,-1.33514e-05,162.40646
1.896,3.0,0.00048,-1.19209e-05,162.40646
1.897,1.0,-0.00477,-1.14441e-05,162.40646
1.898,3.0,0.00143,-1.09673e-05,162.40646
1.899,-1.0,0.00143,-1.14441e-05,162.40646
1.9,1.0,0.00238,-1.28746e-05,162.40646
1.901,-6.0,0.00429,-1.71661e-05,162.40646
1.902,5.0,-0.00286,-1.52588e-05,162.40646
1.903,5.0,0.00429,-2.00272e-05,162.40646
1.904,-6.0,0.00048,-2.24113e-05,162.40646
1.905,4.0,-0.01192,-8.58307e-06,162.40646
1.906,-3.0,0.00906,-1.52588e-05,162.40646
1.907,0.0,0.00048,-1.81198e-05,162.40646
1.908,0.0,-0.01144,-5.24521e-06,162.40646
1.909,0.0,0.01383,-2.00272e-05,162.40646
1.91,-7.0,-0.00381,-1.90735e-05,162.40646
1.911,-1.0,-0.00954,-7.62939e-06,162.40646
1.912,1.0,0.00477,-1.00136e-05,162.40646
1.913,-3.0,0.00572,-1.71661e-05,162.40646
1.914,-2.0,-0.00668,-1.09673e-05,162.40646
1.915,-3.0,0.00429,-1.43051e-05,162.40646
1.916,-2.0,0.00143,-1.62125e-05,162.40646
1.917,-10.0,0.00095,-1.7643e-05,162.40646
1.918,-4.0,-0.00525,-1.23978e-05,162.40646
1.919,1.0,0.01001,-2.19345e-05,162.40646
1.92,1.0,-0.00668,-1.90735e-05,162.40646
1.921,0.0,-0.0124,-3.33786e-06,162.40646
1.922,-2.0,0.00954,-1.14441e-05,162.40646
1.923,-3.0,0.0,-1.28746e-05,162.40646
1.924,-3.0,0.00286,-1.52588e-05,162.40646
1.925,-3.0,-0.00334,-1.43051e-05,162.40646
1.926,3.0,-0.00477,-7.15256e-06,162.40646
1.927,0.0,0.00763,-1.66893e-05,162.40646
1.928,2.0,-0.00525,-1.19209e-05,162.40646
1.929,-7.0,0.00191,-1.09673e-05,162.40646
1.93,8.0,0.00334,-1.4782e-05,162.40646
1.931,0.0,0.00381,-1.95503e-05,162.40646
1.932,1.0,-0.00715,-1.23978e-05,162.40646
1.933,-5.0,-0.00286,-8.58307e-06,162.40646
1.934,1.0,0.00477,-1.28746e-05,162.40646
1.935,-8.0,-0.00191,-1.19209e-05,162.40646
1.936,1.0,0.00477,-1.52588e-05,162.40646
1.937,0.0,-0.00668,-1.04904e-05,162.40646
1.938,-2.0,0.00191,-1.00136e-05,162.40646
1.939,-5.0,0.00715,-1.81198e-05,162.40646
1.94,3.0,-0.01192,-9.53674e-06,162.40646
1.941,-4.0,0.00238,-9.05991e-06,162.40646
1.942,-4.0,0.00668,-1.7643e-05,162.40646
1.943,3.0,-0.00811,-8.58307e-06,162.40646
1.944,-3.0,0.01049,-1.71661e-05,162.40646
1.945,1.0,-0.00668,-1.14441e-05,162.40646
1.946,9.0,0.00429,-1.57356e-05,162.40646
1.947,-3.0,-0.00048,-1.52588e-05,162.40646
1.948,4.0,-0.0062,-1.04904e-05,162.40646
1.949,6.0,0.0,-1.00136e-05,162.40646
1.95,1.0,-0.00095,-9.05991e-06,162.40646
1.951,2.0,0.00334,-1.09673e-05,162.40646
1.952,3.0,-0.00048,-1.19209e-05,162.40646
1.953,0.0,-0.00286,-8.58307e-06,162.40646
1.954,-12.0,0.00238,-1.09673e-05,162.40646
1.955,7.0,0.00095,-1.33514e-05,162.40646
1.956,0.0,0.00048,-1.14441e-05,162.40646
1.957,4.0,-0.00095,-1.23978e-05,162.40646
1.958,0.0,0.00143,-1.23978e-05,162.40646
1.959,-1.0,-0.00238,-1.00136e-05,162.40646
1.96,-9.0,0.00143,-1.14441e-05,162.40646
1.961,1.0,0.00238,-1.38283e-05,162.40646
1.962,7.0,0.00143,-1.57356e-05,162.40646
1.963,-2.0,-0.00143,-1.38283e-05,162.40646
1.964,0.0,-0.00334,-1.28746e-05,162.40646
1.965,0.0,0.00238,-1.28746e-05,162.40646
1.966,6.0,0.00381,-1.71661e-05,162.40646
1.967,6.0,-0.00238,-1.57356e-05,162.40646
1.968,-2.0,0.00143,-1.57356e-05,162.40646
1.969,-1.0,-0.00286,-1.33514e-05,162.40646
1.97,5.0,0.00286,-1.4782e-05,162.40646
1.971,-2.0,-0.00286,-1.38283e-05,162.40646
1.972,-2.0,-0.00048,-1.19209e-05,162.40646
1.973,3.0,0.0,-1.33514e-05,162.40646
1.974,-5.0,-0.00286,-1.04904e-05,162.40646
1.975,1.0,0.00525,-1.62125e-05,162.40646
1.976,-2.0,-0.00668,-1.09673e-05,162.40646
1.977,-6.0,-0.00095,-7.15256e-06,162.40646
1.978,2.0,0.00668,-1.33514e-05,162.40646
1.979,4.0,-0.00048,-1.43051e-05,162.40646
1.98,2.0,-0.00668,-8.10623e-06,162.40646
1.981,4.0,0.00572,-1.14441e-05,162.40646
1.982,-1.0,0.00143,-1.62125e-05,162.40646
1.983,4.0,0.0,-1.38283e-05,162.40646
1.984,2.0,0.0,-1.52588e-05,162.40646
1.985,9.0,-0.00858,-6.19888e-06,162.40646
1.986,4.0,0.01144,-1.52588e-05,162.40646
1.987,-3.0,-0.00191,-1.81198e-05,162.40646
1.988,4.0,-0.00906,-5.24521e-06,162.40646
1.989,2.0,0.01144,-1.7643e-05,162.40646
1.99,-2.0,-0.00906,-9.53674e-06,162.40646
1.991,0.0,0.00286,-1.09673e-05,162.40646
1.992,5.0,-0.00286,-1.00136e-05,162.40646
1.993,5.0,0.00572,-1.28746e-05,162.40646
1.994,-5.0,0.00048,-1.66893e-05,162.40646
1.995,-2.0,-0.00143,-1.33514e-05,162.40646
1.996,3.0,0.00334,-1.66893e-05,162.40646
1.997,-2.0,-0.00143,-1.62125e-05,162.40646
1.998,4.0,-0.00191,-1.28746e-05,162.40646
1.999,-1.0,0.00191,-1.4782e-05,162.40646
2.0,-1.0,-0.00191,-1.33514e-05,162.40646
2.001,0.0,0.0,-1.33514e-05,162.40646
2.002,1.0,-0.00143,-1.33514e-05,162.40646
2.003,-4.0,0.00048,-1.28746e-05,162.40646
2.004,-3.0,0.00191,-1.4782e-05,162.40646
2.005,-1.0,0.00429,-1.57356e-05,162.40646
2.006,0.0,-0.00143,-1.7643e-05,162.40646
2.007,1.0,-0.00715,-9.53674e-06,162.40646
2.008,-7.0,0.00906,-1.90735e-05,162.40646
2.009,-3.0,-0.00858,-1.28746e-05,162.40646
2.01,-1.0,0.00095,-1.19209e-05,162.40646
2.011,0.0,0.00381,-1.4782e-05,162.40646
2.012,7.0,-0.00525,-1.00136e-05,162.40646
2.013,-6.0,0.00525,-1.38283e-05,162.40646
2.014,1.0,-0.00381,-1.23978e-05,162.40646
2.015,2.0,-0.0062,-4.29153e-06,162.40646
2.016,1.0,0.01287,-1.85966e-05,162.40646
2.017,-2.0,-0.00811,-1.04904e-05,162.40646
2.018,-6.0,0.00858,-1.66893e-05,162.40646
2.019,0.0,-0.00381,-1.62125e-05,162.40646
2.02,3.0,-0.00191,-1.28746e-05,162.40646
2.021,-4.0,0.00191,-1.4782e-05,162.40646
2.022,-3.0,0.00095,-1.62125e-05,162.40646
2.023,4.0,-0.00525,-9.53674e-06,162.40646
2.024,2.0,-0.00143,-9.05991e-06,162.40646
2.025,8.0,0.00191,-1.14441e-05,162.40646
2.026,12.0,0.00048,-1.04904e-05,162.40646
2.027,3.0,0.00238,-1.43051e-05,162.40646
2.028,5.0,0.00525,-1.90735e-05,162.40646
2.029,1.0,-0.00477,-1.4782e-05,162.40646
2.03,2.0,-0.00238,-1.00136e-05,162.40646
2.031,6.0,0.00906,-2.09808e-05,162.40646
2.032,1.0,-0.01097,-1.09673e-05,162.40646
2.033,3.0,0.00048,-9.53674e-06,162.40646
2.034,-7.0,0.00668,-1.7643e-05,162.40646
2.035,0.0,-0.01001,-9.05991e-06,162.40646
2.036,-6.0,0.00334,-9.53674e-06,162.40646
2.037,0.0,0.00191,-1.23978e-05,162.40646
2.038,-4.0,0.00143,-1.28746e-05,162.40646
2.039,2.0,0.00048,-1.23978e-05,162.40646
2.04,2.0,-0.00191,-1.23978e-05,162.40646
2.041,5.0,0.00048,-1.33514e-05,162.40646
2.042,4.0,0.00429,-1.71661e-05,162.40646
2.043,3.0,-0.00763,-9.53674e-06,162.40646
2.044,2.0,0.00286,-1.09673e-05,162.40646
2.045,0.0,-0.00191,-1.00136e-05,162.40646
2.046,1.0,0.00477,-1.52588e-05,162.40646
2.047,7.0,-0.00334,-1.4782e-05,162.40646
2.048,5.0,0.0,-1.09673e-05,162.40646
