Time,DRIVE_CURRENT(0),MSPEED(0),DRIVE_FE(0),DPOS(0)
3.292,341.0,-49.6459,-0.01108,142.94846
3.293,337.0,-49.75462,-0.01134,142.89846
3.294,359.0,-50.00019,-0.01138,142.84846
3.295,327.0,-50.3459,-0.01107,142.79846
3.296,329.0,-50.52757,-0.01056,142.74846
3.297,326.0,-50.55475,-0.01,142.69846
3.298,317.0,-50.61817,-0.00938,142.64846
3.299,323.0,-50.31729,-0.00903,142.59846
3.3,326.0,-50.11511,-0.00891,142.54846
3.301,320.0,-50.05598,-0.00884,142.49846
3.302,331.0,-49.96204,-0.00887,142.44846
3.303,327.0,-50.01926,-0.00884,142.39846
3.304,320.0,-49.9382,-0.00889,142.34846
3.305,333.0,-49.87001,-0.00902,142.29846
3.306,325.0,-49.8538,-0.00916,142.24846
3.307,330.0,-49.78609,-0.00931,142.19846
3.308,333.0,-49.62969,-0.00974,142.14846
3.309,334.0,-49.80469,-0.00996,142.09846
3.31,339.0,-50.02213,-0.00995,142.04846
3.311,313.0,-50.13132,-0.00986,141.99846
3.312,323.0,-50.15039,-0.00967,141.94846
3.313,337.0,-50.14515,-0.00952,141.89846
3.314,329.0,-50.12035,-0.0094,141.84846
3.315,331.0,-49.94488,-0.00944,141.79846
3.316,331.0,-49.8538,-0.00959,141.74846
3.317,328.0,-49.84617,-0.00973,141.69846
3.318,346.0,-49.77036,-0.01002,141.64846
3.319,338.0,-49.582,-0.01036,141.59846
3.32,331.0,-49.65496,-0.01068,141.54846
3.321,340.0,-49.67785,-0.01104,141.49846
3.322,331.0,-49.73507,-0.0113,141.44846
3.323,340.0,-49.75033,-0.01155,141.39846
3.324,339.0,-49.7756,-0.01179,141.34846
3.325,344.0,-50.00114,-0.01185,141.29846
3.326,350.0,-50.05169,-0.01175,141.24846
3.327,333.0,-50.28582,-0.01152,141.19846
3.328,328.0,-50.42553,-0.01111,141.14846
3.329,350.0,-50.39692,-0.01071,141.09846
3.33,325.0,-50.30107,-0.01037,141.04846
3.331,332.0,-49.96109,-0.01036,140.99846
3.332,342.0,-49.70312,-0.01063,140.94846
3.333,336.0,-49.63207,-0.011,140.89846
3.334,348.0,-49.5472,-0.01145,140.84846
3.335,350.0,-49.5348,-0.01178,140.79846
3.336,362.0,-49.47758,-0.01242,140.74846
3.337,355.0,-49.4113,-0.01301,140.69846
3.338,358.0,-49.39651,-0.0136,140.64846
3.339,362.0,-49.41034,-0.0142,140.59846
3.34,364.0,-49.51286,-0.01471,140.54846
3.341,345.0,-49.79563,-0.01494,140.49846
3.342,367.0,-50.02213,-0.01493,140.44846
3.343,352.0,-50.26484,-0.01472,140.39846
3.344,345.0,-50.49276,-0.01425,140.34846
3.345,352.0,-50.54951,-0.01372,140.29846
3.346,346.0,-50.63677,-0.01308,140.24846
3.347,349.0,-50.56095,-0.01254,140.19846
3.348,341.0,-50.21238,-0.01224,140.14846
3.349,342.0,-50.11702,-0.0121,140.09846
3.35,352.0,-49.97921,-0.01211,140.04846
3.351,348.0,-49.97444,-0.01215,139.99846
3.352,352.0,-49.86811,-0.01227,139.94846
3.353,361.0,-49.77655,-0.01248,139.89846
3.354,347.0,-49.86048,-0.01265,139.84846
3.355,349.0,-49.79753,-0.01282,139.79846
3.356,360.0,-49.81947,-0.01301,139.74846
3.357,346.0,-50.05646,-0.01295,139.69846
3.358,350.0,-50.2696,-0.01274,139.64846
3.359,336.0,-50.49181,-0.01229,139.59846
3.36,327.0,-50.58765,-0.0117,139.54846
3.361,337.0,-50.53949,-0.01115,139.49846
3.362,337.0,-50.45128,-0.01067,139.44846
3.363,339.0,-50.2224,-0.01042,139.39846
3.364,340.0,-50.02689,-0.01031,139.34846
3.365,333.0,-49.92485,-0.01044,139.29846
3.366,353.0,-49.8476,-0.0106,139.24846
3.367,339.0,-49.95966,-0.01065,139.19846
3.368,345.0,-49.96729,-0.01068,139.14846
3.369,358.0,-49.87526,-0.0108,139.09846
3.37,336.0,-49.88337,-0.01091,139.04846
3.371,347.0,-49.88384,-0.01102,138.99846
3.372,347.0,-49.92628,-0.01111,138.94846
3.373,339.0,-50.05503,-0.01107,138.89846
3.374,355.0,-50.16136,-0.01089,138.84846
3.375,340.0,-50.28534,-0.01066,138.79846
3.376,335.0,-50.41027,-0.0103,138.74846
3.377,331.0,-50.36736,-0.00989,138.69846
3.378,329.0,-50.62389,-0.0093,138.64846
3.379,325.0,-50.49562,-0.00876,138.59846
3.38,329.0,-50.17042,-0.00858,138.54846
3.381,332.0,-49.9649,-0.00858,138.49846
3.382,337.0,-49.93725,-0.00863,138.44846
3.383,333.0,-49.89195,-0.00872,138.39846
3.384,326.0,-49.81136,-0.00891,138.34846
3.385,340.0,-49.79467,-0.00914,138.29846
3.386,334.0,-49.92151,-0.00917,138.24846
3.387,333.0,-49.8271,-0.00936,138.19846
3.388,337.0,-49.69311,-0.00966,138.14846
3.389,334.0,-49.83664,-0.00985,138.09846
3.39,344.0,-49.95298,-0.00991,138.04846
3.391,323.0,-50.22335,-0.00981,137.99846
3.392,327.0,-50.13895,-0.00958,137.94846
3.393,326.0,-50.31967,-0.00918,137.89846
3.394,326.0,-50.33779,-0.00893,137.84846
3.395,322.0,-50.20428,-0.0087,137.79846
3.396,327.0,-50.01116,-0.00868,137.74846
3.397,318.0,-49.963,-0.00871,137.69846
3.398,323.0,-49.73364,-0.00894,137.64846
3.399,338.0,-49.64781,-0.00929,137.59846
3.4,336.0,-49.65591,-0.00963,137.54846
3.401,336.0,-49.73602,-0.00993,137.49846
3.402,336.0,-49.89576,-0.01004,137.44846
3.403,331.0,-50.0164,-0.01004,137.39846
3.404,336.0,-50.09365,-0.00996,137.34846
3.405,319.0,-50.31967,-0.00968,137.29846
3.406,325.0,-50.50039,-0.00919,137.24846
3.407,299.0,-50.72117,-0.00848,137.19846
3.408,305.0,-50.70114,-0.00771,137.14846
3.409,313.0,-50.44365,-0.0073,137.09846
3.41,308.0,-50.26054,-0.00701,137.04846
3.411,317.0,-49.98732,-0.00698,136.99846
3.412,320.0,-49.72887,-0.00725,136.94846
3.413,318.0,-49.6521,-0.00759,136.89846
3.414,330.0,-49.49188,-0.00805,136.84846
3.415,332.0,-49.38173,-0.00867,136.79846
3.416,339.0,-49.26491,-0.00942,136.74846
3.417,352.0,-49.17049,-0.01022,136.69846
3.418,333.0,-49.35598,-0.01088,136.64846
3.419,340.0,-49.46804,-0.01143,136.59846
3.42,347.0,-49.55006,-0.01189,136.54846
3.421,340.0,-49.79944,-0.01214,136.49846
3.422,351.0,-50.03595,-0.01212,136.44846
3.423,330.0,-50.25625,-0.01188,136.39846
3.424,321.0,-50.22478,-0.01166,136.34846
3.425,341.0,-50.15087,-0.01149,136.29846
3.426,328.0,-50.22764,-0.01128,136.24846
3.427,339.0,-50.08125,-0.01117,136.19846
3.428,328.0,-50.03214,-0.01109,136.14846
3.429,330.0,-49.96443,-0.01116,136.09846
3.43,331.0,-49.89147,-0.01126,136.04846
3.431,335.0,-49.87144,-0.01139,135.99846
3.432,344.0,-49.85476,-0.01151,135.94846
3.433,353.0,-49.76797,-0.01175,135.89846
3.434,333.0,-49.81756,-0.01195,135.84846
3.435,338.0,-49.89815,-0.01206,135.79846
3.436,336.0,-50.08745,-0.01193,135.74846
3.437,326.0,-50.25434,-0.01177,135.69846
3.438,339.0,-50.47894,-0.01132,135.64846
3.439,321.0,-50.66633,-0.01067,135.59846
3.44,322.0,-50.65727,-0.01,135.54846
3.441,326.0,-50.64821,-0.00935,135.49846
3.442,316.0,-50.56238,-0.00877,135.44846
3.443,315.0,-50.2882,-0.00844,135.39846
3.444,322.0,-49.98255,-0.00843,135.34846
3.445,308.0,-49.9382,-0.0085,135.29846
3.446,330.0,-49.81995,-0.00866,135.24846
3.447,328.0,-49.86572,-0.00879,135.19846
3.448,335.0,-49.86429,-0.00893,135.14846
3.449,316.0,-49.72887,-0.00918,135.09846
3.45,324.0,-49.66259,-0.00951,135.04846
3.451,326.0,-49.60585,-0.0099,134.99846
3.452,334.0,-49.61395,-0.0103,134.94846
3.453,329.0,-49.69597,-0.01061,134.89846
3.454,327.0,-49.81375,-0.01081,134.84846
3.455,317.0,-50.10557,-0.01079,134.79846
3.456,321.0,-50.06361,-0.01066,134.74846
3.457,333.0,-50.11559,-0.01056,134.69846
3.458,325.0,-50.25625,-0.01033,134.64846
3.459,323.0,-50.21811,-0.01011,134.59846
3.46,319.0,-50.28534,-0.00983,134.54846
3.461,310.0,-50.18854,-0.00961,134.49846
3.462,311.0,-50.07315,-0.00959,134.44846
3.463,321.0,-49.98112,-0.00954,134.39846
3.464,326.0,-49.9258,-0.00959,134.34846
3.465,325.0,-49.83759,-0.00974,134.29846
3.466,324.0,-49.84474,-0.00993,134.24846
3.467,323.0,-49.77751,-0.01013,134.19846
3.468,331.0,-49.71933,-0.01041,134.14846
3.469,330.0,-49.82138,-0.01061,134.09846
3.47,339.0,-49.86048,-0.01073,134.04846
3.471,333.0,-49.88766,-0.01085,133.99846
3.472,324.0,-49.80803,-0.01094,133.94846
3.473,337.0,-49.81804,-0.01124,133.89846
3.474,335.0,-49.9177,-0.01132,133.84846
3.475,339.0,-49.85571,-0.01144,133.79846
3.476,338.0,-49.83997,-0.01162,133.74846
3.477,319.0,-49.8991,-0.01173,133.69846
3.478,344.0,-49.74413,-0.01194,133.64846
3.479,338.0,-49.78514,-0.01218,133.59846
3.48,332.0,-49.81184,-0.01236,133.54846
3.481,355.0,-49.79658,-0.01258,133.49846
3.482,341.0,-49.83807,-0.01274,133.44846
3.483,343.0,-49.85762,-0.01287,133.39846
3.484,339.0,-49.95823,-0.01301,133.34846
3.485,343.0,-49.81899,-0.01311,133.29846
3.486,343.0,-50.10176,-0.01304,133.24846
3.487,330.0,-50.40455,-0.01262,133.19846
3.488,325.0,-50.61245,-0.01209,133.14846
3.489,322.0,-50.65346,-0.01144,133.09846
3.49,324.0,-50.71688,-0.01072,133.04846
3.491,318.0,-50.51565,-0.01016,132.99846
3.492,322.0,-50.29774,-0.00984,132.94846
3.493,310.0,-50.24862,-0.0096,132.89846
3.494,321.0,-50.1709,-0.00942,132.84846
3.495,315.0,-50.16756,-0.00925,132.79846
3.496,326.0,-50.09127,-0.00915,132.74846
3.497,326.0,-49.94202,-0.00919,132.69846
3.498,315.0,-49.80659,-0.00935,132.64846
3.499,327.0,-49.58916,-0.00974,132.59846
3.5,332.0,-49.48711,-0.01025,132.54846
3.501,333.0,-49.51286,-0.01073,132.49846
3.502,342.0,-49.73602,-0.01104,132.44846
3.503,321.0,-50.13371,-0.01097,132.39846
3.504,327.0,-50.25053,-0.01072,132.34846
3.505,327.0,-50.2491,-0.01046,132.29846
3.506,326.0,-50.23193,-0.01023,132.24846
3.507,327.0,-50.08554,-0.0101,132.19846
3.508,330.0,-49.94965,-0.01008,132.14846
3.509,325.0,-49.87764,-0.01027,132.09846
3.51,338.0,-49.83425,-0.01043,132.04846
3.511,329.0,-49.89862,-0.01055,131.99846
3.512,320.0,-49.88003,-0.01065,131.94846
3.513,338.0,-49.81422,-0.01085,131.89846
3.514,327.0,-49.72982,-0.01111,131.84846
3.515,332.0,-49.69263,-0.01136,131.79846
3.516,335.0,-49.72744,-0.01169,131.74846
3.517,335.0,-49.91817,-0.01179,131.69846
3.518,331.0,-50.06552,-0.01174,131.64846
3.519,331.0,-50.34018,-0.01148,131.59846
3.52,333.0,-50.37975,-0.01106,131.54846
3.521,328.0,-50.51804,-0.01056,131.49846
3.522,314.0,-50.58241,-0.0099,131.44846
3.523,317.0,-50.51899,-0.00944,131.39846
3.524,318.0,-50.24719,-0.00916,131.34846
3.525,305.0,-50.06123,-0.00909,131.29846
3.526,312.0,-49.94488,-0.00912,131.24846
3.527,320.0,-49.94011,-0.0092,131.19846
3.528,321.0,-49.80326,-0.00936,131.14846
3.529,330.0,-49.73221,-0.00963,131.09846
3.53,318.0,-49.81661,-0.00977,131.04846
3.531,324.0,-49.59631,-0.0102,130.99846
3.532,338.0,-49.56102,-0.01063,130.94846
3.533,328.0,-49.66593,-0.01098,130.89846
3.534,334.0,-49.78085,-0.01123,130.84846
3.535,327.0,-50.09842,-0.01123,130.79846
3.536,318.0,-50.12941,-0.01103,130.74846
3.537,319.0,-50.31204,-0.01073,130.69846
3.538,317.0,-50.36354,-0.01032,130.64846
3.539,320.0,-50.22526,-0.01013,130.59846
3.54,326.0,-50.10605,-0.01001,130.54846
3.541,310.0,-50.00448,-0.01,130.49846
3.542,332.0,-49.76988,-0.01018,130.44846
3.543,330.0,-49.71743,-0.01047,130.39846
3.544,348.0,-49.55053,-0.0109,130.34846
3.545,330.0,-49.47186,-0.01142,130.29846
3.546,330.0,-49.5615,-0.01185,130.24846
3.547,338.0,-49.52335,-0.01235,130.19846
3.548,348.0,-49.60775,-0.01276,130.14846
3.549,331.0,-49.89195,-0.01291,130.09846
3.55,335.0,-50.16184,-0.01278,130.04846
3.551,322.0,-50.47989,-0.01238,129.99846
3.552,323.0,-50.49467,-0.01181,129.94846
3.553,329.0,-50.5228,-0.01132,129.89846
3.554,317.0,-50.55189,-0.01075,129.84846
3.555,318.0,-50.45176,-0.01028,129.79846
3.556,324.0,-50.31157,-0.00997,129.74846
3.557,314.0,-50.17042,-0.00978,129.69846
3.558,322.0,-50.05264,-0.00971,129.64846
3.559,324.0,-50.10319,-0.00961,129.59846
3.56,319.0,-49.96347,-0.00962,129.54846
3.561,336.0,-49.7961,-0.00975,129.49846
3.562,327.0,-49.77751,-0.01003,129.44846
3.563,319.0,-49.74079,-0.0103,129.39846
3.564,331.0,-49.74031,-0.01056,129.34846
3.565,325.0,-49.89862,-0.01068,129.29846
3.566,338.0,-50.05169,-0.01064,129.24846
3.567,323.0,-50.26722,-0.01041,129.19846
3.568,325.0,-50.38404,-0.01003,129.14846
3.569,330.0,-50.354,-0.00959,129.09846
3.57,313.0,-50.31157,-0.00935,129.04846
3.571,315.0,-50.11177,-0.00921,128.99846
3.572,320.0,-49.87574,-0.0093,128.94846
3.573,320.0,-49.66736,-0.00962,128.89846
3.574,337.0,-49.60871,-0.01,128.84846
3.575,329.0,-49.61157,-0.01038,128.79846
3.576,332.0,-49.51572,-0.01085,128.74846
3.577,342.0,-49.34025,-0.01149,128.69846
3.578,339.0,-49.30449,-0.01219,128.64846
3.579,347.0,-49.28112,-0.01291,128.59846
3.58,353.0,-49.29686,-0.01363,128.54846
3.581,351.0,-49.4647,-0.01417,128.49846
3.582,350.0,-49.69692,-0.01451,128.44846
3.583,353.0,-50.00067,-0.01455,128.39846
3.584,340.0,-50.14849,-0.01441,128.34846
3.585,343.0,-50.18902,-0.01416,128.29846
3.586,341.0,-50.27342,-0.01396,128.24846
3.587,348.0,-50.22192,-0.01375,128.19846
3.588,348.0,-50.02356,-0.01367,128.14846
3.589,339.0,-49.90911,-0.01377,128.09846
3.59,350.0,-49.90435,-0.01388,128.04846
3.591,345.0,-50.04978,-0.01383,127.99846
3.592,343.0,-50.04454,-0.01378,127.94846
3.593,362.0,-49.85762,-0.01388,127.89846
3.594,346.0,-49.84093,-0.01407,127.84846
3.595,351.0,-49.86811,-0.01421,127.79846
3.596,349.0,-49.97492,-0.01423,127.74846
3.597,347.0,-50.16279,-0.01409,127.69846
3.598,349.0,-50.25578,-0.01386,127.64846
3.599,343.0,-50.46272,-0.01342,127.59846
3.6,327.0,-50.488,-0.01293,127.54846
3.601,339.0,-50.46701,-0.01247,127.49846
3.602,336.0,-50.45319,-0.012,127.44846
3.603,341.0,-50.36831,-0.01162,127.39846
3.604,332.0,-50.21429,-0.01139,127.34846
3.605,329.0,-50.08602,-0.01128,127.29846
3.606,344.0,-50.13895,-0.01117,127.24846
3.607,321.0,-50.33684,-0.01084,127.19846
3.608,339.0,-50.24862,-0.01058,127.14846
3.609,333.0,-49.93963,-0.01054,127.09846
3.61,333.0,-49.72076,-0.01085,127.04846
3.611,348.0,-49.59297,-0.01124,126.99846
3.612,358.0,-49.62969,-0.01162,126.94846
3.613,336.0,-49.84856,-0.0118,126.89846
3.614,336.0,-50.03166,-0.01181,126.84846
3.615,342.0,-50.29297,-0.01154,126.79846
3.616,337.0,-50.48418,-0.01107,126.74846
3.617,332.0,-50.50898,-0.01057,126.69846
3.618,325.0,-50.57573,-0.01,126.64846
3.619,329.0,-50.47894,-0.0095,126.59846
3.62,325.0,-50.29154,-0.00919,126.54846
3.621,317.0,-50.10653,-0.00907,126.49846
3.622,329.0,-49.9053,-0.00914,126.44846
3.623,320.0,-50.05312,-0.00909,126.39846
3.624,320.0,-50.02546,-0.00905,126.34846
3.625,324.0,-49.75033,-0.00928,126.29846
3.626,334.0,-49.60966,-0.00966,126.24846
3.627,340.0,-49.51811,-0.01012,126.19846
3.628,348.0,-49.50476,-0.01063,126.14846
3.629,340.0,-49.62063,-0.01105,126.09846
3.63,359.0,-49.76559,-0.01128,126.04846
3.631,324.0,-50.07887,-0.01124,125.99846
3.632,325.0,-50.16756,-0.01107,125.94846
3.633,335.0,-50.29011,-0.01081,125.89846
3.634,327.0,-50.39072,-0.01041,125.84846
3.635,332.0,-50.25864,-0.01012,125.79846
3.636,331.0,-50.07935,-0.01001,125.74846
3.637,332.0,-50.04692,-0.01003,125.69846
3.638,338.0,-49.83234,-0.01014,125.64846
3.639,340.0,-49.82519,-0.01031,125.59846
3.64,335.0,-49.67117,-0.01061,125.54846
3.641,340.0,-49.56102,-0.01105,125.49846
3.642,331.0,-49.64495,-0.0114,125.44846
3.643,346.0,-49.65067,-0.01175,125.39846
3.644,347.0,-49.73078,-0.01204,125.34846
3.645,337.0,-49.99208,-0.01209,125.29846
3.646,344.0,-50.22049,-0.0119,125.24846
3.647,326.0,-50.44556,-0.01138,125.19846
3.648,329.0,-50.57907,-0.01091,125.14846
3.649,329.0,-50.52757,-0.01037,125.09846
3.65,324.0,-50.48609,-0.00986,125.04846
3.651,325.0,-50.20285,-0.00962,124.99846
3.652,332.0,-49.97778,-0.00963,124.94846
3.653,314.0,-49.95298,-0.00969,124.89846
3.654,339.0,-49.8786,-0.00979,124.84846
3.655,339.0,-49.80707,-0.00987,124.79846
3.656,334.0,-49.66688,-0.01029,124.74846
3.657,341.0,-49.60775,-0.01067,124.69846
3.658,345.0,-49.63398,-0.01104,124.64846
3.659,345.0,-49.57008,-0.01146,124.59846
3.66,344.0,-49.70074,-0.01182,124.54846
3.661,333.0,-49.85952,-0.01196,124.49846
3.662,339.0,-50.08554,-0.0119,124.44846
3.663,332.0,-50.37022,-0.01156,124.39846
3.664,340.0,-50.34494,-0.01121,124.34846
3.665,338.0,-50.24385,-0.01094,124.29846
3.666,335.0,-50.20523,-0.01073,124.24846
3.667,337.0,-49.90292,-0.01077,124.19846
3.668,339.0,-49.7508,-0.01101,124.14846
3.669,335.0,-49.63779,-0.01137,124.09845
3.67,348.0,-49.60012,-0.01177,124.04846
3.671,350.0,-49.67499,-0.01212,123.99846
3.672,350.0,-49.59106,-0.0125,123.94846
3.673,361.0,-49.46947,-0.01302,123.89846
3.674,353.0,-49.69501,-0.01337,123.84845
3.675,345.0,-49.83759,-0.01354,123.79846
3.676,353.0,-50.00687,-0.01355,123.74846
3.677,343.0,-50.23193,-0.01334,123.69846
3.678,343.0,-50.33255,-0.01302,123.64846
3.679,328.0,-50.58527,-0.01238,123.59845
3.68,323.0,-50.8275,-0.01168,123.54846
3.681,327.0,-50.95243,-0.01075,123.49846
3.682,317.0,-50.98152,-0.00975,123.44846
3.683,320.0,-50.77219,-0.00894,123.39846
3.684,313.0,-50.49276,-0.00842,123.34845
3.685,317.0,-50.21906,-0.00817,123.29846
3.686,329.0,-50.06075,-0.00809,123.24846
3.687,321.0,-50.04406,-0.00804,123.19846
3.688,325.0,-49.93439,-0.00811,123.14846
3.689,326.0,-49.71504,-0.00836,123.09845
3.69,321.0,-49.57438,-0.00877,123.04846
3.691,344.0,-49.38936,-0.00935,122.99846
3.692,346.0,-49.51382,-0.00994,122.94846
3.693,335.0,-49.53814,-0.01034,122.89846
3.694,334.0,-49.85857,-0.01051,122.84845
3.695,331.0,-50.22478,-0.01034,122.79846
3.696,324.0,-50.34971,-0.01,122.74846
3.697,331.0,-50.40646,-0.00959,122.69846
3.698,331.0,-50.40359,-0.00918,122.64846
3.699,321.0,-50.25291,-0.00891,122.59845
3.7,321.0,-50.15802,-0.00874,122.54846
3.701,314.0,-50.05932,-0.00867,122.49846
3.702,322.0,-49.87621,-0.00873,122.44846
3.703,336.0,-49.8457,-0.00891,122.39846
3.704,326.0,-49.74985,-0.00917,122.34845
3.705,340.0,-49.51143,-0.00963,122.29846
3.706,337.0,-49.50571,-0.01012,122.24846
3.707,338.0,-49.47901,-0.01063,122.19846
3.708,346.0,-49.46756,-0.01115,122.14846
3.709,333.0,-49.50762,-0.01167,122.09845
3.71,348.0,-49.69692,-0.01199,122.04846
3.711,338.0,-49.93963,-0.0121,121.99846
3.712,348.0,-50.15326,-0.01186,121.94846
3.713,335.0,-50.19236,-0.01178,121.89846
3.714,338.0,-50.21858,-0.01155,121.84845
3.715,339.0,-50.15469,-0.01137,121.79846
3.716,339.0,-50.01497,-0.01136,121.74846
3.717,334.0,-49.88289,-0.01142,121.69846
3.718,344.0,-49.81947,-0.01162,121.64846
3.719,340.0,-49.80612,-0.01182,121.59845
3.72,350.0,-49.69025,-0.01203,121.54846
3.721,358.0,-49.68071,-0.01245,121.49846
3.722,343.0,-49.80803,-0.01265,121.44846
3.723,335.0,-49.90053,-0.01274,121.39846
3.724,350.0,-49.94583,-0.01281,121.34845
3.725,336.0,-49.95489,-0.01286,121.29846
3.726,355.0,-50.09556,-0.01278,121.24846
3.727,343.0,-50.38214,-0.01245,121.19846
3.728,321.0,-50.40836,-0.01194,121.14846
3.729,338.0,-50.2882,-0.01174,121.09845
3.73,334.0,-50.385,-0.01135,121.04846
3.731,342.0,-50.21954,-0.01109,120.99846
3.732,343.0,-49.89529,-0.01117,120.94846
3.733,334.0,-49.79038,-0.01136,120.89846
3.734,351.0,-49.52002,-0.01181,120.84845
3.735,365.0,-49.40844,-0.01239,120.79846
3.736,366.0,-49.42131,-0.01294,120.74846
3.737,376.0,-49.40367,-0.01358,120.69846
3.738,356.0,-49.47042,-0.01412,120.64846
3.739,362.0,-49.51191,-0.0146,120.59845
3.74,366.0,-49.54386,-0.01507,120.54846
3.741,355.0,-49.93868,-0.01527,120.49846
3.742,352.0,-50.15516,-0.01507,120.44846
3.743,343.0,-50.65966,-0.01447,120.39846
3.744,342.0,-50.80605,-0.01355,120.34845
3.745,345.0,-50.74358,-0.01292,120.29846
3.746,332.0,-50.8709,-0.01207,120.24846
3.747,328.0,-50.72069,-0.0113,120.19846
3.748,338.0,-50.51899,-0.01076,120.14846
3.749,326.0,-50.30203,-0.01043,120.09845
3.75,351.0,-50.12417,-0.01029,120.04846
3.751,324.0,-50.01116,-0.01027,119.99846
3.752,356.0,-49.83997,-0.01039,119.94846
3.753,346.0,-49.71647,-0.01068,119.89846
3.754,343.0,-49.86095,-0.01084,119.84845
3.755,356.0,-49.73459,-0.01107,119.79846
3.756,356.0,-49.7303,-0.01137,119.74846
3.757,341.0,-50.07172,-0.01134,119.69846
3.758,344.0,-50.28772,-0.01107,119.64846
3.759,325.0,-50.47369,-0.01062,119.59845
3.76,322.0,-50.62151,-0.01001,119.54846
3.761,330.0,-50.5867,-0.00942,119.49846
3.762,320.0,-50.50993,-0.0089,119.44846
3.763,321.0,-50.42124,-0.00846,119.39846
3.764,324.0,-50.22573,-0.00819,119.34845
3.765,319.0,-50.0865,-0.00813,119.29846
3.766,330.0,-49.95537,-0.00815,119.24846
3.767,329.0,-50.03023,-0.00812,119.19846
3.768,325.0,-49.86429,-0.00823,119.14846
3.769,334.0,-49.70598,-0.00851,119.09845
3.77,328.0,-49.78418,-0.00873,119.04846
3.771,330.0,-49.63923,-0.00906,118.99846
3.772,336.0,-49.66974,-0.00942,118.94846
3.773,319.0,-50.00448,-0.00946,118.89846
3.774,328.0,-50.16851,-0.00931,118.84845
3.775,317.0,-50.40503,-0.00894,118.79846
3.776,309.0,-50.45557,-0.00845,118.74846
3.777,316.0,-50.4446,-0.00803,118.69846
3.778,316.0,-50.49467,-0.00754,118.64846
3.779,314.0,-50.39215,-0.0071,118.59845
3.78,310.0,-50.25673,-0.00686,118.54846
3.781,307.0,-50.14753,-0.00669,118.49846
3.782,319.0,-49.94297,-0.00673,118.44846
3.783,321.0,-49.85285,-0.00686,118.39846
3.784,321.0,-49.67308,-0.00712,118.34845
3.785,334.0,-49.53432,-0.00763,118.29846
3.786,316.0,-49.56102,-0.00807,118.24846
3.787,322.0,-49.53766,-0.00852,118.19846
3.788,336.0,-49.45278,-0.00906,118.14846
3.789,323.0,-49.60203,-0.00949,118.09845
3.79,342.0,-49.79467,-0.00972,118.04846
3.791,319.0,-50.05217,-0.0097,117.99846
3.792,313.0,-50.05407,-0.00956,117.94846
3.793,322.0,-50.10223,-0.00955,117.89846
3.794,315.0,-50.21667,-0.00932,117.84845
3.795,320.0,-50.08268,-0.00922,117.79846
3.796,328.0,-49.93963,-0.00928,117.74846
3.797,315.0,-49.82376,-0.00942,117.69845
3.798,331.0,-49.59106,-0.00981,117.64846
3.799,342.0,-49.52097,-0.01029,117.59845
3.8,336.0,-49.54958,-0.01067,117.54846
3.801,342.0,-49.54624,-0.0112,117.49846
3.802,335.0,-49.57771,-0.01164,117.44845
3.803,338.0,-49.53814,-0.01208,117.39846
3.804,340.0,-49.5863,-0.01252,117.34845
3.805,331.0,-49.78991,-0.01273,117.29846
3.806,346.0,-50.12417,-0.01272,117.24846
3.807,328.0,-50.25148,-0.01244,117.19845
3.808,327.0,-50.45128,-0.01188,117.14846
3.809,335.0,-50.42648,-0.01157,117.09845
3.81,319.0,-50.38261,-0.01116,117.04846
3.811,323.0,-50.12512,-0.011,116.99846
3.812,340.0,-49.84522,-0.01113,116.94845
3.813,338.0,-49.86715,-0.01135,116.89846
3.814,333.0,-49.60299,-0.01164,116.84845
3.815,339.0,-49.70312,-0.01194,116.79846
3.816,346.0,-49.64542,-0.01223,116.74846
3.817,346.0,-49.67499,-0.01263,116.69845
3.818,347.0,-49.83664,-0.0128,116.64846
3.819,340.0,-49.90339,-0.01291,116.59845
3.82,344.0,-49.99685,-0.01301,116.54846
3.821,344.0,-49.86238,-0.01305,116.49846
3.822,354.0,-50.10319,-0.01299,116.44845
3.823,334.0,-50.39263,-0.01257,116.39846
3.824,329.0,-50.44222,-0.01218,116.34845
3.825,339.0,-50.38214,-0.01179,116.29846
3.826,334.0,-50.41504,-0.01138,116.24846
3.827,331.0,-50.18568,-0.01115,116.19845
3.828,334.0,-50.11749,-0.01106,116.14846
3.829,330.0,-49.98636,-0.01105,116.09845
3.83,347.0,-49.9711,-0.01105,116.04846
3.831,338.0,-49.86429,-0.01117,115.99846
3.832,346.0,-49.70455,-0.01146,115.94845
3.833,345.0,-49.66497,-0.0118,115.89846
3.834,334.0,-49.86668,-0.01196,115.84845
3.835,335.0,-49.91484,-0.01203,115.79846
3.836,339.0,-50.11082,-0.01199,115.74846
3.837,328.0,-50.24242,-0.01174,115.69845
3.838,337.0,-50.35591,-0.01139,115.64846
3.839,324.0,-50.58002,-0.01078,115.59845
3.84,310.0,-50.8194,-0.01005,115.54846
3.841,324.0,-50.76504,-0.00928,115.49846
3.842,308.0,-50.69113,-0.00856,115.44845
3.843,318.0,-50.38452,-0.00813,115.39846
3.844,322.0,-50.15564,-0.00804,115.34845
3.845,312.0,-49.80326,-0.00812,115.29846
3.846,336.0,-49.72649,-0.00837,115.24846
3.847,323.0,-49.70884,-0.0086,115.19845
3.848,322.0,-49.62397,-0.00903,115.14846
3.849,342.0,-49.41511,-0.0096,115.09845
