Time,MPOS(0),DPOS(0),DRIVE_FE(0)
0.143,179.71929,179.71929,0.0
0.144,179.71929,179.71929,0.0
0.145,179.71929,179.71929,0.0
0.146,179.71929,179.71929,0.0
0.147,179.71929,179.71929,0.0
0.148,179.71929,179.71929,0.0
0.149,179.71929,179.71929,0.0
0.15,179.71929,179.71929,0.0
0.151,179.71929,179.71929,0.0
0.152,179.71929,179.71929,0.0
0.153,179.71929,179.71929,0.0
0.154,179.71929,179.71929,0.0
0.155,179.71929,179.71929,0.0
0.156,179.71929,179.71929,0.0
0.157,179.71929,179.71929,0.0
0.158,179.71929,179.71929,0.0
0.159,179.71929,179.71929,0.0
0.16,179.71929,179.71929,0.0
0.161,179.71929,179.71929,0.0
0.162,179.71929,179.71929,0.0
0.163,179.71929,179.71929,0.0
0.164,179.71929,179.71929,0.0
0.165,179.71929,179.71929,0.0
0.166,179.71929,179.71929,0.0
0.167,179.71929,179.71929,0.0
0.168,179.71929,179.71929,0.0
0.169,179.71929,179.71929,0.0
0.17,179.71929,179.71929,0.0
0.171,179.71929,179.71929,0.0
0.172,179.71929,179.71929,0.0
0.173,179.71929,179.71929,0.0
0.174,179.71929,179.71929,0.0
0.175,179.71929,179.71929,0.0
0.176,179.71929,179.71929,0.0
0.177,179.71929,179.71929,0.0
0.178,179.71929,179.71929,0.0
0.179,179.71929,179.71929,0.0
0.18,179.71929,179.71929,0.0
0.181,179.71929,179.71929,0.0
0.182,179.71929,179.71929,0.0
0.183,179.71929,179.71929,0.0
0.184,179.71929,179.71929,0.0
0.185,179.71929,179.71929,0.0
0.186,179.71929,179.71929,0.0
0.187,179.71929,179.71929,0.0
0.188,179.71929,179.71929,0.0
0.189,179.71929,179.71929,0.0
0.19,179.71929,179.71929,0.0
0.191,179.71929,179.71929,0.0
0.192,179.71929,179.71929,0.0
0.193,179.71929,179.71929,0.0
0.194,179.71929,179.71929,0.0
0.195,179.71929,179.71929,0.0
0.196,179.71929,179.71929,0.0
0.197,179.71929,179.71929,0.0
0.198,179.71929,179.71929,0.0
0.199,179.71929,179.71929,0.0
0.2,179.71929,179.71929,0.0
0.201,179.71929,179.71929,0.0
0.202,179.71929,179.71929,0.0
0.203,179.71929,179.71929,0.0
0.204,179.71929,179.71929,0.0
0.205,179.71929,179.71929,0.0
0.206,179.71929,179.71929,0.0
0.207,179.71929,179.71929,0.0
0.208,179.71929,179.71929,0.0
0.209,179.71929,179.71929,0.0
0.21,179.71929,179.71929,0.0
0.211,179.71929,179.71929,0.0
0.212,179.71929,179.71929,0.0
0.213,179.71929,179.71929,0.0
0.214,179.71929,179.71929,0.0
0.215,179.71929,179.71929,0.0
0.216,179.71929,179.71929,0.0
0.217,179.71929,179.71929,0.0
0.218,179.71929,179.71929,0.0
0.219,179.71929,179.71929,0.0
0.22,179.71929,179.71929,0.0
0.221,179.71929,179.71929,0.0
0.222,179.71929,179.71929,0.0
0.223,179.71929,179.71929,0.0
0.224,179.71929,179.71929,0.0
0.225,179.71929,179.71929,0.0
0.226,179.71929,179.71929,0.0
0.227,179.71929,179.71929,0.0
0.228,179.71929,179.71929,0.0
0.229,179.71929,179.71929,0.0
0.23,179.71929,179.71929,0.0
0.231,179.71929,179.71929,0.0
0.232,179.71929,179.71929,0.0
0.233,179.71929,179.71929,0.0
0.234,179.71929,179.71929,0.0
0.235,179.71929,179.71929,0.0
0.236,179.71929,179.71929,0.0
0.237,179.71929,179.71929,0.0
0.238,179.71929,179.71929,0.0
0.239,179.71929,179.71929,0.0
0.24,179.71929,179.71929,0.0
0.241,179.71929,179.71929,0.0
0.242,179.71929,179.71929,0.0
0.243,179.71929,179.71929,0.0
0.244,179.71929,179.71929,0.0
0.245,179.71929,179.71929,0.0
0.246,179.71929,179.71929,0.0
0.247,179.71929,179.71929,0.0
0.248,179.71929,179.71929,0.0
0.249,179.71929,179.71929,0.0
0.25,179.71929,179.71929,0.0
0.251,179.71929,179.71929,0.0
0.252,179.71929,179.71929,0.0
0.253,179.71929,179.71929,0.0
0.254,179.71929,179.71929,0.0
0.255,179.71929,179.71929,0.0
0.256,179.71929,179.71929,0.0
0.257,179.71929,179.71929,0.0
0.258,179.71929,179.71929,0.0
0.259,179.71929,179.71929,0.0
0.26,179.71929,179.71929,0.0
0.261,179.71929,179.71929,0.0
0.262,179.71929,179.71929,0.0
0.263,179.71929,179.71929,0.0
0.264,179.71929,179.71929,0.0
0.265,179.71929,179.71929,0.0
0.266,179.71929,179.71929,0.0
0.267,179.71929,179.71929,0.0
0.268,179.71929,179.71929,0.0
0.269,179.71929,179.71929,0.0
0.27,179.71929,179.71929,0.0
0.271,179.71929,179.71929,0.0
0.272,179.71929,179.71929,0.0
0.273,179.71929,179.71929,0.0
0.274,179.71929,179.71929,0.0
0.275,179.71929,179.71929,0.0
0.276,179.71929,179.71929,0.0
0.277,179.71929,179.71929,0.0
0.278,179.71929,179.71929,0.0
0.279,179.71929,179.71929,0.0
0.28,179.71929,179.71929,0.0
0.281,179.71929,179.71929,0.0
0.282,179.71929,179.71929,0.0
0.283,179.71929,179.71929,0.0
0.284,179.71929,179.71929,0.0
0.285,179.71929,179.71929,0.0
0.286,179.71929,179.71929,0.0
0.287,179.71929,179.71929,0.0
0.288,179.71929,179.71929,0.0
0.289,179.71929,179.71929,0.0
0.29,179.71929,179.71929,0.0
0.291,179.71929,179.71929,0.0
0.292,179.71929,179.71929,0.0
0.293,179.71929,179.71929,0.0
0.294,179.71929,179.71929,0.0
0.295,179.71929,179.71929,0.0
0.296,179.71929,179.71929,0.0
0.297,179.71929,179.71929,0.0
0.298,179.71929,179.71929,0.0
0.299,179.71929,179.71929,0.0
0.3,179.71929,179.71929,0.0
0.301,179.71929,179.71929,0.0
0.302,179.71929,179.71929,0.0
0.303,179.71929,179.71929,0.0
0.304,179.71929,179.71929,0.0
0.305,179.71929,179.71929,0.0
0.306,179.71929,179.71929,0.0
0.307,179.71929,179.71929,0.0
0.308,179.71929,179.71929,0.0
0.309,179.71929,179.71929,0.0
0.31,179.71929,179.71929,0.0
0.311,179.71929,179.71929,0.0
0.312,179.71929,179.71929,0.0
0.313,179.71929,179.71929,0.0
0.314,179.71929,179.71929,0.0
0.315,179.71929,179.71929,0.0
0.316,179.71929,179.71929,0.0
0.317,179.71929,179.71929,0.0
0.318,179.71929,179.71929,0.0
0.319,179.71929,179.71929,0.0
0.32,179.71929,179.71929,0.0
0.321,179.71929,179.71929,0.0
0.322,179.71929,179.71929,0.0
0.323,179.71929,179.71929,0.0
0.324,179.71929,179.71929,0.0
0.325,179.71929,179.71929,0.0
0.326,179.71929,179.71929,0.0
0.327,179.71929,179.71929,0.0
0.328,179.71929,179.71929,0.0
0.329,179.71929,179.71929,0.0
0.33,179.71929,179.71929,0.0
0.331,179.71929,179.71929,0.0
0.332,179.71929,179.71929,0.0
0.333,179.71929,179.71929,0.0
0.334,179.71929,179.71929,0.0
0.335,179.71929,179.71929,0.0
0.336,179.71929,179.71929,0.0
0.337,179.71929,179.71929,0.0
0.338,179.71929,179.71929,0.0
0.339,179.71929,179.71929,0.0
0.34,179.71929,179.71929,0.0
0.341,179.71929,179.71929,0.0
0.342,179.71929,179.71929,0.0
0.343,179.71929,179.71929,0.0
0.344,179.71929,179.71929,0.0
0.345,179.71929,179.71929,0.0
0.346,179.71929,179.71929,0.0
0.347,179.71929,179.71929,0.0
0.348,179.71929,179.71929,0.0
0.349,179.71929,179.71929,0.0
0.35,179.71929,179.71929,0.0
0.351,179.71929,179.71929,0.0
0.352,179.71929,179.71929,0.0
0.353,179.71929,179.71929,0.0
0.354,179.71929,179.71929,0.0
0.355,179.71929,179.71929,0.0
0.356,179.71929,179.71929,0.0
0.357,179.71929,179.71929,0.0
0.358,179.71929,179.71929,0.0
0.359,179.71929,179.71929,0.0
0.36,179.71929,179.71929,0.0
0.361,179.71929,179.71929,0.0
0.362,179.71929,179.71929,0.0
0.363,179.71929,179.71929,0.0
0.364,179.71929,179.71929,0.0
0.365,179.71929,179.71929,0.0
0.366,179.71929,179.71929,0.0
0.367,179.71929,179.71929,0.0
0.368,179.71929,179.71929,0.0
0.369,179.71929,179.71929,0.0
0.37,179.71929,179.71929,0.0
0.371,179.71929,179.71929,0.0
0.372,179.71929,179.71929,0.0
0.373,179.71929,179.71929,0.0
0.374,179.71929,179.71929,0.0
0.375,179.71929,179.71929,0.0
0.376,179.71929,179.71929,0.0
0.377,179.71929,179.71929,0.0
0.378,179.71929,179.71929,0.0
0.379,179.71929,179.71929,0.0
0.38,179.71929,179.71929,0.0
0.381,179.71929,179.71929,0.0
0.382,179.71929,179.71929,0.0
0.383,179.71929,179.71929,0.0
0.384,179.71929,179.71929,0.0
0.385,179.71929,179.71929,0.0
0.386,179.71929,179.71929,0.0
0.387,179.71929,179.71929,0.0
0.388,179.71929,179.71929,0.0
0.389,179.71929,179.71929,0.0
0.39,179.71929,179.71929,0.0
0.391,179.71929,179.71929,0.0
0.392,179.71929,179.71929,0.0
0.393,179.71929,179.71929,0.0
0.394,179.71929,179.71929,0.0
0.395,179.71929,179.71929,0.0
0.396,179.71929,179.71929,0.0
0.397,179.71929,179.71929,0.0
0.398,179.71929,179.71929,0.0
0.399,179.71929,179.71929,0.0
0.4,179.71929,179.71929,0.0
0.401,179.71929,179.71929,0.0
0.402,179.71929,179.71929,0.0
0.403,179.71929,179.71929,0.0
0.404,179.71929,179.71929,0.0
0.405,179.71929,179.71929,0.0
0.406,179.71929,179.71929,0.0
0.407,179.71929,179.71929,0.0
0.408,179.71929,179.71929,0.0
0.409,179.71929,179.71929,0.0
0.41,179.71929,179.71929,0.0
0.411,179.71929,179.71929,0.0
0.412,179.71929,179.71929,0.0
0.413,179.71929,179.71929,0.0
0.414,179.71929,179.71929,0.0
0.415,179.71929,179.71929,0.0
0.416,179.71929,179.71929,0.0
0.417,179.71929,179.71929,0.0
0.418,179.71929,179.71929,0.0
0.419,179.71929,179.71929,0.0
0.42,179.71929,179.71929,0.0
0.421,179.71929,179.71929,0.0
0.422,179.71929,179.71929,0.0
0.423,179.71929,179.71929,0.0
0.424,179.71929,179.71929,0.0
0.425,179.71929,179.71929,0.0
0.426,179.71929,179.71929,0.0
0.427,179.71929,179.71929,0.0
0.428,179.71929,179.71929,0.0
0.429,179.71929,179.71929,0.0
0.43,179.71929,179.71929,0.0
0.431,179.71929,179.71929,0.0
0.432,179.71929,179.71929,0.0
0.433,179.71929,179.71929,0.0
0.434,179.71929,179.71929,0.0
0.435,179.71929,179.71929,0.0
0.436,179.71929,179.71929,0.0
0.437,179.71929,179.71929,0.0
0.438,179.71929,179.71929,0.0
0.439,179.71929,179.71929,0.0
0.44,179.71929,179.71929,0.0
0.441,179.71929,179.71929,0.0
0.442,179.71929,179.71929,0.0
0.443,179.71929,179.71929,0.0
0.444,179.71929,179.71929,0.0
0.445,179.71929,179.71929,0.0
0.446,179.71929,179.71929,0.0
0.447,179.71929,179.71929,0.0
0.448,179.71929,179.71929,0.0
0.449,179.71929,179.71929,0.0
0.45,179.71929,179.71929,0.0
0.451,179.71929,179.71929,0.0
0.452,179.71929,179.71929,0.0
0.453,179.71929,179.71929,0.0
0.454,179.71929,179.71929,0.0
0.455,179.71929,179.71929,0.0
0.456,179.71929,179.71929,0.0
0.457,179.71929,179.71929,0.0
0.458,179.71929,179.71929,0.0
0.459,179.71929,179.71929,0.0
0.46,179.71929,179.71929,0.0
0.461,179.71929,179.71929,0.0
0.462,179.71929,179.71929,0.0
0.463,179.71929,179.71929,0.0
0.464,179.71929,179.71929,0.0
0.465,179.71929,179.71929,0.0
0.466,179.71929,179.71929,0.0
0.467,179.71929,179.71929,0.0
0.468,179.71929,179.71929,0.0
0.469,179.71929,179.71929,0.0
0.47,179.71929,179.71929,0.0
0.471,179.71929,179.71929,0.0
0.472,179.71929,179.71929,0.0
0.473,179.71929,179.71929,0.0
0.474,179.71929,179.71929,0.0
0.475,179.71929,179.71929,0.0
0.476,179.71929,179.71929,0.0
0.477,179.71929,179.71929,0.0
0.478,179.71929,179.71929,0.0
0.479,179.71929,179.71929,0.0
0.48,179.71929,179.71929,0.0
0.481,179.71929,179.71929,0.0
0.482,179.71929,179.71929,0.0
0.483,179.71929,179.71929,0.0
0.484,179.71929,179.71929,0.0
0.485,179.71929,179.71929,0.0
0.486,179.71929,179.71929,0.0
0.487,179.71929,179.71929,0.0
0.488,179.71929,179.71929,0.0
0.489,179.71929,179.71929,0.0
0.49,179.71929,179.71929,0.0
0.491,179.71929,179.71929,0.0
0.492,179.71929,179.71929,0.0
0.493,179.71929,179.71929,0.0
0.494,179.71929,179.71929,0.0
0.495,179.71929,179.71929,0.0
0.496,179.71929,179.71929,0.0
0.497,179.71929,179.71929,0.0
0.498,179.71929,179.71929,0.0
0.499,179.71929,179.71929,0.0
0.5,179.71929,179.71929,0.0
0.501,179.71929,179.71929,0.0
0.502,179.71929,179.71929,0.0
0.503,179.71929,179.71929,0.0
0.504,179.71929,179.71929,0.0
0.505,179.71929,179.71929,0.0
0.506,179.71929,179.71929,0.0
0.507,179.71929,179.71929,0.0
0.508,179.71929,179.71929,0.0
0.509,179.71929,179.71929,0.0
0.51,179.71929,179.71929,0.0
0.511,179.71929,179.71929,0.0
0.512,179.71929,179.71929,0.0
0.513,179.71929,179.71929,0.0
0.514,179.71929,179.71929,0.0
0.515,179.71929,179.71929,0.0
0.516,179.71929,179.71929,0.0
0.517,179.71929,179.71929,0.0
0.518,179.71929,179.71929,0.0
0.519,179.71929,179.71929,0.0
0.52,179.71929,179.71929,0.0
0.521,179.71929,179.71929,0.0
0.522,179.71929,179.71929,0.0
0.523,179.71929,179.71929,0.0
0.524,179.71929,179.71929,0.0
0.525,179.71929,179.71929,0.0
0.526,179.71929,179.71929,0.0
0.527,179.71929,179.71929,0.0
0.528,179.71929,179.71929,0.0
0.529,179.71929,179.71929,0.0
0.53,179.71929,179.71929,0.0
0.531,179.71929,179.71929,0.0
0.532,179.71929,179.71929,0.0
0.533,179.71929,179.71929,0.0
0.534,179.71929,179.71929,0.0
0.535,179.71929,179.71929,0.0
0.536,179.71929,179.71929,0.0
0.537,179.71929,179.71929,0.0
0.538,179.71929,179.71929,0.0
0.539,179.71929,179.71929,0.0
0.54,179.71929,179.71929,0.0
0.541,179.71929,179.71929,0.0
0.542,179.71929,179.71929,0.0
0.543,179.71929,179.71929,0.0
0.544,179.71929,179.71929,0.0
0.545,179.71929,179.71929,0.0
0.546,179.71929,179.71929,0.0
0.547,179.71929,179.71929,0.0
0.548,179.71929,179.71929,0.0
0.549,179.71929,179.71929,0.0
0.55,179.71929,179.71929,0.0
0.551,179.71929,179.71929,0.0
0.552,179.71929,179.71929,0.0
0.553,179.71929,179.71929,0.0
0.554,179.71929,179.71929,0.0
0.555,179.71929,179.71929,0.0
0.556,179.71929,179.71929,0.0
0.557,179.71929,179.71929,0.0
0.558,179.71929,179.71929,0.0
0.559,179.71929,179.71929,0.0
0.56,179.71929,179.71929,0.0
0.561,179.71929,179.71929,0.0
0.562,179.71929,179.71929,0.0
0.563,179.71929,179.71929,0.0
0.564,179.71929,179.71929,0.0
0.565,179.71929,179.71929,0.0
0.566,179.71929,179.71929,0.0
0.567,179.71929,179.71929,0.0
0.568,179.71929,179.71929,0.0
0.569,179.71929,179.71929,0.0
0.57,179.71929,179.71929,0.0
0.571,179.71929,179.71929,0.0
0.572,179.71929,179.71929,0.0
0.573,179.71929,179.71929,0.0
0.574,179.71929,179.71929,0.0
0.575,179.71929,179.71929,0.0
0.576,179.71929,179.71929,0.0
0.577,179.71929,179.71929,0.0
0.578,179.71929,179.71929,0.0
0.579,179.71929,179.71929,0.0
0.58,179.71929,179.71929,0.0
0.581,179.71929,179.71929,0.0
0.582,179.71929,179.71929,0.0
0.583,179.71929,179.71929,0.0
0.584,179.71929,179.71929,0.0
0.585,179.71929,179.71929,0.0
0.586,179.71929,179.71929,0.0
0.587,179.71929,179.71929,0.0
0.588,179.71929,179.71929,0.0
0.589,179.71929,179.71929,0.0
0.59,179.71929,179.71929,0.0
0.591,179.71929,179.71929,0.0
0.592,179.71929,179.71929,0.0
0.593,179.71929,179.71929,0.0
0.594,179.71929,179.71929,0.0
0.595,179.71929,179.71929,0.0
0.596,179.71929,179.71929,0.0
0.597,179.71929,179.71929,0.0
0.598,179.71929,179.71929,0.0
0.599,179.71929,179.71929,0.0
0.6,179.71929,179.71929,0.0
0.601,179.71929,179.71929,0.0
0.602,179.71929,179.71929,0.0
0.603,179.71929,179.71929,0.0
0.604,179.71929,179.71929,0.0
0.605,179.71929,179.71929,0.0
0.606,179.71929,179.71929,0.0
0.607,179.71929,179.71929,0.0
0.608,179.71929,179.71929,0.0
0.609,179.71929,179.71929,0.0
0.61,179.71929,179.71929,0.0
0.611,179.71929,179.71929,0.0
0.612,179.71929,179.71929,0.0
0.613,179.71929,179.71929,0.0
0.614,179.71929,179.71929,0.0
0.615,179.71929,179.71929,0.0
0.616,179.71929,179.71929,0.0
0.617,179.71929,179.71929,0.0
0.618,179.71929,179.71929,0.0
0.619,179.71929,179.71929,0.0
0.62,179.71929,179.71929,0.0
0.621,179.71929,179.71929,0.0
0.622,179.71929,179.71929,0.0
0.623,179.71929,179.71929,0.0
0.624,179.71929,179.71929,0.0
0.625,179.71929,179.71929,0.0
0.626,179.71929,179.71929,0.0
0.627,179.71929,179.71929,0.0
0.628,179.71929,179.71929,0.0
0.629,179.71929,179.71929,0.0
0.63,179.71929,179.71929,0.0
0.631,179.71929,179.71929,0.0
0.632,179.71929,179.71929,0.0
0.633,179.71929,179.71929,0.0
0.634,179.71929,179.71929,0.0
0.635,179.71929,179.71929,0.0
0.636,179.71929,179.71929,0.0
0.637,179.71929,179.71929,0.0
0.638,179.71929,179.71929,0.0
0.639,179.71929,179.71929,0.0
0.64,179.71929,179.71929,0.0
0.641,179.71929,179.71929,0.0
0.642,179.71929,179.71929,0.0
0.643,179.71929,179.71929,0.0
0.644,179.71929,179.71929,0.0
0.645,179.71929,179.71929,0.0
0.646,179.71929,179.71929,0.0
0.647,179.71929,179.71929,0.0
0.648,179.71929,179.71929,0.0
0.649,179.71929,179.71929,0.0
0.65,179.71929,179.71929,0.0
0.651,179.71929,179.71929,0.0
0.652,179.71929,179.71929,0.0
0.653,179.71929,179.71929,0.0
0.654,179.71929,179.71929,0.0
0.655,179.71929,179.71929,0.0
0.656,179.71929,179.71929,0.0
0.657,179.71929,179.71929,0.0
0.658,179.71929,179.71929,0.0
0.659,179.71929,179.71929,0.0
0.66,179.71929,179.71929,0.0
0.661,179.71929,179.71929,0.0
0.662,179.71929,179.71929,0.0
0.663,179.71929,179.71929,0.0
0.664,179.71929,179.71929,0.0
0.665,179.71929,179.71929,0.0
0.666,179.71929,179.71929,0.0
0.667,179.71929,179.71929,0.0
0.668,179.71929,179.71929,0.0
0.669,179.71929,179.71929,0.0
0.67,179.71929,179.71929,0.0
0.671,179.71929,179.71929,0.0
0.672,179.71929,179.71929,0.0
0.673,179.71929,179.71929,0.0
0.674,179.71929,179.71929,0.0
0.675,179.71929,179.71929,0.0
0.676,179.71929,179.71929,0.0
0.677,179.71929,179.71929,0.0
0.678,179.71929,179.71929,0.0
0.679,179.71929,179.71929,0.0
0.68,179.71929,179.71929,0.0
0.681,179.71929,179.71929,0.0
0.682,179.71929,179.71929,0.0
0.683,179.71929,179.71929,0.0
0.684,179.71929,179.71929,0.0
0.685,179.71929,179.71929,0.0
0.686,179.71929,179.71929,0.0
0.687,179.71929,179.71929,0.0
0.688,179.71929,179.71929,0.0
0.689,179.71929,179.71929,0.0
0.69,179.71929,179.71929,0.0
0.691,179.71929,179.71929,0.0
0.692,179.71929,179.71929,0.0
0.693,179.71929,179.71929,0.0
0.694,179.71929,179.71929,0.0
0.695,179.71929,179.71929,0.0
0.696,179.71929,179.71929,0.0
0.697,179.71929,179.71929,0.0
0.698,179.71929,179.71929,0.0
0.699,179.71929,179.71929,0.0
0.7,179.71929,179.71929,0.0
0.701,179.71929,179.71929,0.0
0.702,179.71929,179.71929,0.0
0.703,179.71929,179.71929,0.0
0.704,179.71929,179.71929,0.0
0.705,179.71929,179.71929,0.0
0.706,179.71929,179.71929,0.0
0.707,179.71929,179.71929,0.0
0.708,179.71929,179.71929,0.0
0.709,179.71929,179.71929,0.0
0.71,179.71929,179.71929,0.0
0.711,179.71929,179.71929,0.0
0.712,179.71929,179.71929,0.0
0.713,179.71929,179.71929,0.0
0.714,179.71929,179.71929,0.0
0.715,179.71929,179.71929,0.0
0.716,179.71929,179.71929,0.0
0.717,179.71929,179.71929,0.0
0.718,179.71929,179.71929,0.0
0.719,179.71929,179.71929,0.0
0.72,179.71929,179.71929,0.0
0.721,179.71929,179.71929,0.0
0.722,179.71929,179.71929,0.0
0.723,179.71929,179.71929,0.0
0.724,179.71929,179.71929,0.0
0.725,179.71929,179.71929,0.0
0.726,179.71929,179.71929,0.0
0.727,179.71929,179.71929,0.0
0.728,179.71929,179.71929,0.0
0.729,179.71929,179.71929,0.0
0.73,179.71929,179.71929,0.0
0.731,179.71929,179.71929,0.0
0.732,179.71929,179.71929,0.0
0.733,179.71929,179.71929,0.0
0.734,179.71929,179.71929,0.0
0.735,179.71929,179.71929,0.0
0.736,179.71929,179.71929,0.0
0.737,179.71929,179.71929,0.0
0.738,179.71929,179.71929,0.0
0.739,179.71929,179.71929,0.0
0.74,179.71929,179.71929,0.0
0.741,179.71929,179.71929,0.0
0.742,179.71929,179.71929,0.0
0.743,179.71929,179.71929,0.0
0.744,179.71929,179.71929,0.0
0.745,179.71929,179.71929,0.0
0.746,179.71929,179.71929,0.0
0.747,179.71929,179.71929,0.0
0.748,179.71929,179.71929,0.0
0.749,179.71929,179.71929,0.0
0.75,179.71929,179.71929,0.0
0.751,179.71929,179.71929,0.0
0.752,179.71929,179.71929,0.0
0.753,179.71929,179.71929,0.0
0.754,179.71929,179.71929,0.0
0.755,179.71929,179.71929,0.0
0.756,179.71929,179.71929,0.0
0.757,179.71929,179.71929,0.0
0.758,179.71929,179.71929,0.0
0.759,179.71929,179.71929,0.0
0.76,179.71929,179.71929,0.0
0.761,179.71929,179.71929,0.0
0.762,179.71929,179.71929,0.0
0.763,179.71929,179.71929,0.0
0.764,179.71929,179.71929,0.0
0.765,179.71929,179.71929,0.0
0.766,179.71929,179.71929,0.0
0.767,179.71929,179.71929,0.0
0.768,179.71929,179.71929,0.0
0.769,179.71929,179.71929,0.0
0.77,179.71929,179.71929,0.0
0.771,179.71929,179.71929,0.0
0.772,179.71929,179.71929,0.0
0.773,179.71929,179.71929,0.0
